"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"0121816","06705",26,0,4,"02",191960
"0122107","06701",21,0,1,"07",15000
"0122385","06701",29,0,1,"07",45000
"0122570","06701",0,2,1,"  ",0
"0122834","06701",32,0,3,"02",9600
"0123022","06705",21,0,2,"02",44080
"0123179","06703",29,0,5,"06",42000
"0123244","06701",24,0,1,"08",8400
"0123656","06703",21,0,1,"08",19400
"0123930","06705",21,0,2,"02",69100
"0124227","06703",26,0,2,"02",30800
"0124296","06705",19,0,1,"08",31010
"0124471","06701",19,0,2,"07",15000
"0124630","06703",23,0,2,"02",53000
"0124773","06701",13,0,4,"09",26900
"0124969","06704",16,0,1,"09",13400
"0125015","06702",13,0,4,"02",100350
"0125167","06705",0,2,1,"  ",0
"0125448","06704",0,2,1,"  ",0
"0125919","06701",24,0,2,"02",44000
"0126486","06703",19,0,5,"02",92900
"0126517","06705",26,0,2,"02",101000
"0127060","06702",11,0,4,"02",31600
"0127117","06705",23,0,2,"01",48600
"0127992","06703",14,0,2,"10",16700
"0128334","06704",16,0,3,"08",11000
"0128586","06705",24,0,5,"02",83340
"0129050","06701",24,0,8,"03",75800
"0129330","06702",29,0,3,"08",20000
"0129370","06704",18,0,4,"02",126000
"0129547","06703",21,0,2,"09",75500
"0129942","06702",0,1,1,"  ",0
"0130463","06702",24,0,4,"06",27600
"0130785","06701",23,0,3,"06",46800
"0130787","06704",19,0,1,"02",85400
"0130801","06705",18,0,2,"01",36300
"0130983","06701",0,2,1,"  ",0
"0131020","06705",0,2,1,"  ",0
"0131560","06703",24,0,3,"02",63000
"0131582","06701",10,0,2,"03",10000
"0131649","06704",21,0,2,"05",26500
"0131703","06705",21,0,3,"02",126260
"0131759","06704",24,0,5,"02",54000
"0132006","06705",16,0,3,"02",59000
"0132164","06705",16,0,5,"02",38200
"0132212","06703",27,0,2,"01",22790
"0132647","06703",16,0,2,"02",62450
"0132892","06705",24,0,2,"02",23400
"0132982","06701",24,0,1,"07",18000
"0133140","06702",15,0,1,"02",183800
"0133183","06705",18,0,2,"02",61060
"0133200","06704",21,0,2,"02",71400
"0133610","06705",21,0,2,"08",26000
"0133798","06702",13,0,2,"02",12100
"0133945","06705",13,0,1,"09",13000
"0133956","06704",21,0,5,"02",64300
"0134118","06704",24,0,1,"09",60800
"0134472","06701",21,0,4,"02",52700
"0134591","06702",26,0,1,"02",21000
"0134665","06704",24,0,2,"03",117000
"0134698","06703",16,0,3,"02",70800
"0134822","06701",23,0,0,"07",0
"0134937","06701",16,0,5,"02",45000
"0135260","06705",24,0,4,"02",150500
"0135756","06704",0,1,1,"  ",0
"0135769","06705",18,0,1,"05",18300
"0135822","06705",24,0,1,"09",0
"0136082","06704",27,0,2,"05",69000
"0136150","06701",21,0,1,"08",2500
"0136589","06703",14,0,2,"02",83600
"0136621","06704",13,0,2,"02",77300
"0136818","06704",16,0,3,"02",129070
"0136820","06703",16,0,2,"02",50000
"0136855","06701",16,0,1,"07",16000
"0136883","06702",16,0,2,"03",47000
"0136917","06702",21,0,2,"09",56000
"0137038","06703",21,0,4,"02",116300
"0137174","06702",21,0,8,"02",71700
"0137764","06705",21,0,1,"02",11500
"0138054","06701",21,0,4,"07",24100
"0138388","06702",19,0,2,"03",58000
"0138515","06703",24,0,1,"02",26800
"0138716","06705",21,0,2,"02",49000
"0139461","06705",17,0,0,"05",0
"0139802","06704",21,0,2,"02",60000
"0139806","06703",0,2,1,"  ",0
"0139929","06703",32,0,6,"02",41000
"0140331","06704",16,0,2,"02",91500
"0140389","06705",24,0,5,"02",325000
"0140405","06705",26,0,1,"07",47500
"0140604","06703",27,0,3,"09",60500
"0140871","06704",21,0,1,"05",25700
"0140991","06704",32,0,4,"06",8400
"0141086","06701",21,0,4,"02",39000
"0141150","06704",0,2,1,"  ",0
"0141271","06705",0,2,1,"  ",0
"0141614","06704",21,0,1,"02",25000
"0141933","06701",0,2,1,"  ",0
"0142319","06703",19,0,3,"01",39000
"0142484","06704",16,0,1,"03",62000
"0142554","06704",23,0,5,"02",166400
"0142996","06701",24,0,1,"02",10300
"0143741","06703",11,0,3,"02",91400
"0143870","06702",21,0,4,"03",12000
"0143988","06705",24,0,1,"02",24900
"0143994","06701",16,0,1,"02",111000
"0144323","06704",26,0,1,"09",11000
"0144380","06701",21,0,6,"04",45440
"0144606","06704",27,0,4,"02",233500
"0144817","06705",24,0,2,"03",175620
"0145165","06704",0,2,1,"  ",0
"0145250","06705",16,0,4,"06",56100
"0145381","06704",24,0,2,"01",20400
"0145401","06702",16,0,4,"08",11000
"0145466","06704",18,0,3,"02",58500
"0145709","06702",16,0,2,"02",38540
"0145869","06701",26,0,3,"06",19300
"0145903","06703",26,0,3,"02",53700
"0145962","06703",24,0,2,"08",44000
"0146459","06701",0,2,1,"  ",0
"0146482","06705",26,0,2,"09",109000
"0146512","06702",18,0,4,"02",47600
"0146703","06704",26,0,1,"09",32200
"0146746","06704",24,0,1,"03",98500
"0147157","06705",26,0,2,"09",56000
"0147180","06701",0,2,1,"  ",0
"0147227","06701",29,0,4,"03",12800
"0147302","06705",34,0,3,"02",84450
"0147379","06702",16,0,1,"03",100100
"0147540","06705",0,2,1,"  ",0
"0147706","06704",13,0,2,"06",39300
"0147776","06701",21,0,1,"07",14800
"0147829","06702",9,0,3,"04",60000
"0148507","06702",16,0,4,"02",15000
"0148594","06703",26,0,1,"02",39000
"0148777","06705",18,0,3,"02",67104
"0148875","06701",16,0,1,"03",105500
"0148957","06704",21,0,1,"02",5200
"0149106","06701",16,0,1,"05",64020
"0149300","06702",19,0,2,"08",22700
"0149312","06704",18,0,4,"02",70000
"0149453","06705",20,0,0,"06",0
"0149624","06705",0,2,1,"  ",0
"0149635","06704",24,0,2,"02",96500
"0149813","06702",18,0,1,"09",10200
"0149866","06702",16,0,1,"02",11300
"0150290","06701",13,0,3,"02",40500
"0150573","06704",0,2,1,"  ",0
"0150715","06701",16,0,2,"08",50000
"0151640","06705",18,0,3,"02",70300
"0151903","06705",19,0,2,"02",59000
"0151932","06703",22,0,6,"02",7000
"0152359","06704",21,0,1,"03",32200
"0152686","06701",18,0,1,"07",15400
"0153284","06704",16,0,2,"03",166000
"0153392","06704",11,0,0,"08",0
"0153675","06705",21,0,2,"02",30500
"0154253","06703",0,1,1,"  ",0
"0154328","06701",15,0,1,"06",8000
"0154367","06705",0,2,1,"  ",0
"0154370","06704",21,0,2,"03",78000
"0154448","06703",24,0,4,"02",39000
"0154876","06702",18,0,2,"02",61690
"0155157","06705",19,0,1,"01",4
"0155514","06703",0,1,1,"  ",0
"0155535","06705",34,0,3,"05",56000
"0155561","06704",16,0,3,"02",25300
"0155591","06703",21,0,3,"09",62700
"0155860","06703",29,0,7,"02",103500
"0156008","06704",16,0,5,"03",95900
"0156460","06704",16,0,1,"02",10700
"0156991","06705",24,0,1,"01",15000
"0157192","06705",0,2,1,"  ",0
"0157223","06703",24,0,4,"02",79940
"0157390","06702",25,0,0,"01",0
"0157402","06705",13,0,1,"06",43000
"0157620","06701",16,0,1,"02",55650
"0157871","06701",0,2,1,"  ",0
"0157943","06704",21,0,1,"02",31900
"0157989","06705",16,0,2,"02",252600
"0158001","06703",13,0,2,"04",12000
"0158095","06703",16,0,2,"02",159200
"0158666","06702",13,0,3,"02",75250
"0158908","06705",24,0,2,"02",54200
"0159020","06702",13,0,2,"02",29810
"0159118","06705",21,0,7,"02",54700
"0159160","06703",19,0,3,"02",450200
"0159435","06703",22,0,3,"03",33200
"0159896","06703",21,0,1,"08",14800
"0160290","06702",24,0,6,"02",46300
"0161519","06701",18,0,1,"02",8000
"0161681","06703",20,0,0,"02",0
"0161682","06704",21,0,1,"02",36900
"0161845","06701",16,0,1,"02",24800
"0161997","06703",29,0,2,"01",28900
"0162568","06703",11,0,3,"02",15000
"0162976","06705",24,0,2,"05",59000
"0163003","06704",9,0,0,"02",0
"0163353","06701",24,0,2,"03",35900
"0163405","06701",29,0,3,"06",22800
"0163417","06705",16,0,6,"02",325300
"0163741","06701",0,2,1,"  ",0
"0163800","06705",0,1,1,"  ",0
"0164217","06701",24,0,1,"08",37000
"0164402","06701",27,0,1,"07",24100
"0164493","06705",23,0,1,"03",6000
"0164760","06705",0,1,1,"  ",0
"0165027","06703",21,0,2,"02",80000
"0165197","06705",19,0,3,"02",121000
"0165228","06704",0,1,1,"  ",0
"0165351","06701",13,0,1,"02",12700
"0165784","06704",26,0,6,"02",60000
"0165846","06705",0,2,1,"  ",0
"0166229","06704",23,0,1,"07",95040
"0166444","06704",23,0,2,"02",14100
"0166501","06702",24,0,3,"04",49000
"0166519","06704",14,0,1,"06",28000
"0166999","06704",24,0,2,"06",24000
"0167137","06701",16,0,3,"06",95200
"0167146","06705",10,0,2,"01",8000
"0167220","06705",34,0,2,"08",20000
"0167708","06702",0,2,1,"  ",0
"0167915","06702",19,0,2,"02",22500
"0167934","06701",16,0,1,"02",14700
"0168027","06705",21,0,4,"02",107000
"0168281","06704",26,0,2,"02",51000
"0168325","06705",21,0,1,"01",13300
"0168393","06704",24,0,1,"02",325000
"0168535","06703",21,0,4,"02",101400
"0168550","06704",17,0,0,"02",0
"0168612","06705",16,0,1,"02",74000
"0168811","06704",0,1,1,"  ",0
"0169221","06702",16,0,1,"08",46000
"0169266","06702",14,0,0,"07",0
"0169380","06702",0,2,1,"  ",0
"0169569","06705",21,0,2,"02",35300
"0169727","06704",0,1,1,"  ",0
"0169901","06705",14,0,1,"01",25600
"0170411","06705",21,0,2,"01",43200
"0170457","06701",16,0,1,"04",14900
"0170488","06704",24,0,1,"02",34800
"0170550","06701",8,0,4,"03",62200
"0170623","06704",19,0,2,"02",59800
"0170717","06705",19,0,2,"06",45000
"0170823","06705",13,0,1,"09",19000
"0171059","06705",22,0,1,"06",38500
"0171455","06705",0,2,1,"  ",0
"0171535","06705",21,0,4,"03",105000
"0171746","06701",16,0,2,"02",73600
"0172020","06703",21,0,2,"02",67000
"0172153","06705",21,0,1,"02",90000
"0172615","06704",19,0,2,"02",88050
"0172643","06701",37,0,3,"02",35600
"0172758","06704",24,0,1,"06",82000
"0173010","06701",14,0,0,"02",0
"0173386","06703",24,0,1,"08",17000
"0173420","06705",0,2,1,"  ",0
"0173732","06703",37,0,2,"06",25500
"0173906","06701",0,2,1,"  ",0
"0174437","06702",0,2,1,"  ",0
"0174579","06703",19,0,2,"08",20000
"0174703","06703",23,0,5,"02",71200
"0174710","06705",24,0,2,"02",129400
"0174825","06703",19,0,1,"01",13000
"0175099","06703",21,0,1,"04",16000
"0175147","06704",21,0,1,"07",48400
"0175541","06703",16,0,1,"02",22000
"0175838","06704",24,0,5,"02",149000
"0176382","06703",18,0,1,"02",44000
"0176689","06701",24,0,1,"05",20500
"0176786","06702",0,2,1,"  ",0
"0177001","06704",18,0,2,"02",185100
"0177457","06702",14,0,1,"03",26280
"0177559","06701",29,0,2,"09",71900
"0177650","06702",16,0,5,"02",29800
"0177734","06701",13,0,2,"05",25000
"0177789","06701",26,0,1,"02",89000
"0178326","06705",8,0,2,"02",12500
"0179426","06705",19,0,6,"02",33500
"0180205","06705",18,0,1,"01",17100
"0180321","06701",18,0,7,"03",0
"0180461","06702",21,0,2,"02",68000
"0180755","06705",0,2,1,"  ",0
"0180826","06702",21,0,5,"03",35400
"0180857","06705",24,0,2,"02",171250
"0181379","06703",21,0,3,"02",46000
"0182154","06704",29,0,2,"08",31800
"0182380","06703",26,0,5,"02",65000
"0182807","06703",16,0,3,"02",52000
"0183277","06705",19,0,6,"02",80600
"0183419","06705",26,0,2,"02",13400
"0183457","06701",21,0,1,"02",137000
"0183492","06703",26,0,2,"02",31500
"0183569","06704",29,0,2,"02",88320
"0183708","06703",34,0,0,"02",0
"0183798","06705",16,0,1,"03",59300
"0183860","06703",21,0,4,"02",8900
"0183961","06705",24,0,4,"02",58700
"0184552","06704",21,0,5,"02",137010
"0184629","06702",0,2,1,"  ",0
"0185263","06701",24,0,2,"02",44600
"0185558","06703",27,0,3,"02",73200
"0185559","06701",22,0,1,"02",6600
"0185893","06701",27,0,4,"02",64600
"0186261","06705",29,0,1,"01",12000
"0186286","06701",24,0,5,"02",77200
"0186366","06704",23,0,2,"02",64000
"0186577","06702",21,0,7,"01",26790
"0186735","06703",24,0,4,"02",104300
"0186970","06705",21,0,3,"02",259900
"0187028","06702",26,0,4,"02",31600
"0187031","06704",32,0,5,"06",23000
"0187256","06702",16,0,2,"02",53800
"0187299","06702",21,0,2,"02",49500
"0187361","06704",19,0,9,"06",90500
"0187443","06701",0,2,1,"  ",0
"0187472","06703",13,0,5,"08",26000
"0187767","06704",21,0,2,"01",47100
"0188289","06704",26,0,3,"09",152500
"0188445","06703",13,0,4,"02",152340
"0188889","06701",0,2,1,"  ",0
"0188950","06701",21,0,5,"06",28110
"0188956","06704",21,0,3,"02",649000
"0189070","06701",23,0,3,"09",19510
"0189266","06705",0,2,1,"  ",0
"0189329","06701",24,0,1,"03",28000
"0189728","06702",23,0,4,"02",85700
"0189825","06704",16,0,1,"02",36900
"0189844","06701",13,0,2,"07",8600
"0189902","06701",24,0,3,"02",52800
"0189944","06701",21,0,3,"02",21000
"0190035","06704",24,0,2,"06",73000
"0190085","06704",17,0,0,"06",0
"0190244","06703",16,0,1,"07",25000
"0190363","06705",0,2,1,"  ",0
"0190476","06704",18,0,2,"02",81400
"0190633","06701",22,0,14,"02",52000
"0191049","06701",0,2,1,"  ",0
"0191341","06705",21,0,8,"02",48400
"0191357","06705",27,0,3,"02",54000
"0191481","06701",16,0,5,"02",16640
"0191491","06702",13,0,5,"01",361200
"0191520","06705",24,0,3,"02",51120
"0191679","06704",19,0,1,"07",14000
"0191707","06704",18,0,3,"02",70000
"0191709","06705",23,0,1,"10",24000
"0192047","06705",13,0,2,"03",68000
"0192069","06701",14,0,0,"02",0
"0192080","06704",18,0,5,"02",325000
"0192187","06705",21,0,6,"02",52000
"0192301","06702",21,0,2,"02",159600
"0192314","06705",0,2,1,"  ",0
"0192424","06705",0,2,1,"  ",0
"0192589","06703",18,0,2,"01",4600
"0193057","06705",24,0,5,"02",75500
"0193194","06703",24,0,3,"02",34500
"0193196","06703",19,0,1,"01",5000
"0193241","06705",24,0,2,"06",66600
"0193246","06702",24,0,3,"02",87800
"0193588","06705",32,0,2,"06",59420
"0193672","06701",18,0,4,"02",50000
"0193729","06704",21,0,1,"09",12800
"0193787","06702",13,0,2,"02",37000
"0193941","06701",24,0,2,"06",36800
"0194033","06704",17,0,0,"08",0
"0194350","06704",24,0,2,"09",63900
"0194414","06705",21,0,5,"02",65500
"0194450","06703",16,0,1,"01",18400
"0194610","06705",24,0,2,"02",75000
"0194614","06702",24,0,2,"02",55700
"0194717","06703",19,0,2,"02",316600
"0194780","06704",21,0,1,"09",37000
"0195235","06705",26,0,1,"06",20000
"0195274","06704",11,0,1,"02",12300
"0195378","06705",0,1,1,"  ",0
"0196057","06701",21,0,2,"02",49800
"0196267","06705",14,0,0,"07",0
"0196307","06701",18,0,1,"08",26000
"0196373","06704",18,0,5,"02",120500
"0196405","06704",0,2,1,"  ",0
"0196462","06704",11,0,4,"02",371100
"0196515","06704",40,0,4,"02",137340
"0196664","06704",13,0,2,"02",63800
"0196793","06702",24,0,2,"03",55050
"0197179","06703",0,1,1,"  ",0
"0197314","06705",13,0,2,"02",131200
"0197491","06705",23,0,2,"08",41600
"0197690","06703",21,0,2,"07",57000
"0197709","06704",18,0,1,"03",28000
"0197972","06701",0,1,1,"  ",0
"0198033","06704",29,0,3,"02",40000
"0198100","06705",24,0,4,"02",129100
"0198170","06704",16,0,4,"02",361000
"0198752","06703",16,0,1,"03",92600
"0199102","06701",24,0,1,"08",66470
"0199131","06701",16,0,1,"06",41000
"0199409","06705",20,0,0,"02",0
"0199410","06702",24,0,3,"08",32000
"0199616","06703",18,0,2,"06",46900
"0199885","06704",18,0,2,"02",141600
"0199967","06703",19,0,2,"02",78100
"0200318","06702",18,0,1,"02",16700
"0200367","06703",24,0,7,"02",37600
"0201181","06701",24,0,1,"02",30400
"0201326","06701",27,0,2,"06",28000
"0201354","06701",13,0,4,"02",40420
"0201698","06704",16,0,2,"02",71004
"0201710","06702",26,0,4,"02",57110
"0202046","06705",26,0,4,"02",44060
"0202065","06701",21,0,3,"02",68600
"0202079","06703",16,0,1,"02",28630
"0202105","06705",21,0,2,"07",49000
"0202234","06701",23,0,2,"09",50750
"0202381","06703",21,0,1,"02",41000
"0202416","06702",13,0,3,"02",56700
"0202432","06704",21,0,1,"09",20000
"0202791","06704",21,0,4,"02",80000
"0203419","06703",21,0,2,"03",38000
"0203582","06704",18,0,4,"02",73000
"0203797","06705",0,2,1,"  ",0
"0204116","06704",19,0,3,"02",1e+05
"0204244","06702",16,0,4,"02",58000
"0204452","06705",13,0,6,"02",107000
"0204481","06705",26,0,1,"04",25000
"0204659","06703",16,0,4,"02",76500
"0205118","06701",21,0,1,"02",34000
"0205501","06704",34,0,5,"02",74000
"0205617","06701",18,0,2,"02",16500
"0205656","06703",24,0,2,"02",39000
"0205771","06703",23,0,1,"01",25500
"0205900","06705",24,0,5,"02",87000
"0206282","06701",13,0,2,"09",41300
"0206318","06703",19,0,2,"02",64600
"0206550","06703",14,0,0,"02",0
"0206627","06701",19,0,2,"02",11400
"0208165","06703",24,0,3,"04",23000
"0208238","06704",18,0,2,"02",42600
"0208284","06705",34,0,2,"08",21900
"0208769","06702",21,0,4,"08",57000
"0208815","06704",0,2,1,"  ",0
"0209125","06702",24,0,3,"02",38000
"0209134","06704",21,0,2,"03",83050
"0209268","06701",23,0,6,"02",105380
"0209338","06704",29,0,0,"04",0
"0209971","06705",0,2,1,"  ",0
"0210022","06701",37,0,1,"08",88000
"0210080","06705",16,0,4,"06",25000
"0210157","06704",11,0,4,"02",63000
"0210213","06702",21,0,2,"02",45000
"0210363","06703",16,0,2,"09",78000
"0210450","06702",13,0,6,"02",73100
"0210451","06704",21,0,3,"02",116300
"0210523","06704",18,0,3,"02",81000
"0210683","06705",18,0,4,"06",28000
"0210716","06703",21,0,2,"02",48000
"0210736","06702",23,0,4,"02",214000
"0210762","06704",13,0,2,"02",139000
"0210925","06702",0,2,1,"  ",0
"0211167","06704",13,0,7,"02",2400
"0212095","06701",19,0,2,"02",12310
"0212168","06704",16,0,5,"02",55900
"0212448","06705",23,0,0,"02",0
"0212973","06704",24,0,1,"05",15630
"0213045","06703",18,0,1,"08",325000
"0213193","06701",15,0,1,"07",20000
"0213240","06702",22,0,5,"02",30800
"0213299","06701",29,0,4,"05",14500
"0213344","06702",0,2,1,"  ",0
"0213505","06702",24,0,2,"05",34700
"0213627","06704",21,0,1,"03",14020
"0213679","06703",24,0,4,"03",55980
"0213733","06703",22,0,2,"02",36980
"0213842","06701",24,0,2,"04",66480
"0214000","06702",27,0,7,"02",85200
"0214412","06705",17,0,0,"02",0
"0214444","06704",21,0,1,"09",80000
"0214533","06702",11,0,3,"02",26500
"0214661","06703",29,0,3,"07",46900
"0214689","06704",18,0,4,"02",146900
"0214790","06705",19,0,2,"02",21480
"0214796","06704",18,0,3,"03",53000
"0215647","06705",16,0,2,"02",130000
"0215802","06704",26,0,6,"03",11700
"0215861","06703",8,0,3,"03",39200
"0215905","06704",27,0,3,"02",64000
"0216129","06702",16,0,2,"02",41000
"0216904","06702",24,0,4,"06",47300
"0216923","06704",16,0,4,"02",165000
"0217068","06704",21,0,2,"02",74900
"0217123","06703",24,0,3,"02",54180
"0217151","06705",24,0,4,"02",41400
"0217177","06704",21,0,4,"02",133500
"0217304","06701",27,0,1,"08",4800
"0217454","06705",6,0,3,"01",18000
"0217975","06701",15,0,3,"03",22100
"0218034","06704",15,0,2,"05",93600
"0218313","06704",13,0,1,"02",96000
"0218342","06703",21,0,4,"02",56270
"0218408","06701",18,0,2,"05",88000
"0218846","06704",34,0,2,"04",77020
"0219080","06705",23,0,0,"03",0
"0219389","06703",27,0,4,"07",66200
"0219422","06701",0,2,1,"  ",0
"0219557","06704",18,0,2,"02",405200
"0219852","06702",29,0,2,"03",50000
"0220135","06705",32,0,3,"03",45020
"0220171","06704",0,2,1,"  ",0
"0220314","06701",15,0,1,"04",8500
"0220375","06705",24,0,6,"05",16000
"0220383","06702",21,0,1,"07",9400
"0220490","06701",18,0,1,"05",137000
"0220577","06704",24,0,2,"02",137700
"0220704","06701",0,2,1,"  ",0
"0220720","06704",18,0,4,"02",101900
"0220808","06705",31,0,5,"02",157000
"0220982","06705",0,2,1,"  ",0
"0221278","06702",24,0,1,"08",11500
"0221329","06705",18,0,5,"05",25000
"0221802","06703",16,0,4,"02",128000
"0222039","06705",0,2,1,"  ",0
"0222184","06705",5,0,6,"02",40000
"0222213","06705",19,0,4,"02",106000
"0222414","06704",24,0,5,"02",66500
"0222452","06705",0,2,1,"  ",0
"0222594","06705",0,2,1,"  ",0
"0222627","06704",21,0,3,"02",78000
"0222963","06705",29,0,1,"06",25000
"0222976","06704",21,0,2,"02",53000
"0223383","06704",9,0,5,"02",91850
"0223446","06703",11,0,2,"06",40200
"0223540","06703",0,2,1,"  ",0
"0223681","06702",18,0,1,"02",56000
"0223851","06703",24,0,4,"02",51800
"0223931","06701",26,0,3,"02",96850
"0224115","06705",27,0,1,"09",8200
"0224289","06705",13,0,1,"03",35000
"0224435","06703",21,0,1,"04",9900
"0224757","06703",8,0,2,"02",64000
"0224949","06703",13,0,2,"09",47600
"0225142","06705",18,0,8,"02",98800
"0225601","06701",27,0,6,"02",24900
"0225670","06701",18,0,2,"02",66000
"0225678","06705",0,2,1,"  ",0
"0225786","06702",13,0,1,"09",8500
"0226044","06704",19,0,5,"02",90000
"0226103","06702",13,0,2,"02",18100
"0226584","06703",11,0,3,"02",58390
"0226699","06703",34,0,2,"03",114000
"0226814","06702",15,0,1,"02",14000
"0226882","06703",18,0,2,"02",40600
"0227053","06702",14,0,2,"02",16900
"0227110","06705",40,0,5,"02",59500
"0227276","06703",22,0,2,"04",240
"0227370","06701",15,0,1,"02",18000
"0227769","06703",13,0,2,"02",104550
"0227996","06701",0,2,1,"  ",0
"0228051","06703",16,0,3,"02",33500
"0228073","06705",18,0,2,"01",11540
"0228171","06701",24,0,1,"04",26400
"0228384","06702",22,0,4,"07",31000
"0228723","06703",21,0,6,"02",68060
"0229087","06701",24,0,1,"02",30800
"0229577","06702",15,0,0,"06",0
"0229745","06701",24,0,1,"08",65800
"0230589","06701",24,0,1,"08",33000
"0230957","06705",32,0,10,"02",56400
"0230969","06702",18,0,2,"05",40100
"0231097","06705",18,0,2,"08",36000
"0231360","06701",26,0,1,"05",5280
"0231366","06705",22,0,3,"02",73000
"0231422","06705",24,0,3,"02",33000
"0231510","06702",10,0,5,"02",125000
