MGRA,Area_Type,Area_Type_Num,EC_Tier,EC_Name,Loc_Type,HBHUR
17360,Suburban,2,4,Vista Village,Town,S
17361,Town Center,3,4,Vista Village,Urban,U
17362,Town Center,3,4,Vista Village,Urban,U
17363,Town Center,3,4,Vista Village,Urban,U
17364,Town Center,3,4,Vista Village,Urban,U
17365,Town Center,3,4,Vista Village,Urban,U
17366,Suburban,2,4,Vista Village,Town,S
17367,Town Center,3,4,Vista Village,Urban,U
17368,Suburban,2,4,Vista Village,Town,S
17369,Suburban,2,4,Vista Village,Town,S
17370,Town Center,3,4,Vista Village,Urban,U
17371,Suburban,2,4,Vista Village,Town,S
17372,Town Center,3,4,Vista Village,Urban,U
17373,Suburban,2,4,Vista Village,Town,S
17374,Suburban,2,4,Vista Village,Town,S
17375,Suburban,2,4,Vista Village,Town,S
17376,Suburban,2,4,Vista Village,Town,S
17377,Suburban,2,4,Vista Village,Town,S
17378,Suburban,2,4,Vista Village,Town,S
17379,Suburban,2,4,Vista Village,Town,S
17380,Suburban,2,4,Vista Village,Town,S
17381,Suburban,2,4,Vista Village,Town,S
17382,Suburban,2,4,Vista Village,Town,S
17383,Suburban,2,4,Vista Village,Town,S
17384,Suburban,2,4,Vista Village,Town,S
17385,Suburban,2,4,Vista Village,Town,S
17386,Suburban,2,4,Vista Village,Town,S
17387,Suburban,2,4,Vista Village,Town,S
17388,Suburban,2,4,Vista Village,Town,S
17389,Town Center,3,4,Vista Village,Urban,U
17390,Suburban,2,4,Vista Village,Town,S
17391,Suburban,2,4,Vista Village,Town,S
17392,Suburban,2,NULL,NULL,Town,S
17393,Suburban,2,NULL,NULL,Town,S
17394,Suburban,2,NULL,NULL,Town,S
17395,Suburban,2,NULL,NULL,Town,S
17396,Suburban,2,NULL,NULL,Town,S
17397,Suburban,2,NULL,NULL,Town,S
17398,Suburban,2,NULL,NULL,Town,S
17399,Suburban,2,4,Vista Guajome,Town,S
17400,Suburban,2,NULL,NULL,Town,S
17401,Suburban,2,NULL,NULL,Town,S
17402,Suburban,2,NULL,NULL,Town,S
17403,Suburban,2,NULL,NULL,Town,S
17404,Suburban,2,NULL,NULL,Town,S
17405,Suburban,2,NULL,NULL,Town,S
17406,Suburban,2,4,Vista Guajome,Town,S
17407,Suburban,2,NULL,NULL,Town,S
17408,Suburban,2,4,Vista Guajome,Town,S
17409,Suburban,2,4,Vista Guajome,Town,S
17410,Suburban,2,NULL,NULL,Town,S
17411,Suburban,2,NULL,NULL,Town,S
17412,Suburban,2,NULL,NULL,Town,S
17413,Suburban,2,NULL,NULL,Town,S
17414,Suburban,2,NULL,NULL,Town,S
17415,Suburban,2,4,Vista Guajome,Town,S
17416,Suburban,2,NULL,NULL,Town,S
17417,Suburban,2,NULL,NULL,Town,S
17418,Suburban,2,NULL,NULL,Town,S
17419,Suburban,2,NULL,NULL,Town,S
17420,Suburban,2,NULL,NULL,Town,S
17421,Suburban,2,NULL,NULL,Town,S
17422,Suburban,2,NULL,NULL,Town,S
17423,Suburban,2,4,Vista Village,Town,S
17424,Suburban,2,NULL,NULL,Town,S
17425,Suburban,2,NULL,NULL,Town,S
17426,Suburban,2,4,Vista Village,Town,S
17427,Suburban,2,NULL,NULL,Town,S
17428,Suburban,2,NULL,NULL,Town,S
17429,Suburban,2,NULL,NULL,Town,S
17430,Suburban,2,NULL,NULL,Town,S
17431,Suburban,2,4,Vista Village,Town,S
17432,Suburban,2,NULL,NULL,Town,S
17433,Suburban,2,NULL,NULL,Town,S
17434,Suburban,2,NULL,NULL,Town,S
17435,Suburban,2,NULL,NULL,Town,S
17436,Suburban,2,NULL,NULL,Town,S
17437,Suburban,2,NULL,NULL,Town,S
17438,Suburban,2,NULL,NULL,Town,S
17439,Suburban,2,NULL,NULL,Town,S
17440,Suburban,2,4,Vista Village,Town,S
17441,Suburban,2,4,Vista Village,Town,S
17442,Suburban,2,4,Vista Village,Town,S
17443,Suburban,2,NULL,NULL,Town,S
17444,Suburban,2,NULL,NULL,Town,S
17445,Suburban,2,NULL,NULL,Town,S
17446,Suburban,2,NULL,NULL,Town,S
17447,Suburban,2,NULL,NULL,Town,S
17448,Suburban,2,NULL,NULL,Town,S
17449,Suburban,2,NULL,NULL,Town,S
17450,Suburban,2,4,Vista Village,Town,S
17451,Suburban,2,NULL,NULL,Town,S
17452,Suburban,2,NULL,NULL,Town,S
17453,Suburban,2,4,Vista Village,Town,S
17454,Suburban,2,NULL,NULL,Town,S
17455,Suburban,2,4,Vista Village,Town,S
17456,Suburban,2,NULL,NULL,Town,S
17457,Suburban,2,NULL,NULL,Town,S
17458,Suburban,2,4,Vista Village,Town,S
17459,Suburban,2,NULL,NULL,Town,S
17460,Suburban,2,NULL,NULL,Town,S
17461,Suburban,2,NULL,NULL,Town,S
17462,Suburban,2,NULL,NULL,Town,S
17463,Suburban,2,NULL,NULL,Town,S
17464,Suburban,2,NULL,NULL,Town,S
17465,Suburban,2,NULL,NULL,Town,S
17466,Suburban,2,NULL,NULL,Town,S
17467,Suburban,2,NULL,NULL,Town,S
17468,Suburban,2,NULL,NULL,Town,S
17469,Suburban,2,NULL,NULL,Town,S
17470,Suburban,2,NULL,NULL,Town,S
17471,Suburban,2,NULL,NULL,Town,S
17472,Suburban,2,NULL,NULL,Town,S
17473,Suburban,2,NULL,NULL,Town,S
17474,Suburban,2,NULL,NULL,Town,S
17475,Suburban,2,NULL,NULL,Town,S
17476,Suburban,2,NULL,NULL,Town,S
17477,Suburban,2,NULL,NULL,Town,S
17478,Suburban,2,NULL,NULL,Town,S
17479,Suburban,2,NULL,NULL,Town,S
17480,Suburban,2,4,Vista Village,Town,S
17481,Suburban,2,NULL,NULL,Town,S
17482,Suburban,2,NULL,NULL,Town,S
17483,Suburban,2,NULL,NULL,Town,S
17484,Suburban,2,NULL,NULL,Town,S
17485,Suburban,2,NULL,NULL,Town,S
17486,Suburban,2,NULL,NULL,Town,S
17487,Suburban,2,NULL,NULL,Town,S
17488,Suburban,2,NULL,NULL,Town,S
17489,Suburban,2,NULL,NULL,Town,S
17490,Suburban,2,NULL,NULL,Town,S
17491,Suburban,2,NULL,NULL,Town,S
17492,Suburban,2,NULL,NULL,Town,S
17493,Suburban,2,NULL,NULL,Town,S
17494,Suburban,2,NULL,NULL,Town,S
17495,Suburban,2,NULL,NULL,Town,S
17496,Suburban,2,4,Vista Village,Town,S
17497,Suburban,2,4,Vista Village,Town,S
17498,Suburban,2,4,Vista Village,Town,S
17499,Suburban,2,4,Vista Village,Town,S
17500,Suburban,2,4,Vista Village,Town,S
17501,Suburban,2,4,Vista Village,Town,S
17502,Suburban,2,4,Vista Village,Town,S
17503,Suburban,2,4,Vista Village,Town,S
17504,Suburban,2,4,Oceanside Tri-city,Town,S
17505,Suburban,2,NULL,NULL,Town,S
17506,Suburban,2,NULL,NULL,Town,S
17507,Suburban,2,NULL,NULL,Town,S
17508,Suburban,2,NULL,NULL,Town,S
17509,Suburban,2,NULL,NULL,Town,S
17510,Suburban,2,NULL,NULL,Town,S
17511,Suburban,2,NULL,NULL,Town,S
17512,Suburban,2,NULL,NULL,Town,S
17513,Suburban,2,NULL,NULL,Town,S
17514,Suburban,2,NULL,NULL,Town,S
17515,Suburban,2,NULL,NULL,Town,S
17516,Suburban,2,NULL,NULL,Town,S
17517,Suburban,2,NULL,NULL,Town,S
17518,Suburban,2,NULL,NULL,Town,S
17519,Suburban,2,NULL,NULL,Town,S
17520,Suburban,2,NULL,NULL,Town,S
17521,Suburban,2,NULL,NULL,Town,S
17522,Suburban,2,NULL,NULL,Town,S
17523,Suburban,2,NULL,NULL,Town,S
17524,Suburban,2,NULL,NULL,Town,S
17525,Suburban,2,NULL,NULL,Town,S
17526,Suburban,2,NULL,NULL,Town,S
17527,Suburban,2,NULL,NULL,Town,S
17528,Suburban,2,4,Vista Village,Town,S
17529,Suburban,2,4,Vista Village,Town,S
17530,Suburban,2,4,Vista Village,Town,S
17531,Suburban,2,4,Vista Village,Town,S
17532,Suburban,2,4,Vista Village,Town,S
17533,Suburban,2,NULL,NULL,Town,S
17534,Suburban,2,4,Vista Village,Town,S
17535,Suburban,2,4,Vista Village,Town,S
17536,Suburban,2,NULL,NULL,Town,S
17537,Suburban,2,NULL,NULL,Town,S
17538,Suburban,2,NULL,NULL,Town,S
17539,Suburban,2,NULL,NULL,Town,S
17540,Suburban,2,NULL,NULL,Town,S
17541,Suburban,2,NULL,NULL,Town,S
17542,Suburban,2,NULL,NULL,Town,S
17543,Suburban,2,4,Vista Village,Town,S
17544,Suburban,2,NULL,NULL,Town,S
17545,Suburban,2,NULL,NULL,Town,S
17546,Suburban,2,NULL,NULL,Town,S
17547,Suburban,2,NULL,NULL,Town,S
17548,Suburban,2,NULL,NULL,Town,S
17549,Suburban,2,NULL,NULL,Town,S
17550,Suburban,2,4,Vista Village,Town,S
17551,Suburban,2,4,Vista Village,Town,S
17552,Suburban,2,NULL,NULL,Town,S
17553,Suburban,2,4,Vista Village,Town,S
17554,Suburban,2,NULL,NULL,Town,S
17555,Suburban,2,NULL,NULL,Town,S
17556,Suburban,2,4,Vista Village,Town,S
17557,Suburban,2,4,Vista Village,Town,S
17558,Suburban,2,NULL,NULL,Town,S
17559,Suburban,2,NULL,NULL,Town,S
17560,Suburban,2,NULL,NULL,Town,S
17561,Suburban,2,4,Vista Village,Town,S
17562,Suburban,2,NULL,NULL,Town,S
17563,Suburban,2,NULL,NULL,Town,S
17564,Suburban,2,NULL,NULL,Town,S
17565,Suburban,2,4,Vista Village,Town,S
17566,Suburban,2,NULL,NULL,Town,S
17567,Town Center,3,4,Vista Village,Urban,U
17568,Town Center,3,4,Vista Village,Urban,U
17569,Suburban,2,NULL,NULL,Town,S
17570,Suburban,2,NULL,NULL,Town,S
17571,Suburban,2,NULL,NULL,Town,S
17572,Suburban,2,NULL,NULL,Town,S
17573,Suburban,2,NULL,NULL,Town,S
17574,Suburban,2,NULL,NULL,Town,S
17575,Suburban,2,NULL,NULL,Town,S
17576,Suburban,2,NULL,NULL,Town,S
17577,Suburban,2,NULL,NULL,Town,S
17578,Suburban,2,NULL,NULL,Town,S
17579,Suburban,2,NULL,NULL,Town,S
17580,Suburban,2,NULL,NULL,Town,S
17581,Suburban,2,NULL,NULL,Town,S
17582,Suburban,2,NULL,NULL,Town,S
17583,Suburban,2,NULL,NULL,Town,S
17584,Suburban,2,NULL,NULL,Town,S
17585,Suburban,2,NULL,NULL,Town,S
17586,Suburban,2,NULL,NULL,Town,S
17587,Suburban,2,NULL,NULL,Town,S
17588,Suburban,2,NULL,NULL,Town,S
17589,Suburban,2,NULL,NULL,Town,S
17590,Suburban,2,NULL,NULL,Town,S
17591,Suburban,2,NULL,NULL,Town,S
17592,Suburban,2,NULL,NULL,Town,S
17593,Suburban,2,NULL,NULL,Town,S
17594,Suburban,2,NULL,NULL,Town,S
17595,Suburban,2,NULL,NULL,Town,S
17596,Suburban,2,NULL,NULL,Town,S
17597,Suburban,2,NULL,NULL,Town,S
17598,Suburban,2,NULL,NULL,Town,S
17599,Suburban,2,NULL,NULL,Town,S
17600,Suburban,2,NULL,NULL,Town,S
17601,Suburban,2,NULL,NULL,Town,S
17602,Suburban,2,NULL,NULL,Town,S
17603,Suburban,2,NULL,NULL,Town,S
17604,Suburban,2,NULL,NULL,Town,S
17605,Suburban,2,NULL,NULL,Town,S
17606,Suburban,2,NULL,NULL,Town,S
17607,Suburban,2,4,El Camino,Town,S
17608,Town Center,3,4,El Camino,Urban,U
17609,Suburban,2,NULL,NULL,Town,S
17610,Suburban,2,NULL,NULL,Town,S
17611,Suburban,2,NULL,NULL,Town,S
17612,Suburban,2,4,El Camino,Town,S
17613,Suburban,2,NULL,NULL,Town,S
17614,Town Center,3,4,El Camino,Urban,U
17615,Suburban,2,NULL,NULL,Town,S
17616,Suburban,2,NULL,NULL,Town,S
17617,Suburban,2,4,El Camino,Town,S
17618,Suburban,2,4,Oceanside Tri-city,Town,S
17619,Suburban,2,NULL,NULL,Town,S
17620,Suburban,2,NULL,NULL,Town,S
17621,Suburban,2,NULL,NULL,Town,S
17622,Suburban,2,NULL,NULL,Town,S
17623,Suburban,2,NULL,NULL,Town,S
17624,Suburban,2,NULL,NULL,Town,S
17625,Suburban,2,NULL,NULL,Town,S
17626,Suburban,2,NULL,NULL,Town,S
17627,Suburban,2,NULL,NULL,Town,S
17628,Suburban,2,NULL,NULL,Town,S
17629,Suburban,2,NULL,NULL,Town,S
17630,Suburban,2,NULL,NULL,Town,S
17631,Suburban,2,NULL,NULL,Town,S
17632,Suburban,2,NULL,NULL,Town,S
17633,Suburban,2,NULL,NULL,Town,S
17634,Suburban,2,4,Oceanside Tri-city,Town,S
17635,Suburban,2,4,Oceanside Tri-city,Town,S
17636,Suburban,2,NULL,NULL,Town,S
17637,Suburban,2,NULL,NULL,Town,S
17638,Suburban,2,NULL,NULL,Town,S
17639,Suburban,2,NULL,NULL,Town,S
17640,Suburban,2,NULL,NULL,Town,S
17641,Suburban,2,NULL,NULL,Town,S
17642,Suburban,2,NULL,NULL,Town,S
17643,Suburban,2,NULL,NULL,Town,S
17644,Suburban,2,NULL,NULL,Town,S
17645,Suburban,2,NULL,NULL,Town,S
17646,Suburban,2,NULL,NULL,Town,S
17647,Suburban,2,NULL,NULL,Town,S
17648,Suburban,2,NULL,NULL,Town,S
17649,Suburban,2,NULL,NULL,Town,S
17650,Suburban,2,NULL,NULL,Town,S
17651,Suburban,2,NULL,NULL,Town,S
17652,Suburban,2,NULL,NULL,Town,S
17653,Suburban,2,4,Oceanside Tri-city,Town,S
17654,Suburban,2,4,Oceanside Tri-city,Town,S
17655,Suburban,2,4,Oceanside Tri-city,Town,S
17656,Suburban,2,4,Oceanside Tri-city,Town,S
17657,Suburban,2,4,Oceanside Tri-city,Town,S
17658,Suburban,2,4,Oceanside Tri-city,Town,S
17659,Suburban,2,NULL,NULL,Town,S
17660,Suburban,2,4,Oceanside Tri-city,Town,S
17661,Suburban,2,NULL,NULL,Town,S
17662,Suburban,2,4,Oceanside Tri-city,Town,S
17663,Suburban,2,4,Oceanside Tri-city,Town,S
17664,Suburban,2,NULL,NULL,Town,S
17665,Suburban,2,4,Oceanside Tri-city,Town,S
17666,Suburban,2,4,Oceanside Tri-city,Town,S
17667,Suburban,2,NULL,NULL,Town,S
17668,Suburban,2,NULL,NULL,Town,S
17669,Suburban,2,NULL,NULL,Town,S
17670,Suburban,2,NULL,NULL,Town,S
17671,Suburban,2,NULL,NULL,Town,S
17672,Suburban,2,NULL,NULL,Town,S
17673,Suburban,2,NULL,NULL,Town,S
17674,Suburban,2,NULL,NULL,Town,S
17675,Suburban,2,NULL,NULL,Town,S
17676,Suburban,2,NULL,NULL,Town,S
17677,Suburban,2,NULL,NULL,Town,S
17678,Suburban,2,NULL,NULL,Town,S
17679,Suburban,2,NULL,NULL,Town,S
17680,Suburban,2,NULL,NULL,Town,S
17681,Suburban,2,NULL,NULL,Town,S
17682,Suburban,2,NULL,NULL,Town,S
17683,Suburban,2,NULL,NULL,Town,S
17684,Suburban,2,NULL,NULL,Town,S
17685,Suburban,2,NULL,NULL,Town,S
17686,Suburban,2,NULL,NULL,Town,S
17687,Suburban,2,NULL,NULL,Town,S
17688,Suburban,2,NULL,NULL,Town,S
17689,Suburban,2,NULL,NULL,Town,S
17690,Suburban,2,NULL,NULL,Town,S
17691,Suburban,2,NULL,NULL,Town,S
17692,Suburban,2,NULL,NULL,Town,S
17693,Suburban,2,NULL,NULL,Town,S
17694,Suburban,2,NULL,NULL,Town,S
17695,Suburban,2,NULL,NULL,Town,S
17696,Suburban,2,NULL,NULL,Town,S
17697,Suburban,2,NULL,NULL,Town,S
17698,Suburban,2,NULL,NULL,Town,S
17699,Suburban,2,NULL,NULL,Town,S
17700,Suburban,2,NULL,NULL,Town,S
17701,Town Center,3,NULL,NULL,Urban,U
17702,Suburban,2,2,Carlsbad Palomar Airport,Town,S
17703,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17704,Town Center,3,NULL,NULL,Urban,U
17705,Town Center,3,NULL,NULL,Urban,U
17706,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17707,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17708,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17709,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17710,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17711,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17712,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17713,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17714,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17715,Suburban,2,2,Carlsbad Palomar Airport,Town,S
17716,Suburban,2,2,Carlsbad Palomar Airport,Town,S
17717,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17718,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17719,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17720,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17721,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17722,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17723,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17724,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17725,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17726,Suburban,2,2,Carlsbad Palomar Airport,Town,S
17727,Town Center,3,2,Carlsbad Palomar Airport,Urban,U
17728,Suburban,2,NULL,NULL,Town,S
17729,Suburban,2,NULL,NULL,Town,S
17730,Suburban,2,NULL,NULL,Town,S
17731,Suburban,2,NULL,NULL,Town,S
17732,Suburban,2,NULL,NULL,Town,S
17733,Suburban,2,NULL,NULL,Town,S
17734,Suburban,2,NULL,NULL,Town,S
17735,Suburban,2,3,Vista Tech Park,Town,S
17736,Suburban,2,3,Vista Tech Park,Town,S
17737,Town Center,3,3,Vista Tech Park,Urban,U
17738,Town Center,3,3,Vista Tech Park,Urban,U
17739,Town Center,3,3,Vista Tech Park,Urban,U
17740,Town Center,3,3,Vista Tech Park,Urban,U
17741,Town Center,3,3,Vista Tech Park,Urban,U
17742,Town Center,3,3,Vista Tech Park,Urban,U
17743,Town Center,3,3,Vista Tech Park,Urban,U
17744,Suburban,2,NULL,NULL,Town,S
17745,Suburban,2,NULL,NULL,Town,S
17746,Suburban,2,NULL,NULL,Town,S
17747,Suburban,2,NULL,NULL,Town,S
17748,Suburban,2,NULL,NULL,Town,S
17749,Suburban,2,NULL,NULL,Town,S
17750,Suburban,2,NULL,NULL,Town,S
17751,Suburban,2,NULL,NULL,Town,S
17752,Suburban,2,NULL,NULL,Town,S
17753,Suburban,2,NULL,NULL,Town,S
17754,Suburban,2,NULL,NULL,Town,S
17755,Suburban,2,NULL,NULL,Town,S
17756,Suburban,2,NULL,NULL,Town,S
17757,Suburban,2,NULL,NULL,Town,S
17758,Suburban,2,NULL,NULL,Town,S
17759,Suburban,2,NULL,NULL,Town,S
17760,Suburban,2,NULL,NULL,Town,S
17761,Town Center,3,NULL,NULL,Urban,U
17762,Suburban,2,NULL,NULL,Town,S
17763,Suburban,2,NULL,NULL,Town,S
17764,Suburban,2,NULL,NULL,Town,S
17765,Suburban,2,NULL,NULL,Town,S
17766,Suburban,2,NULL,NULL,Town,S
17767,Suburban,2,NULL,NULL,Town,S
17768,Suburban,2,NULL,NULL,Town,S
17769,Suburban,2,NULL,NULL,Town,S
17770,Suburban,2,NULL,NULL,Town,S
17771,Suburban,2,NULL,NULL,Town,S
17772,Suburban,2,NULL,NULL,Town,S
17773,Suburban,2,NULL,NULL,Town,S
17774,Suburban,2,NULL,NULL,Town,S
17775,Suburban,2,NULL,NULL,Town,S
17776,Suburban,2,NULL,NULL,Town,S
17777,Suburban,2,NULL,NULL,Town,S
17778,Suburban,2,NULL,NULL,Town,S
17779,Suburban,2,NULL,NULL,Town,S
17780,Suburban,2,NULL,NULL,Town,S
17781,Suburban,2,NULL,NULL,Town,S
17782,Suburban,2,NULL,NULL,Town,S
17783,Suburban,2,NULL,NULL,Town,S
17784,Suburban,2,NULL,NULL,Town,S
17785,Suburban,2,NULL,NULL,Town,S
17786,Suburban,2,NULL,NULL,Town,S
17787,Suburban,2,NULL,NULL,Town,S
17788,Suburban,2,NULL,NULL,Town,S
17789,Suburban,2,NULL,NULL,Town,S
17790,Suburban,2,NULL,NULL,Town,S
17791,Suburban,2,NULL,NULL,Town,S
17792,Suburban,2,NULL,NULL,Town,S
17793,Suburban,2,NULL,NULL,Town,S
17794,Suburban,2,NULL,NULL,Town,S
17795,Suburban,2,NULL,NULL,Town,S
17796,Suburban,2,NULL,NULL,Town,S
17797,Suburban,2,NULL,NULL,Town,S
17798,Suburban,2,NULL,NULL,Town,S
17799,Suburban,2,NULL,NULL,Town,S
17800,Suburban,2,NULL,NULL,Town,S
17801,Suburban,2,NULL,NULL,Town,S
17802,Suburban,2,NULL,NULL,Town,S
17803,Suburban,2,NULL,NULL,Town,S
17804,Suburban,2,NULL,NULL,Town,S
17805,Suburban,2,NULL,NULL,Town,S
17806,Suburban,2,NULL,NULL,Town,S
17807,Suburban,2,NULL,NULL,Town,S
17808,Suburban,2,NULL,NULL,Town,S
17809,Suburban,2,NULL,NULL,Town,S
17810,Suburban,2,NULL,NULL,Town,S
17811,Suburban,2,NULL,NULL,Town,S
17812,Suburban,2,NULL,NULL,Town,S
17813,Suburban,2,NULL,NULL,Town,S
17814,Suburban,2,NULL,NULL,Town,S
17815,Suburban,2,NULL,NULL,Town,S
17816,Suburban,2,NULL,NULL,Town,S
17817,Suburban,2,NULL,NULL,Town,S
17818,Suburban,2,4,Vista Village,Town,S
17819,Suburban,2,NULL,NULL,Town,S
17820,Suburban,2,NULL,NULL,Town,S
17821,Suburban,2,NULL,NULL,Town,S
17822,Suburban,2,NULL,NULL,Town,S
17823,Suburban,2,NULL,NULL,Town,S
17824,Town Center,3,4,Vista Sycamore,Urban,U
17825,Suburban,2,NULL,NULL,Town,S
17826,Town Center,3,4,Vista Sycamore,Urban,U
17827,Suburban,2,4,Vista Sycamore,Town,S
17828,Town Center,3,4,Vista Sycamore,Urban,U
17829,Suburban,2,NULL,NULL,Town,S
17830,Suburban,2,NULL,NULL,Town,S
17831,Suburban,2,NULL,NULL,Town,S
17832,Suburban,2,NULL,NULL,Town,S
17833,Suburban,2,NULL,NULL,Town,S
17834,Suburban,2,NULL,NULL,Town,S
17835,Suburban,2,NULL,NULL,Town,S
17836,Suburban,2,NULL,NULL,Town,S
17837,Suburban,2,NULL,NULL,Town,S
17838,Suburban,2,NULL,NULL,Town,S
17839,Suburban,2,NULL,NULL,Town,S
17840,Suburban,2,NULL,NULL,Town,S
17841,Suburban,2,NULL,NULL,Town,S
17842,Suburban,2,NULL,NULL,Town,S
17843,Suburban,2,NULL,NULL,Town,S
17844,Suburban,2,NULL,NULL,Town,S
17845,Town Center,3,4,Vista Sycamore,Urban,U
17846,Town Center,3,NULL,NULL,Urban,U
17847,Town Center,3,NULL,NULL,Urban,U
17848,Town Center,3,NULL,NULL,Urban,U
17849,Town Center,3,NULL,NULL,Urban,U
17850,Town Center,3,NULL,NULL,Urban,U
17851,Town Center,3,NULL,NULL,Urban,U
17852,Town Center,3,NULL,NULL,Urban,U
17853,Town Center,3,NULL,NULL,Urban,U
17854,Town Center,3,NULL,NULL,Urban,U
17855,Town Center,3,NULL,NULL,Urban,U
17856,Suburban,2,NULL,NULL,Town,S
17857,Suburban,2,NULL,NULL,Town,S
17858,Suburban,2,NULL,NULL,Town,S
17859,Suburban,2,NULL,NULL,Town,S
17860,Suburban,2,NULL,NULL,Town,S
17861,Suburban,2,NULL,NULL,Town,S
17862,Suburban,2,NULL,NULL,Town,S
17863,Suburban,2,NULL,NULL,Town,S
17864,Suburban,2,NULL,NULL,Town,S
17865,Suburban,2,NULL,NULL,Town,S
17866,Suburban,2,NULL,NULL,Town,S
17867,Suburban,2,NULL,NULL,Town,S
17868,Suburban,2,NULL,NULL,Town,S
17869,Suburban,2,NULL,NULL,Town,S
17870,Suburban,2,NULL,NULL,Town,S
17871,Suburban,2,NULL,NULL,Town,S
17872,Suburban,2,NULL,NULL,Town,S
17873,Suburban,2,NULL,NULL,Town,S
17874,Suburban,2,NULL,NULL,Town,S
17875,Suburban,2,NULL,NULL,Town,S
17876,Town Center,3,NULL,NULL,Urban,U
17877,Suburban,2,NULL,NULL,Town,S
17878,Suburban,2,NULL,NULL,Town,S
17879,Suburban,2,NULL,NULL,Town,S
17880,Suburban,2,NULL,NULL,Town,S
17881,Suburban,2,NULL,NULL,Town,S
17882,Suburban,2,NULL,NULL,Town,S
17883,Suburban,2,NULL,NULL,Town,S
17884,Suburban,2,NULL,NULL,Town,S
17885,Suburban,2,NULL,NULL,Town,S
17886,Suburban,2,NULL,NULL,Town,S
17887,Suburban,2,NULL,NULL,Town,S
17888,Town Center,3,NULL,NULL,Urban,U
17889,Suburban,2,NULL,NULL,Town,S
17890,Suburban,2,NULL,NULL,Town,S
17891,Suburban,2,NULL,NULL,Town,S
17892,Town Center,3,NULL,NULL,Urban,U
17893,Suburban,2,NULL,NULL,Town,S
17894,Town Center,3,NULL,NULL,Urban,U
17895,Suburban,2,NULL,NULL,Town,S
17896,Town Center,3,NULL,NULL,Urban,U
17897,Suburban,2,NULL,NULL,Town,S
17898,Suburban,2,NULL,NULL,Town,S
17899,Town Center,3,NULL,NULL,Urban,U
17900,Suburban,2,NULL,NULL,Town,S
17901,Town Center,3,NULL,NULL,Urban,U
17902,Suburban,2,NULL,NULL,Town,S
17903,Suburban,2,NULL,NULL,Town,S
17904,Suburban,2,NULL,NULL,Town,S
17905,Suburban,2,NULL,NULL,Town,S
17906,Suburban,2,NULL,NULL,Town,S
17907,Suburban,2,NULL,NULL,Town,S
17908,Suburban,2,NULL,NULL,Town,S
17909,Suburban,2,NULL,NULL,Town,S
17910,Suburban,2,NULL,NULL,Town,S
17911,Suburban,2,NULL,NULL,Town,S
17912,Suburban,2,NULL,NULL,Town,S
17913,Suburban,2,NULL,NULL,Town,S
17914,Suburban,2,NULL,NULL,Town,S
17915,Suburban,2,NULL,NULL,Town,S
17916,Suburban,2,NULL,NULL,Town,S
17917,Suburban,2,NULL,NULL,Town,S
17918,Suburban,2,NULL,NULL,Town,S
17919,Suburban,2,NULL,NULL,Town,S
17920,Suburban,2,NULL,NULL,Town,S
17921,Suburban,2,NULL,NULL,Town,S
17922,Suburban,2,NULL,NULL,Town,S
17923,Suburban,2,NULL,NULL,Town,S
17924,Suburban,2,NULL,NULL,Town,S
17925,Suburban,2,NULL,NULL,Town,S
17926,Suburban,2,NULL,NULL,Town,S
17927,Suburban,2,NULL,NULL,Town,S
17928,Suburban,2,NULL,NULL,Town,S
17929,Suburban,2,NULL,NULL,Town,S
17930,Suburban,2,NULL,NULL,Town,S
17931,Suburban,2,NULL,NULL,Town,S
17932,Suburban,2,NULL,NULL,Town,S
17933,Suburban,2,NULL,NULL,Town,S
17934,Suburban,2,NULL,NULL,Town,S
17935,Suburban,2,NULL,NULL,Town,S
17936,Suburban,2,NULL,NULL,Town,S
17937,Suburban,2,NULL,NULL,Town,S
17938,Suburban,2,NULL,NULL,Town,S
17939,Town Center,3,4,Vista Sycamore,Urban,U
17940,Suburban,2,NULL,NULL,Town,S
17941,Town Center,3,4,Vista Sycamore,Urban,U
17942,Suburban,2,NULL,NULL,Town,S
17943,Suburban,2,NULL,NULL,Town,S
17944,Suburban,2,NULL,NULL,Town,S
17945,Suburban,2,NULL,NULL,Town,S
17946,Suburban,2,NULL,NULL,Town,S
17947,Suburban,2,NULL,NULL,Town,S
17948,Suburban,2,NULL,NULL,Town,S
