Stop_ID,Route_ID,Route_Name,Route,TNODE,ISTOP,ZONE,StopName
181,10,530215,530,12676,5,4224,TROLLEY STATION     12TH & IMPERIAL TC  
182,10,530215,530,12605,5,4213,TROLLEY STATION     GASLAMP QUARTER     
183,10,530215,530,12513,5,4173,TROLLEY STATION     CONVENTION CENTER   
184,10,530215,530,12268,5,4100,TROLLEY STATION     SEAPORT VILLAGE     
185,10,530215,530,11827,5,3952,TROLLEY STATION     SANTA FE DEPOT      
186,10,530215,530,11540,5,3888,TROLLEY STATION     COUNTY CENTER       
187,10,530215,530,11161,5,3664,TROLLEY STATION     MIDDLETOWN          
188,10,530215,530,10932,5,3581,TROLLEY STATION     WASHINGTON ST       
189,10,530215,530,17093,5,3403,COASTER STATION     NAVWAR              
190,10,530215,530,9960,5,3227,TROLLEY STATION     MORENA/LINDA VISTA  
191,10,530215,530,9929,5,3251,FUTURE RAIL STATION RIVERWALK           
192,10,530215,530,15325,5,3249,TROLLEY STATION     FASHION VALLEY TC   
193,10,530215,530,9737,5,3174,TROLLEY STATION     HAZARD CENTER       
194,10,530215,530,9712,5,3151,TROLLEY STATION     MISSION VALLEY CTR  
195,10,530215,530,9624,5,3150,TROLLEY STATION     RIO VISTA           
196,10,530215,530,9480,5,3104,TROLLEY STATION     FENTON PARKWAY      
197,10,530215,530,9362,5,3020,TROLLEY STATION     QUALCOMM STADIUM    
198,10,530215,530,9363,5,3045,TROLLEY STATION     MISSION SAN DIEGO   
199,10,530215,530,9390,5,3059,TROLLEY STATION     GRANTVILLE          
200,10,530215,530,9650,5,3176,TROLLEY STATION     SDSU TRANSIT CENTER 
201,10,530215,530,9533,5,3111,TROLLEY STATION     ALVARADO MED CENTER 
202,10,530215,530,15309,5,3158,TROLLEY STATION     70TH STREET         
203,10,530215,530,9365,5,3068,TROLLEY STATION     GROSSMONT CENTER    
204,10,530215,530,9273,5,3048,TROLLEY STATION     AMAYA DRIVE         
205,10,530215,530,9121,5,2962,TROLLEY STATION     EL CAJON TRANSIT CTR
206,10,530215,530,8749,5,2801,TROLLEY STATION     ARNELE AVENUE       
207,10,530215,530,8256,5,2616,TROLLEY STATION     GILLESPIE FIELD     
208,10,530215,530,7833,5,2449,TROLLEY STATION     SANTEE TOWN CENTER  
209,11,577101,577,12747,5,3403,TIER 1 STATION      CENTRAL MOBILITY HUB
210,11,577101,577,12578,5,3652,TERMINAL LINK       zone connector      
211,11,577101,577,17162,5,3692,RENTAL CAR ENTRANCE NORTH HARBOR        
212,11,577101,577,16926,5,3692,AIRPORT TRANSIT HUB EAST/WEST TERMINAL  
213,12,577201,577,16926,5,3692,AIRPORT TRANSIT HUB EAST/WEST TERMINAL  
214,12,577201,577,17162,5,3692,RENTAL CAR ENTRANCE NORTH HARBOR        
215,12,577201,577,12578,5,3652,TERMINAL LINK       zone connector      
216,12,577201,577,12747,5,3403,TIER 1 STATION      CENTRAL MOBILITY HUB
217,13,582102,582,17015,5,2156,TIER 1 STATION      SORRENTO MESA       
218,13,582102,582,7274,5,2258,COASTER STATION     UTC TRANSIT CTR     
219,13,582102,582,16648,5,2533,TIER 1 STATION      KEARNY MESA         
220,13,582102,582,17019,5,2839,TIER 1 STATION      HOSPITALS           
221,13,582102,582,17020,5,3183,TIER 1 STATION      MISSION VALLEY      
222,13,582102,582,17009,5,3390,TIER 1 STATION      EL CAJON/PARK BLVD  
223,13,582102,582,17021,5,3446,TIER 1 STATION      NORTH PARK/30TH     
224,13,582102,582,17022,5,4098,TIER 1 STATION      EUCLID STATION      
225,13,582102,582,16646,5,4426,TIER 1 STATION      PLAZA/HIGHLAND      
226,14,582202,582,16646,5,4426,TIER 1 STATION      PLAZA/HIGHLAND      
227,14,582202,582,17022,5,4098,TIER 1 STATION      EUCLID STATION      
228,14,582202,582,17021,5,3446,TIER 1 STATION      NORTH PARK/30TH     
229,14,582202,582,17009,5,3390,TIER 1 STATION      EL CAJON/PARK BLVD  
230,14,582202,582,17020,5,3183,TIER 1 STATION      MISSION VALLEY      
231,14,582202,582,17019,5,2839,TIER 1 STATION      HOSPITALS           
232,14,582202,582,16648,5,2533,TIER 1 STATION      KEARNY MESA         
233,14,582202,582,7274,5,2258,COASTER STATION     UTC TRANSIT CTR     
234,14,582202,582,17015,5,2156,TIER 1 STATION      SORRENTO MESA       
235,15,104101,104,6907,6,2157,MIRA MESA           PACIFIC HEIGHTS     
236,15,104101,104,6953,6,2156,MIRA MESA           LUSK/OBERLIN        
237,15,104101,104,6997,6,2196,MIRA MESA           SCRANTON            
238,15,104101,104,6900,6,1959,SR56 INLINE         CARMEL COUNTRY      
239,15,104101,104,17031,6,1877,SR56 INLINE         CARMEL VALLEY RD    
240,15,104101,104,17011,6,1876,SR56 INLINE         CAMINO DEL SUR      
241,15,104101,104,17029,6,1924,SR56 INLINE         BLK MTN ROAD        
242,15,104101,104,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
243,16,104201,104,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
244,16,104201,104,17028,6,1910,SR56 INLINE         BLK MTN ROAD        
245,16,104201,104,6318,6,1869,SR56 INLINE         CAMINO DEL SUR      
246,16,104201,104,17030,6,1877,SR56 INLINE         CARMEL VALLEY RD    
247,16,104201,104,6899,6,1958,SR56 INLINE         CARMEL COUNTRY      
248,16,104201,104,6997,6,2196,MIRA MESA           SCRANTON            
249,16,104201,104,6953,6,2156,MIRA MESA           LUSK/OBERLIN        
250,16,104201,104,6907,6,2157,MIRA MESA           PACIFIC HEIGHTS     
251,17,225116,225,16930,6,4978,OTAY MESA TRANSIT CTOTAY MESA TC        
252,17,225116,225,14258,6,4748,UNKNOWN             MILLENNIUM          
253,17,225116,225,15501,6,4717,EUC                 EUC                 
254,17,225116,225,14000,6,4689,FREEWAY COMMERCIAL  OTAY RANCH TOWN CTR 
255,17,225116,225,13972,6,4664,SANTA VENETIA       VILLAGE 6 LOCAL     
256,17,225116,225,13892,6,4663,LOMAS VERDES        PALOMAR             
257,17,225116,225,14009,6,4674,HERITAGE            VILLAGE 1           
258,17,225116,225,9565,6,4729,E PALOMAR           E PALOMAR           
259,17,225116,225,10286,6,4096,SR94                GOLDEN HILL TRANSIT 
260,17,225116,225,11986,6,4031,PARK                BROADWAY/PARK       
261,17,225116,225,11969,6,4037,05TH                BROADWAY / 05TH     
262,17,225116,225,11960,6,4025,FRONT               BROADWAY / FRONT    
263,17,225116,225,11950,6,4022,BROADWAY            KETTNER             
264,18,225216,225,11950,6,4022,BROADWAY            KETTNER             
265,18,225216,225,11960,6,4025,FRONT               BROADWAY / FRONT    
266,18,225216,225,11969,6,4037,05TH                BROADWAY / 05TH     
267,18,225216,225,11986,6,4031,PARK                BROADWAY/PARK       
268,18,225216,225,10286,6,4096,SR94                GOLDEN HILL TRANSIT 
269,18,225216,225,9565,6,4729,E PALOMAR           E PALOMAR           
270,18,225216,225,14009,6,4674,HERITAGE            VILLAGE 1           
271,18,225216,225,13892,6,4663,LOMAS VERDES        PALOMAR             
272,18,225216,225,13972,6,4664,SANTA VENETIA       VILLAGE 6 LOCAL     
273,18,225216,225,14000,6,4689,FREEWAY COMMERCIAL  OTAY RANCH TOWN CTR 
274,18,225216,225,15501,6,4717,EUC                 EUC                 
275,18,225216,225,14258,6,4748,UNKNOWN             MILLENNIUM          
276,18,225216,225,16930,6,4978,OTAY MESA TRANSIT CTOTAY MESA TC        
277,19,235103,235,4944,6,1210,TRANSIT CENTER      ESCONDIDO           
278,19,235103,235,5392,6,1446,DEL LAGO            VIA RANCHO          
279,19,235103,235,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
280,19,235103,235,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
281,19,235103,235,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
282,19,235103,235,15462,6,2546,I-15                CLAIREMONT MESA DR  
283,19,235103,235,9343,6,3045,TROLLEY STATION     MISSION SAN DIEGO   
284,19,235103,235,14989,6,3342,I-15 HOV SB         EL CAJON BLVD       
285,19,235103,235,14993,6,3399,I-15 HOV SB         UNIVERSITY          
286,19,235103,235,10286,6,4096,SR94                GOLDEN HILL TRANSIT 
287,19,235103,235,11986,6,4031,PARK                BROADWAY/PARK       
288,19,235103,235,11969,6,4037,05TH                BROADWAY / 05TH     
289,19,235103,235,11960,6,4025,FRONT               BROADWAY / FRONT    
290,19,235103,235,11950,6,4022,BROADWAY            KETTNER             
291,20,235203,235,11950,6,4022,BROADWAY            KETTNER             
292,20,235203,235,11960,6,4025,FRONT               BROADWAY / FRONT    
293,20,235203,235,11969,6,4037,05TH                BROADWAY / 05TH     
294,20,235203,235,11986,6,4031,PARK                BROADWAY/PARK       
295,20,235203,235,10286,6,4096,SR94                GOLDEN HILL TRANSIT 
296,20,235203,235,14994,6,3399,I-15 HOV NB         UNIVERSITY          
297,20,235203,235,14990,6,3342,I-15 HOV NB         EL CAJON BLVD       
298,20,235203,235,9343,6,3045,TROLLEY STATION     MISSION SAN DIEGO   
299,20,235203,235,15462,6,2546,I-15                CLAIREMONT MESA DR  
300,20,235203,235,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
301,20,235203,235,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
302,20,235203,235,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
303,20,235203,235,5392,6,1446,DEL LAGO            VIA RANCHO          
304,20,235203,235,4944,6,1210,TRANSIT CENTER      ESCONDIDO           
305,21,237109,237,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
306,21,237109,237,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
307,21,237109,237,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
308,21,237109,237,6725,6,2076,BLACK MOUNTAIN      MIRA MESA           
309,21,237109,237,6759,6,2094,MIRA MESA           CAMINO RUIZ         
310,21,237109,237,6817,6,2086,MIRA MESA           STEADMAN            
311,21,237109,237,6907,6,2157,MIRA MESA           PACIFIC HEIGHTS     
312,21,237109,237,6953,6,2156,MIRA MESA           LUSK/OBERLIN        
313,21,237109,237,6997,6,2196,MIRA MESA           SCRANTON            
314,21,237109,237,15318,6,2196,CARROLL CANYON      SCRANTON            
315,21,237109,237,7339,6,2254,JUDICIAL            NOBEL/JUDICIAL      
316,21,237109,237,7272,6,2258,GENESEE             UTC TRANSIT CENTER  
317,21,237109,237,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
318,21,237109,237,7215,6,2239,GILMAN              EUCALYPTUS GROVE    
319,21,237109,237,7197,6,2215,MYERS               GILMAN              
320,22,237209,237,7197,6,2215,MYERS               GILMAN              
321,22,237209,237,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
322,22,237209,237,7272,6,2258,GENESEE             UTC TRANSIT CENTER  
323,22,237209,237,7339,6,2254,JUDICIAL            NOBEL/JUDICIAL      
324,22,237209,237,15318,6,2196,CARROLL CANYON      SCRANTON            
325,22,237209,237,6997,6,2196,MIRA MESA           SCRANTON            
326,22,237209,237,6953,6,2156,MIRA MESA           LUSK/OBERLIN        
327,22,237209,237,6907,6,2157,MIRA MESA           PACIFIC HEIGHTS     
328,22,237209,237,6817,6,2086,MIRA MESA           STEADMAN            
329,22,237209,237,6759,6,2094,MIRA MESA           CAMINO RUIZ         
330,22,237209,237,6725,6,2076,BLACK MOUNTAIN      MIRA MESA           
331,22,237209,237,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
332,22,237209,237,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
333,22,237209,237,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
334,23,238101,238,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
335,23,238101,238,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
336,23,238101,238,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
337,23,238101,238,6872,6,2132,CARROLL CANYON      BLACK MOUNTAIN      
338,23,238101,238,6917,6,2168,CAM RUIZ            CARROLL CANYON      
339,23,238101,238,7008,6,2162,CARROLL CANYON      CAMINO SANTA FE     
340,23,238101,238,6907,6,2157,MIRA MESA           PACIFIC HEIGHTS     
341,23,238101,238,6953,6,2156,MIRA MESA           LUSK/OBERLIN        
342,23,238101,238,6997,6,2196,MIRA MESA           SCRANTON            
343,23,238101,238,15318,6,2196,CARROLL CANYON      SCRANTON            
344,23,238101,238,7339,6,2254,JUDICIAL            NOBEL/JUDICIAL      
345,23,238101,238,7272,6,2258,GENESEE             UTC TRANSIT CENTER  
346,23,238101,238,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
347,23,238101,238,7215,6,2239,GILMAN              EUCALYPTUS GROVE    
348,23,238101,238,7197,6,2215,MYERS               GILMAN              
349,24,238201,238,7197,6,2215,MYERS               GILMAN              
350,24,238201,238,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
351,24,238201,238,7272,6,2258,GENESEE             UTC TRANSIT CENTER  
352,24,238201,238,7339,6,2254,JUDICIAL            NOBEL/JUDICIAL      
353,24,238201,238,15318,6,2196,CARROLL CANYON      SCRANTON            
354,24,238201,238,6997,6,2196,MIRA MESA           SCRANTON            
355,24,238201,238,6953,6,2156,MIRA MESA           LUSK/OBERLIN        
356,24,238201,238,6907,6,2157,MIRA MESA           PACIFIC HEIGHTS     
357,24,238201,238,7008,6,2162,CARROLL CANYON      CAMINO SANTA FE     
358,24,238201,238,6917,6,2168,CAM RUIZ            CARROLL CANYON      
359,24,238201,238,6872,6,2132,CARROLL CANYON      BLACK MOUNTAIN      
360,24,238201,238,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
361,24,238201,238,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
362,24,238201,238,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
363,25,288104,288,4944,6,1210,TRANSIT CENTER      ESCONDIDO           
364,25,288104,288,5392,6,1446,DEL LAGO            VIA RANCHO          
