Geo,Year,PaydHhProp
12,2016,0.01
19,2016,0.01
18,2016,0.01
7,2016,0.01
15,2016,0.01
1,2016,0.01
14,2016,0.01
6,2016,0.01
13,2016,0.01
17,2016,0.01
4,2016,0.01
16,2016,0.01
5,2016,0.01
9,2016,0.01
10,2016,0.01
3,2016,0.01
11,2016,0.01
2,2016,0.01
8,2016,0.01
12,2035,0.5
19,2035,0.5
18,2035,0.5
7,2035,0.5
15,2035,0.5
1,2035,0.5
14,2035,0.5
6,2035,0.5
13,2035,0.5
17,2035,0.5
4,2035,0.5
16,2035,0.5
5,2035,0.5
9,2035,0.5
10,2035,0.5
3,2035,0.5
11,2035,0.5
2,2035,0.5
8,2035,0.5
