Geo,Year,RuralArea,TownArea,UrbanArea
13,2016,0.0,18.960621561363304,0.0
14,2016,13964.037608593322,0.0,0.0
15,2016,98249.9478255842,0.0,0.0
16,2016,5380.605644797624,0.0,0.0
17,2016,2972.702175963767,0.0,0.0
18,2016,1810.5066235565557,0.0,0.0
19,2016,1828.0992531575646,188.7010971685354,0.0
20,2016,185.14554917899022,0.0,0.0
21,2016,1783.2047131400757,0.0,0.0
22,2016,1167.6090023298616,0.0,0.0
23,2016,5630.179217710543,0.0,0.0
24,2016,9023.379237381467,0.0,0.0
25,2016,6439.058010882062,0.0,0.0
26,2016,6.71572330663912,0.0,0.0
27,2016,5487.665032282976,0.0,0.0
28,2016,4055.4239361836244,0.0,0.0
29,2016,3344.8533662250943,0.0,0.0
30,2016,218.251056134287,0.0,0.0
31,2016,1498.3713167101278,0.0,0.0
32,2016,2468.9466947579517,0.0,0.0
33,2016,480.5274423176433,676.8441019418208,0.0
34,2016,145.62827217271413,803.7485873395269,0.0
35,2016,282.4158936444061,0.0,0.0
36,2016,635.0697942096108,0.0,0.0
37,2016,722.6407812929044,0.0,0.0
38,2016,95.99830564368742,103.8732178813271,2.5823077844944144
39,2016,0.0,117.78914078363337,0.0
40,2016,1414.0557016925768,0.0,0.0
41,2016,3.6466397316440826,423.5809380676471,0.0
42,2016,1198.8366124642043,0.0,0.0
43,2016,3135.75992396461,0.0,0.0
44,2016,0.0,84.59533318568957,0.0
45,2016,0.0,110.61902463643622,0.0
46,2016,0.0,117.50962354444522,0.0
47,2016,349.9188046242619,0.0,0.0
48,2016,0.0,30.25496567845711,0.0
49,2016,0.0,26.755547662767064,4.432361990497646
50,2016,0.0,35.811241607616964,7.6253412641540566
51,2016,0.0,0.0,57.014371546511455
52,2016,0.0,61.3793746766882,0.0
53,2016,0.0,302.5811193007439,0.0
54,2016,575.754007893179,192.38844701506005,0.0
55,2016,1357.4675716911581,0.0,0.0
56,2016,1815.6047287066133,0.0,0.0
57,2016,2922.6395285000904,0.0,0.0
58,2016,0.0,0.0,15.09735476829921
59,2016,0.0,0.0,11.67670053192148
60,2016,0.0,0.0,8.387153318790526
61,2016,0.0,0.0,18.961308162479483
62,2016,0.0,15.088795521618692,9.535686095120575
63,2016,0.0,28.85640551983428,6.7736331905635225
64,2016,0.0,28.158526660310372,0.0
65,2016,0.0,0.0,15.123395281544452
66,2016,0.0,32.8083572120984,0.0
67,2016,0.0,0.0,16.188696013280737
68,2016,0.0,10.15714119127487,14.929148780581732
69,2016,0.0,0.0,15.537772276814872
70,2016,0.0,0.0,11.860375887818751
71,2016,0.0,30.964611831543458,0.0
72,2016,0.0,330.07537453868963,0.0
73,2016,0.0,93.16184207109177,0.0
74,2016,0.0,35.94472305132953,0.0
75,2016,0.0,24.915222067538757,29.12150515459348
76,2016,0.0,0.0,9.723692844934224
77,2016,0.0,34.33226558882678,0.0
78,2016,0.0,0.0,15.65063545949309
79,2016,0.0,20.69148569699339,0.0
80,2016,0.0,38.93387483881486,0.0
81,2016,405.1076369843771,0.0,0.0
82,2016,199.17858055901615,417.59699911449735,0.0
83,2016,0.0,0.0,53.5889116318194
84,2016,0.0,0.0,15.878494939515805
85,2016,0.0,0.0,29.41696440133033
86,2016,0.0,0.0,38.90956468874492
87,2016,0.0,43.405274217584704,0.0
88,2016,0.0,140.15798079954615,0.0
89,2016,0.0,64.40878707512428,0.0
90,2016,0.0,17.578837248886096,0.0
91,2016,0.0,38.05051888504287,0.0
92,2016,0.0,0.0,29.88876554148554
93,2016,279.65383235873264,238.4425991669878,0.0
