Geo,Year,D3bpo4
13,2016,8256.039239730228
14,2016,0.44277494000935735
15,2016,0.0
16,2016,0.0
17,2016,14.841491879437765
18,2016,20.85697324975186
19,2016,19.005706391352685
20,2016,48.339074437642836
21,2016,69.72721481316897
22,2016,6.0273052624496435
23,2016,7.924049401495487
24,2016,0.1947317406727997
25,2016,0.8096923719324439
26,2016,0.0
27,2016,0.6693654735823141
28,2016,4.536783853605168
29,2016,4.846169398163813
30,2016,132.84291133542877
31,2016,0.2814514463732796
32,2016,54.95877055808913
33,2016,124.85669149655945
34,2016,111.38332964029179
35,2016,227.74712342165648
36,2016,105.8211389692958
37,2016,62.85950164747005
38,2016,1120.678401660825
39,2016,323.08855951418343
40,2016,28.886448644779517
41,2016,160.15618970463248
42,2016,57.79995412463131
43,2016,0.0
44,2016,897.3768982972847
45,2016,7951.19389115591
46,2016,782.8462940566391
47,2016,99.82573314110354
48,2016,972.5626119513978
49,2016,29970.45059669503
50,2016,3277.756469553054
51,2016,11.761635749491859
52,2016,204.3122657591797
53,2016,145.3517555273
54,2016,39.173705691908175
55,2016,73.98773105518666
56,2016,96.33491621818018
57,2016,5.09872598701827
58,2016,49393.897556261225
59,2016,47255.53347495375
60,2016,7843.603869447783
61,2016,14072.748956469884
62,2016,24425.78947582796
63,2016,3057.875973306591
64,2016,707.5497772323748
65,2016,11568.840627169484
66,2016,1216.1795312641389
67,2016,35564.923710747564
68,2016,32598.28039554129
69,2016,13876.898910496955
70,2016,10955.096645171132
71,2016,4062.4060401563493
72,2016,93.2424421871059
73,2016,988.54265611997
74,2016,2496.949372027194
75,2016,5446.847712457109
76,2016,62512.29833690924
77,2016,14357.33001519484
78,2016,48138.77375739317
79,2016,6021.631102016953
80,2016,5737.925163281323
81,2016,78.16181327264937
82,2016,75.19512302186486
83,2016,3996.574791813902
84,2016,13990.240519184561
85,2016,9346.209495608871
86,2016,2537.642716985736
87,2016,3541.022608599429
88,2016,613.7571098859647
89,2016,1587.6853895889792
90,2016,1444.9628917783
91,2016,779.4765483285825
92,2016,6144.96227494348
93,2016,6.368521107777711
94,2016,49.0817777189819
95,2016,1039.8459925064128
96,2016,401.9277240023482
97,2016,216.1755428552424
98,2016,17.576753644757705
99,2016,5545.395551884844
100,2016,1441.6071204036623
101,2016,1.6720386132237144
102,2016,290.77583000855276
103,2016,1622.3741877731763
104,2016,829.7892379369267
105,2016,317.11028237616955
106,2016,269.96196323969025
107,2016,438.66980116762164
108,2016,149.26831868786041
109,2016,56.614358909894236
110,2016,116.41254314191569
111,2016,343.6822872056214
112,2016,912.6098307782851
113,2016,191.3934422824997
114,2016,205.37058670205028
115,2016,25.222835104291416
116,2016,513.476887898819
117,2016,437.6860894090351
118,2016,25.63409992574738
119,2016,24.88939773879822
120,2016,0.022886516556817706
121,2016,82.22600322037077
122,2016,178.5830135464982
123,2016,15.160703456640386
124,2016,138.6648178024293
125,2016,235.67535719546325
126,2016,19.427035998904802
127,2016,12.088563840838946
128,2016,18.948096426862712
129,2016,29.29051473150948
130,2016,27.447995672951148
131,2016,40.57704710914476
132,2016,78.33081193669595
133,2016,292.51576617651364
134,2016,79.44241355982696
135,2016,190.0959741939605
136,2016,98.05570191664518
137,2016,27.855794036248593
138,2016,67.71113827747504
139,2016,87.15114782023095
140,2016,55.61044523562155
141,2016,53.69157545623857
142,2016,55.56387566714634
143,2016,0.0
144,2016,118.12894820630112
145,2016,119.88642155585738
146,2016,42.07868714496107
147,2016,52.9609078161611
148,2016,46.8362137604796
149,2016,31.644161405000762
150,2016,28.62148422520189
151,2016,52.59754241635665
152,2016,86.93703177956029
153,2016,23.810075824523622
154,2016,1.2381384372413176
155,2016,61.50888995675155
156,2016,294.451108299512
157,2016,15.020803225717493
158,2016,115.67482474236304
159,2016,100.63784198038057
160,2016,1151.4544984313682
161,2016,6.309855730774231
162,2016,37.46939219025458
163,2016,0.36529878146111294
164,2016,335.26118890131943
165,2016,44.21374235650611
166,2016,3.943391991802674
167,2016,67.49762220909439
168,2016,8.552126642854267
169,2016,24.19977007778933
170,2016,29.54821569669812
171,2016,27.726844829139008
172,2016,87.82170953545015
173,2016,133.69437002795047
174,2016,293.45881271777125
175,2016,132.03126665433456
176,2016,65.14608245560014
177,2016,19.82932276595674
178,2016,88.92231709327764
179,2016,156.83322552096305
180,2016,72.36822763426001
181,2016,14.797773836184136
182,2016,46.10183858965552
183,2016,29.048803502843292
184,2016,63.329241191840985
185,2016,58.8519716013949
186,2016,17.990712495463416
187,2016,59.99310253719375
188,2016,12.94916248172385
189,2016,41.55010006108081
190,2016,2.2956154881300073
191,2016,99.67138108343981
192,2016,23.33312673794034
193,2016,9.957601396513443
194,2016,0.2560944791069307
195,2016,0.34357496298382395
196,2016,62.25889119589966
197,2016,31.544991481341828
198,2016,55.156740047482295
199,2016,68.10545477598558
200,2016,118.80812117155415
201,2016,78.88922994290836
202,2016,23.634749124188183
203,2016,76.66213082392625
204,2016,91.31575101584448
205,2016,34.87628281423655
206,2016,58.717257924730006
207,2016,37.2008044673966
208,2016,170.90851139892578
209,2016,25.627346349889667
210,2016,57.82487128695642
