Geo,Year,VanPropDiesel,VanPropGasoline,VanPropCng,BusPropDiesel,BusPropGasoline,BusPropCng,RailPropDiesel,RailPropGasoline
SD-Urban-TransitService,2016,0,1,0,0.2,0,0.8,1,0
None,2016,0,1,0,0.2,0,0.8,1,0
SD-Urban-TransitService,2035,0,1,0,0,0,1,1,0
None,2035,0,1,0,0,0,1,1,0
