Geo,Year,DRRevMi,MBRevMi,RBRevMi,VPRevMi,MGRevMi,SRRevMi,HRRevMi,CRRevMi
SD-Urban-TransitService,2016,0,20643264.2,5427362.35,0,0,3242979.282,0,291527.8489
None,2016,0,0,0,0,0,0,0,0
SD-Urban-TransitService,2035,0,36776514.7,30080627.31,0,0,7824871.213,1094870.206,802676.9678
None,2035,0,0,0,0,0,0,0,0
