Geo,Year,PropUrbanSFDU,PropUrbanMFDU,PropUrbanGQDU,PropTownSFDU,PropTownMFDU,PropTownGQDU
409,2016,0.0,0.0,0.0,0.0,0.0,0.0
410,2016,0.0,0.0,0.0,0.0,0.0,0.0
411,2016,0.0,0.0,0.0,1.0,1.0,0.0
412,2016,0.0,0.0,0.0,0.0,0.0,0.0
413,2016,0.0,0.0,0.0,1.0,0.0,0.0
414,2016,0.0,0.0,0.0,1.0,0.0,1.0
415,2016,0.0,0.0,0.0,1.0,0.0,1.0
416,2016,0.0,0.0,0.0,0.0,0.0,0.0
417,2016,0.0,0.0,0.0,1.0,0.0,0.0
418,2016,0.0,0.0,0.0,1.0,0.0,0.0
419,2016,0.0,0.0,0.0,1.0,0.0,0.0
420,2016,0.0,0.0,0.0,0.0,0.0,0.0
421,2016,0.0,0.0,0.0,1.0,0.0,0.0
422,2016,0.0,0.0,0.0,0.0,1.0,0.0
423,2016,0.0,0.0,0.0,1.0,1.0,0.0
424,2016,0.0,0.0,0.0,1.0,0.0,1.0
425,2016,0.0,0.0,0.0,1.0,0.0,1.0
426,2016,0.0,0.0,0.0,1.0,0.0,0.0
427,2016,0.0,0.0,0.0,0.0,0.0,0.0
428,2016,0.0,0.0,0.0,1.0,1.0,1.0
429,2016,0.0,0.0,0.0,0.0,0.0,0.0
430,2016,0.0,0.0,0.0,0.0,0.0,0.0
431,2016,0.0,0.0,0.0,0.0,0.0,0.0
432,2016,0.0,0.0,0.0,1.0,1.0,1.0
433,2016,0.0,0.0,0.0,1.0,1.0,1.0
434,2016,0.0,0.0,0.0,0.0,0.0,0.0
435,2016,0.0,0.0,0.0,1.0,0.0,0.0
436,2016,0.0,0.0,0.0,1.0,1.0,0.0
437,2016,0.0,0.0,0.0,0.0,0.0,0.0
438,2016,0.0,0.0,0.0,1.0,1.0,0.0
439,2016,0.0,0.0,0.0,1.0,0.0,0.0
440,2016,0.0,0.0,0.0,1.0,1.0,0.0
441,2016,0.0,0.0,0.0,0.0,0.0,0.0
442,2016,0.0,0.0,0.0,0.0,0.0,0.0
443,2016,0.0,0.0,0.0,0.0,0.0,0.0
444,2016,0.0,0.0,0.0,1.0,1.0,0.0
445,2016,0.0,0.0,0.0,1.0,1.0,1.0
446,2016,0.0,0.0,0.0,1.0,0.0,1.0
447,2016,0.0,0.0,0.0,1.0,0.0,0.0
448,2016,0.0,0.0,0.0,0.0,0.0,0.0
449,2016,0.0,0.0,0.0,0.0,1.0,0.0
450,2016,0.0,0.0,0.0,1.0,0.0,0.0
451,2016,0.0,1.0,0.0,0.0,0.0,0.0
452,2016,0.0,0.0,0.0,1.0,1.0,0.0
453,2016,0.0,0.0,0.0,1.0,1.0,0.0
454,2016,0.0,0.0,0.0,0.4411764705882353,0.0,0.0
455,2016,0.0,0.0,0.0,1.0,0.0,1.0
456,2016,0.0,0.0,0.0,1.0,1.0,0.0
457,2016,0.0,0.0,0.0,1.0,0.0,0.0
458,2016,0.0,0.0,0.0,0.0,0.0,0.0
459,2016,0.0,0.0,0.0,1.0,0.0,0.0
460,2016,0.0,0.0,0.0,1.0,1.0,1.0
461,2016,0.0,0.0,0.0,1.0,1.0,0.0
462,2016,0.0,0.0,0.0,1.0,1.0,0.0
463,2016,0.0,0.0,0.0,0.0,0.0,0.0
464,2016,0.0,0.0,0.0,0.0,0.0,0.0
465,2016,0.0,0.0,0.0,1.0,1.0,0.0
466,2016,0.0,0.0,0.0,1.0,0.0,0.0
467,2016,0.0,0.0,0.0,1.0,1.0,1.0
468,2016,0.0,0.0,0.0,1.0,1.0,1.0
469,2016,0.0,0.0,0.0,0.0,0.0,0.0
470,2016,0.0,0.0,0.0,1.0,0.0,1.0
471,2016,0.0,0.0,0.0,1.0,0.0,1.0
472,2016,0.0,0.0,0.0,0.0,0.0,0.0
473,2016,0.0,0.0,0.0,0.0,0.0,0.0
474,2016,0.0,0.0,0.0,1.0,1.0,0.0
475,2016,0.0,0.0,0.0,0.0,0.0,0.0
476,2016,0.0,0.0,0.0,0.9766666666666667,0.0,1.0
477,2016,0.0,0.0,0.0,0.0,0.0,0.0
