Year,DrvPerPrsn15to19,DrvPerPrsn20to29,DrvPerPrsn30to54,DrvPerPrsn55to64,DrvPerPrsn65Plus
2016,0.5763822354230635,0.8226272926680674,0.9542383484987226,0.9116163277735103,0.8553823492910367
2035,0.6410550859903501,0.790074165339022,0.9164770892531322,0.8755417142664895,0.8215330340790689
