Geo,Year,FwyNoneCongChg.2010,FwyModCongChg.2010,FwyHvyCongChg.2010,FwySevCongChg.2010,FwyExtCongChg.2010,ArtNoneCongChg.2010,ArtModCongChg.2010,ArtHvyCongChg.2010,ArtSevCongChg.2010,ArtExtCongChg.2010
SD-Urban-TransitService,2016,0,0,0,0,0,0,0,0,0,0
None,2016,0,0,0,0,0,0,0,0,0,0
SD-Urban-TransitService,2035,0,0,0,0.1,0.2,0,0,0,0,0
None,2035,0,0,0,0,0,0,0,0,0,0
