MGRA,CT10BG
817,25021
818,25022
819,25022
820,25022
821,25022
822,25022
823,25022
824,25022
825,25022
826,25022
827,25022
828,25022
829,25022
830,25022
831,25023
832,25023
833,25023
834,25023
835,25023
836,25023
837,25023
838,25023
839,25023
840,25023
841,26011
842,26011
843,26011
844,26011
845,26011
846,26011
847,26011
848,26011
849,26011
850,26012
851,26012
852,26012
853,26012
854,26012
855,26012
856,26012
857,26012
858,26012
859,26012
860,26013
861,26013
862,26013
863,26013
864,26013
865,26013
866,26013
867,26013
868,26013
869,26013
870,26021
871,26021
872,26021
873,26021
874,26021
875,26021
876,26021
877,26021
878,26021
879,26022
880,26022
881,26022
882,26022
883,26022
884,26022
885,26022
886,26022
887,26023
888,26023
889,26023
890,26023
891,26023
892,26023
893,26023
894,26023
895,27021
896,27021
897,27021
898,27021
899,27021
900,27021
901,27021
902,27022
903,27022
904,27022
905,27022
906,27022
907,27022
908,27023
909,27023
910,27023
911,27023
912,27023
913,27023
914,27023
915,27023
916,27023
917,27023
918,27023
919,27023
920,27023
921,27031
922,27031
923,27031
924,27031
925,27031
926,27031
927,27031
928,27031
929,27032
930,27032
931,27032
932,27032
933,27032
934,27033
935,27033
936,27033
937,27033
938,27033
939,27033
940,27034
941,27034
942,27034
943,27034
944,27034
945,27034
946,27034
947,27034
948,27034
949,27034
950,27034
951,27051
952,27051
953,27051
954,27051
955,27051
956,27051
957,27051
958,27051
959,27051
960,27052
961,27052
962,27052
963,27052
964,27052
965,27052
966,27071
967,27071
968,27071
969,27071
970,27071
971,27071
972,27072
973,27072
974,27072
975,27072
976,27073
977,27073
978,27073
979,27073
980,27074
981,27074
982,27081
983,27081
984,27081
985,27082
986,27082
987,27082
988,27082
989,27083
990,27083
991,27083
992,27083
993,27084
994,27084
995,27084
996,27084
997,27084
998,27091
999,27091
1000,27091
1001,27091
1002,27091
1003,27091
1004,27091
1005,27091
1006,27091
1007,27092
1008,27092
1009,27092
1010,27092
1011,27092
1012,27092
1013,27092
1014,27092
1015,27092
1016,27101
1017,27101
1018,27101
1019,27101
1020,27101
1021,27101
1022,27101
1023,27102
1024,27102
1025,27102
1026,27102
1027,27102
1028,27102
1029,27102
1030,27102
1031,27111
1032,27111
1033,27111
1034,27111
1035,27111
1036,27112
1037,27112
1038,27112
1039,27112
1040,27121
1041,27121
1042,27121
1043,27121
1044,27121
1045,27121
1046,27121
1047,27122
1048,27122
1049,27122
1050,27122
1051,27122
1052,27122
1053,27122
1054,27122
1055,27123
1056,27123
1057,27123
1058,27123
1059,27123
1060,27123
1061,28011
1062,28011
1063,28011
1064,28011
1065,28011
1066,28011
1067,28011
1068,28011
1069,28011
1070,28012
1071,28012
1072,28012
1073,28012
1074,28012
1075,28012
1076,28012
1077,28012
1078,28031
1079,28031
1080,28031
1081,28031
1082,28031
1083,28031
1084,28031
1085,28031
1086,28032
1087,28032
1088,28032
1089,28032
1090,28032
1091,28033
1092,28033
1093,28033
1094,28033
1095,28033
1096,28034
1097,28034
1098,28034
1099,28034
1100,28034
1101,28041
1102,28041
1103,28041
1104,28041
1105,28041
1106,28041
1107,28041
1108,28042
1109,28042
1110,28042
1111,28042
1112,28042
1113,28042
1114,28042
1115,28042
1116,28042
1117,28042
1118,28042
1119,28042
1120,28042
1121,28042
1122,28043
1123,28043
1124,28043
1125,28043
1126,28043
1127,28043
1128,28043
1129,28043
1130,28043
1131,28043
1132,29021
1133,29021
1134,29021
1135,29021
1136,29021
1137,29021
1138,29021
1139,29021
1140,29021
1141,29021
1142,29021
1143,29021
1144,29021
1145,29021
1146,29021
1147,29021
1148,29021
1149,29021
1150,29021
1151,29021
1152,29021
1153,29021
1154,29022
1155,29022
1156,29022
1157,29022
1158,29022
1159,29022
1160,29022
1161,29022
1162,29022
1163,29022
1164,29022
1165,29022
1166,29022
1167,29022
1168,29022
1169,29022
1170,29022
1171,29022
1172,29022
1173,29031
1174,29031
1175,29031
1176,29031
1177,29031
1178,29031
1179,29031
1180,29031
1181,29031
1182,29031
1183,29031
1184,29032
1185,29032
1186,29032
1187,29032
1188,29032
1189,29032
1190,29032
1191,29033
1192,29033
1193,29033
1194,29033
1195,29033
1196,29033
1197,29033
1198,29041
1199,29041
1200,29041
1201,29041
1202,29041
1203,29041
1204,29041
1205,29041
1206,29041
1207,29041
1208,29042
1209,29042
1210,29042
1211,29042
1212,29042
1213,29042
1214,29043
1215,29043
1216,29043
1217,29043
1218,29043
1219,29043
1220,29043
1221,29044
1222,29044
1223,29044
1224,29044
1225,29044
1226,29051
1227,29051
1228,29051
1229,29051
1230,29051
1231,29051
1232,29051
1233,29051
1234,29051
1235,29051
1236,29052
1237,29052
1238,29052
1239,29052
1240,29052
1241,29052
1242,29052
1243,29052
1244,29052
1245,29052
1246,29052
1247,29052
1248,29052
1249,29052
1250,29053
1251,29053
1252,29053
1253,29053
1254,29053
1255,29053
1256,29053
1257,29053
1258,29053
1259,30011
1260,30011
1261,30011
1262,30011
1263,30011
1264,30012
1265,30012
1266,30012
1267,30012
1268,30012
1269,30012
1270,30012
1271,30012
1272,30012
1273,30012
1274,30012
1275,30013
1276,30013
1277,30013
1278,30013
1279,30013
1280,30013
1281,30013
1282,30013
1283,30013
1284,30013
1285,30013
1286,30013
1287,30013
1288,30031
1289,30031
1290,30031
1291,30031
1292,30031
1293,30031
1294,30031
1295,30031
1296,30031
1297,30031
1298,30031
1299,30031
1300,30031
1301,30031
1302,30031
1303,30031
1304,30032
1305,30032
1306,30032
1307,30032
1308,30032
1309,30032
1310,30032
1311,30032
1312,30033
1313,30033
1314,30033
1315,30033
1316,30033
1317,30033
1318,30033
1319,30033
1320,30041
1321,30041
1322,30041
1323,30041
1324,30041
1325,30041
1326,30041
1327,30041
1328,30041
1329,30041
1330,30041
1331,30042
1332,30042
1333,30042
1334,30042
1335,30042
1336,31011
1337,31012
1338,31012
1339,31012
1340,31013
1341,31013
1342,31013
1343,31031
1344,31031
1345,31031
1346,31031
1347,31031
1348,31031
1349,31031
1350,31032
1351,31032
1352,31032
1353,31032
1354,31032
1355,31032
1356,31032
1357,31032
1358,31032
1359,31032
1360,31032
1361,31033
1362,31033
1363,31033
1364,31033
1365,31033
1366,31033
1367,31033
1368,31033
1369,31051
1370,31051
1371,31051
1372,31051
1373,31051
1374,31051
1375,31051
1376,31051
1377,31051
1378,31051
1379,31051
1380,31052
1381,31052
1382,31052
1383,31052
1384,31052
1385,31052
1386,31071
1387,31071
1388,31071
1389,31071
1390,31071
1391,31071
1392,31071
1393,31071
1394,31071
1395,31071
1396,31071
1397,31071
1398,31072
1399,31072
1400,31072
1401,31072
1402,31072
1403,31072
1404,31072
1405,31072
1406,31072
1407,31072
1408,31072
1409,31073
1410,31073
1411,31073
1412,31073
1413,31073
1414,31073
1415,31073
1416,31073
1417,31073
1418,31081
1419,31081
1420,31081
1421,31081
1422,31081
1423,31081
1424,31081
1425,31081
1426,31081
1427,31082
1428,31082
1429,31082
1430,31082
1431,31082
1432,31082
1433,31082
1434,31082
1435,31091
1436,31091
1437,31091
1438,31091
1439,31092
1440,31092
1441,31092
1442,31092
1443,31093
1444,31093
1445,31093
1446,31093
1447,31093
1448,31111
1449,31111
1450,31111
1451,31111
1452,31111
1453,31111
1454,31111
1455,31112
1456,31112
1457,31112
1458,31112
1459,31112
1460,31112
1461,31112
1462,31112
1463,31113
1464,31113
1465,31113
1466,31113
1467,31113
1468,31113
1469,31113
1470,31121
1471,31121
1472,31121
1473,31121
1474,31121
1475,31121
1476,31121
1477,31121
1478,31122
1479,31122
1480,31122
1481,31122
1482,31122
1483,31122
1484,31122
1485,31122
1486,31122
1487,31122
1488,31122
1489,31131
1490,31131
1491,31131
1492,31131
1493,31131
1494,31131
1495,31131
1496,31131
1497,31131
1498,31131
1499,31132
1500,31132
1501,31132
1502,31132
1503,31132
1504,31132
1505,31132
1506,31132
1507,31132
1508,31141
1509,31141
1510,31141
1511,31141
1512,31141
1513,31142
1514,31142
1515,31142
1516,31142
1517,31142
1518,31142
1519,31142
1520,31142
1521,31142
1522,31142
1523,31142
1524,31142
1525,31142
1526,31142
1527,31142
1528,31142
1529,31151
1530,31151
1531,31151
1532,31151
1533,31151
1534,31151
1535,31152
1536,31152
1537,31152
1538,31152
1539,31152
1540,31152
1541,31153
1542,31153
1543,31153
1544,31153
1545,31153
1546,31153
1547,31153
1548,31153
1549,31153
1550,31153
1551,31153
1552,31153
1553,31154
1554,31154
1555,31154
1556,31154
1557,31154
1558,31154
1559,32011
1560,32011
1561,32011
1562,32011
1563,32011
1564,32011
1565,32012
1566,32012
1567,32012
1568,32012
1569,32012
1570,32012
1571,32012
1572,32012
1573,32012
1574,32012
1575,32012
1576,32013
1577,32013
1578,32013
1579,32021
1580,32021
1581,32021
1582,32021
1583,32021
1584,32021
1585,32021
1586,32021
1587,32021
1588,32021
1589,32021
1590,32021
1591,32021
1592,32021
1593,32021
1594,32021
1595,32021
1596,32021
1597,32022
1598,32022
1599,32022
1600,32022
1601,32022
1602,32022
1603,32022
1604,32022
1605,32022
1606,32022
1607,32022
1608,32022
1609,32022
1610,32022
1611,32022
1612,32022
1613,32022
1614,32022
1615,32022
1616,32022
1617,32022
1618,32022
1619,32022
1620,32041
1621,32041
1622,32041
1623,32041
1624,32041
1625,32041
1626,32041
1627,32041
1628,32041
1629,32041
1630,32041
1631,32041
1632,32041
1633,32041
1634,32041
1635,32041
1636,32041
1637,32041
1638,32041
1639,32041
1640,32041
1641,32041
1642,32041
1643,32042
1644,32042
1645,32042
1646,32042
1647,32042
1648,32042
1649,32042
1650,32042
1651,32071
1652,32071
1653,32071
1654,32071
1655,32071
1656,32071
1657,32071
1658,32071
1659,32071
1660,32071
1661,32071
1662,32071
1663,32071
1664,32071
1665,32071
1666,32071
1667,32071
1668,32071
1669,32071
1670,32072
1671,32072
1672,32072
1673,32072
1674,32072
1675,32072
1676,32072
1677,32072
1678,32072
1679,32072
1680,32072
1681,32072
1682,32072
1683,32072
1684,32072
1685,32073
1686,32073
1687,32073
1688,32073
1689,32073
1690,32073
1691,32073
1692,32073
1693,32073
1694,32073
1695,32073
1696,32073
1697,32073
1698,32081
1699,32081
1700,32082
1701,32082
1702,32082
1703,32083
1704,32083
1705,32083
1706,32083
1707,32084
1708,32084
1709,32084
1710,32084
1711,32085
1712,32085
1713,32085
1714,32085
1715,32085
1716,32085
1717,32085
1718,32085
1719,32091
1720,32091
1721,32091
1722,32091
1723,32091
1724,32091
1725,32091
1726,32092
1727,32092
1728,32092
1729,32092
1730,32092
1731,32092
1732,32092
1733,32093
1734,32093
1735,32093
1736,32093
1737,32111
1738,32111
1739,32111
1740,32111
1741,32111
1742,32111
1743,32111
1744,32111
1745,32111
1746,32111
1747,32111
1748,32111
1749,32111
1750,32111
1751,32111
1752,32111
1753,32111
1754,32112
1755,32112
1756,32112
1757,32121
1758,32121
1759,32121
1760,32121
1761,32121
1762,32121
1763,32121
1764,32121
1765,32122
1766,32122
1767,32122
1768,32122
1769,32122
1770,32122
1771,32122
1772,32122
1773,32122
1774,32122
1775,32122
1776,32122
1777,32122
1778,32122
1779,32122
1780,32122
1781,32122
1782,32122
1783,32122
1784,32122
1785,32122
1786,32131
1787,32131
1788,32131
1789,32131
1790,32131
1791,32131
1792,32131
1793,32131
1794,32131
1795,32131
1796,32131
1797,32131
1798,32131
1799,32132
1800,32132
1801,32132
1802,32132
1803,32132
1804,32132
1805,32132
1806,32132
1807,32132
1808,32132
1809,32132
1810,32141
1811,32141
1812,32141
1813,32141
1814,32141
1815,32141
1816,32141
1817,32141
1818,32141
1819,32141
1820,32142
1821,32142
1822,32142
1823,32142
1824,32142
1825,32143
1826,32143
1827,32143
1828,32143
1829,33011
1830,33011
1831,33011
1832,33011
1833,33011
1834,33011
1835,33011
1836,33011
1837,33011
1838,33011
1839,33011
1840,33011
1841,33012
1842,33012
1843,33012
1844,33012
1845,33012
1846,33012
1847,33012
1848,33012
1849,33012
1850,33031
1851,33031
1852,33031
1853,33031
1854,33032
1855,33032
1856,33032
1857,33032
1858,33032
1859,33032
1860,33032
1861,33032
1862,33032
1863,33032
1864,33032
1865,33041
1866,33041
1867,33041
1868,33041
1869,33042
1870,33042
1871,33042
1872,33042
1873,33042
1874,33042
1875,33042
1876,33042
1877,33051
1878,33051
1879,33051
1880,33051
1881,33051
1882,33051
1883,33051
1884,33052
1885,33052
1886,33052
1887,33052
1888,33052
1889,33052
1890,33053
1891,33053
1892,33053
1893,33053
1894,33053
1895,33053
1896,33053
1897,33053
1898,33053
1899,33053
1900,34011
1901,34011
1902,34011
1903,34011
1904,34011
1905,34011
1906,34011
1907,34011
1908,34012
1909,34012
1910,34012
1911,34012
1912,34012
1913,34012
1914,34012
1915,34012
1916,34012
1917,34013
1918,34013
1919,34013
1920,34013
1921,34013
1922,34014
1923,34014
1924,34014
1925,34014
1926,34014
1927,34014
1928,34014
1929,34014
1930,34014
1931,34014
1932,34014
1933,34031
1934,34031
1935,34031
1936,34031
1937,34031
1938,34031
1939,34031
1940,34031
1941,34032
1942,34032
1943,34032
1944,34032
1945,34032
1946,34032
1947,34032
1948,34032
1949,34032
1950,34032
1951,34033
1952,34033
1953,34033
1954,34033
1955,34033
1956,34033
1957,34033
1958,34033
1959,34033
1960,34041
1961,34041
1962,34041
1963,34041
1964,34041
1965,34041
1966,34041
1967,34041
1968,34041
1969,34041
1970,34041
1971,34041
1972,34042
1973,34042
1974,34042
1975,34042
1976,34042
1977,34042
1978,34042
1979,34042
1980,34042
1981,34042
1982,34042
1983,35011
1984,35011
1985,35011
1986,35011
1987,35011
1988,35011
1989,35011
1990,35011
1991,35011
1992,35011
1993,35011
1994,35012
1995,35012
1996,35012
1997,35012
1998,35012
1999,35012
2000,35013
2001,35013
2002,35013
2003,35013
2004,35013
2005,35021
2006,35021
2007,35021
2008,35021
2009,35021
2010,35021
2011,35022
2012,35022
2013,35022
2014,35022
2015,35022
2016,35022
2017,35022
2018,35023
2019,35023
2020,35023
2021,35023
2022,35023
2023,35023
2024,36011
2025,36011
2026,36011
2027,36011
2028,36011
2029,36011
2030,36011
2031,36011
2032,36011
2033,36011
2034,36011
2035,36011
2036,36011
2037,36011
2038,36011
2039,36011
2040,36011
2041,36011
2042,36011
2043,36011
2044,36011
2045,36011
2046,36021
2047,36021
2048,36021
2049,36021
2050,36021
2051,36021
2052,36021
2053,36021
2054,36021
2055,36021
2056,36021
2057,36022
2058,36022
2059,36022
2060,36022
2061,36022
2062,36022
2063,36022
2064,36031
2065,36031
2066,36031
2067,36031
2068,36031
2069,36031
2070,36031
2071,36031
2072,36031
2073,36031
2074,36032
2075,36032
2076,36032
2077,36032
2078,36032
2079,36032
2080,36032
2081,36033
2082,36033
2083,36033
2084,36033
2085,36033
2086,36033
2087,36033
2088,36033
2089,36033
2090,38001
2091,38001
2092,38001
2093,38001
2094,38001
2095,38001
2096,38001
2097,39011
2098,39011
2099,39011
2100,39011
2101,39011
2102,39011
2103,39011
2104,39012
2105,39012
2106,39012
2107,39012
2108,39012
2109,39012
2110,39012
2111,39012
2112,39012
2113,39013
2114,39013
2115,39013
2116,39013
2117,39013
2118,39013
2119,39013
2120,39013
2121,39013
2122,39021
2123,39021
2124,39021
2125,39021
2126,39021
2127,39021
2128,39021
2129,39022
2130,39022
2131,39022
2132,39022
2133,39022
2134,39022
2135,39022
2136,39022
2137,39022
2138,39023
2139,39023
2140,39023
2141,39023
2142,39023
2143,39023
2144,39023
2145,39023
2146,39023
2147,39024
2148,39024
2149,39024
2150,39024
2151,39024
2152,39024
2153,40001
2154,40001
2155,40001
2156,40001
2157,40001
2158,40002
2159,40002
2160,40002
2161,40002
2162,40002
2163,40002
2164,40002
2165,40003
2166,40003
2167,40003
2168,40003
2169,40003
2170,40003
2171,40003
2172,40004
2173,40004
2174,40004
2175,40004
2176,40004
2177,40004
2178,40004
2179,40004
2180,40004
2181,41001
2182,41001
2183,41001
2184,41001
2185,41002
2186,41002
2187,41002
2188,41002
2189,41002
2190,41002
2191,41002
2192,41002
2193,41002
2194,41002
2195,41002
2196,41002
2197,41002
2198,41003
2199,41003
2200,41003
2201,41003
2202,41003
2203,41003
2204,41004
2205,41004
2206,41004
2207,41004
2208,41004
2209,41004
2210,41004
2211,41004
2212,41004
2213,41004
2214,41004
2215,41004
2216,41004
2217,41004
2218,41004
2219,41004
2220,41004
2221,41004
2222,41004
2223,41004
2224,42001
2225,42001
2226,42001
2227,42001
2228,42001
2229,42001
2230,42001
2231,42001
2232,42001
2233,42001
2234,42001
2235,42001
2236,42001
2237,42001
2238,42001
2239,42001
2240,42002
2241,42002
2242,42002
2243,42002
2244,42002
2245,42002
2246,42002
2247,42002
2248,42002
2249,42002
2250,42002
2251,42002
2252,42002
2253,42002
2254,42002
2255,42002
2256,42002
2257,42002
2258,42003
2259,42003
2260,42003
2261,42003
2262,42003
2263,42003
2264,42003
2265,42003
2266,42003
2267,42003
2268,42004
2269,42004
2270,42004
2271,42004
2272,42004
2273,42004
2274,42004
2275,42004
2276,42004
2277,42004
2278,43001
2279,43001
2280,43001
2281,43001
2282,43002
2283,43002
2284,43002
2285,43002
2286,43002
2287,43002
2288,43002
2289,43002
2290,43002
2291,43002
2292,43002
2293,43003
2294,43003
2295,43003
2296,43003
2297,43003
2298,43003
2299,44001
2300,44001
2301,44001
2302,44001
2303,44001
2304,44001
2305,44001
2306,44001
2307,44001
2308,44001
2309,44001
2310,44002
2311,44002
2312,44002
2313,44002
2314,44002
2315,44002
2316,44002
2317,44002
2318,44002
2319,44002
2320,44002
2321,44002
2322,44003
2323,44003
2324,44003
2325,44003
2326,44003
2327,44003
2328,44003
2329,44003
2330,44003
2331,44004
2332,44004
2333,44004
2334,44004
2335,44004
2336,44004
2337,44004
2338,45011
2339,45011
2340,45011
2341,45011
2342,45011
2343,45011
2344,45012
2345,45012
2346,45012
2347,45013
2348,45013
2349,45013
2350,46001
2351,46001
2352,46001
2353,46001
2354,46001
2355,46001
2356,46001
2357,46001
2358,46001
2359,46001
2360,46001
2361,46001
2362,46001
2363,46001
2364,46001
2365,46001
2366,46001
2367,46002
2368,46002
2369,46002
2370,46002
2371,46002
2372,47001
2373,47001
2374,47001
2375,47001
2376,47001
2377,47001
2378,47002
2379,47002
2380,47002
2381,47002
2382,47002
2383,47002
2384,47002
2385,47002
2386,47002
2387,48001
2388,48001
2389,48001
2390,48001
2391,48001
2392,48001
2393,48002
2394,48002
2395,48002
2396,48002
2397,48002
2398,48002
2399,48002
2400,48002
2401,48003
2402,48003
2403,48003
2404,48003
2405,48003
2406,48003
2407,48003
2408,48003
2409,48003
2410,49001
2411,49001
2412,49001
2413,49002
2414,49002
2415,49002
2416,49002
2417,49002
2418,49002
2419,49003
2420,49003
2421,49003
2422,49003
2423,49003
2424,49003
2425,49003
2426,49003
2427,49003
2428,50001
2429,50001
2430,50001
2431,50001
2432,50001
2433,50001
2434,50001
2435,50001
2436,50001
2437,50001
2438,50001
2439,50001
2440,50001
2441,50001
2442,50001
2443,50001
2444,50001
2445,50001
2446,50001
2447,50001
2448,50001
2449,50001
2450,50001
2451,50001
2452,50001
2453,50001
2454,50001
2455,50001
2456,50001
2457,50001
2458,50001
2459,50001
2460,50001
2461,51001
2462,51001
2463,51001
2464,51001
2465,51001
2466,51001
2467,51001
2468,51001
2469,51001
2470,51001
2471,51001
2472,51001
2473,51001
2474,51001
2475,51002
2476,51002
2477,51002
2478,51002
2479,51002
2480,51002
2481,51002
2482,51002
2483,51002
2484,51002
2485,51002
2486,51002
2487,51002
2488,51002
2489,51002
2490,51002
2491,51002
2492,51002
2493,51002
2494,51002
2495,51002
2496,51002
