MGRA,CT10BG
7139,101031
7140,101031
7141,101031
7142,101031
7143,101031
7144,101031
7145,101031
7146,101031
7147,101031
7148,101031
7149,101031
7150,101032
7151,101032
7152,101032
7153,101032
7154,101032
7155,101032
7156,101032
7157,101032
7158,101032
7159,101033
7160,101033
7161,101033
7162,101033
7163,101033
7164,101033
7165,101033
7166,101041
7167,101041
7168,101041
7169,101041
7170,101041
7171,101041
7172,101042
7173,101042
7174,101042
7175,101042
7176,101042
7177,101061
7178,101061
7179,101061
7180,101061
7181,101061
7182,101061
7183,101061
7184,101062
7185,101062
7186,101062
7187,101062
7188,101063
7189,101071
7190,101071
7191,101071
7192,101071
7193,101071
7194,101071
7195,101071
7196,101071
7197,101071
7198,101071
7199,101071
7200,101072
7201,101072
7202,101072
7203,101072
7204,101073
7205,101073
7206,101073
7207,101074
7208,101074
7209,101074
7210,101074
7211,101074
7212,101091
7213,101091
7214,101091
7215,101091
7216,101091
7217,101092
7218,101101
7219,101101
7220,101101
7221,101101
7222,101101
7223,101101
7224,101102
7225,101102
7226,101102
7227,101103
7228,101103
7229,101104
7230,101105
7231,101105
7232,101105
7233,101105
7234,101111
7235,101111
7236,101111
7237,101112
7238,101112
7239,101121
7240,101121
7241,101121
7242,101121
7243,101121
7244,101122
7245,101122
7246,102001
7247,102001
7248,102001
7249,102001
7250,102001
7251,102001
7252,102001
7253,102001
7254,102001
7255,102001
7256,102001
7257,102001
7258,102001
7259,102001
7260,102002
7261,102002
7262,102002
7263,102002
7264,102003
7265,102003
7266,102003
7267,102003
7268,102004
7269,102004
7270,102004
7271,102004
7272,102004
7273,102005
7274,102005
7275,102005
7276,102005
7277,102005
7278,102005
7279,102005
7280,102005
7281,102005
7282,102005
7283,102006
7284,102006
7285,102006
7286,102006
7287,102006
7288,102006
7289,102006
7290,102006
7291,103001
7292,103001
7293,103001
7294,103001
7295,103002
7296,103002
7297,103002
7298,103003
7299,103003
7300,103003
7301,103004
7302,103004
7303,103004
7304,103004
7305,104011
7306,104011
7307,104011
7308,104011
7309,104011
7310,104011
7311,104011
7312,104011
7313,104011
7314,104011
7315,104021
7316,104021
7317,104021
7318,104021
7319,104022
7320,104022
7321,104023
7322,104023
7323,105011
7324,105011
7325,105011
7326,105011
7327,105011
7328,105011
7329,105011
7330,105011
7331,105011
7332,105021
7333,105021
7334,105021
7335,105021
7336,105021
7337,105022
7338,105022
7339,105022
7340,105022
7341,105022
7342,105022
7343,105022
7344,105022
7345,105023
7346,105023
7347,105023
7348,105023
7349,105023
7350,105023
7351,105024
7352,105024
7353,105024
7354,105024
7355,105024
7356,106011
7357,106011
7358,106011
7359,106011
7360,106011
7361,106012
7362,106012
7363,106012
7364,106012
7365,106012
7366,106012
7367,106012
7368,106012
7369,106012
7370,106012
7371,106012
7372,108001
7373,108001
7374,108001
7375,108001
7376,108001
7377,108001
7378,108001
7379,108001
7380,108001
7381,108001
7382,108001
7383,108001
7384,108001
7385,108001
7386,108001
7387,108001
7388,108001
7389,108001
7390,108001
7391,108002
7392,108002
7393,108002
7394,108002
7395,108002
7396,108002
7397,108002
7398,108002
7399,108002
7400,108002
7401,108002
7402,108002
7403,108002
7404,108002
7405,108002
7406,108002
7407,109001
7408,109001
7409,109001
7410,109001
7411,109001
7412,109001
7413,109001
7414,109001
7415,109001
7416,109001
7417,109001
7418,109001
7419,109002
7420,109002
7421,109002
7422,109002
7423,109002
7424,109002
7425,109002
7426,109002
7427,109002
7428,109002
7429,109002
7430,109002
7431,109002
7432,109002
7433,109002
7434,109002
7435,109002
7436,109002
7437,109002
7438,110001
7439,110001
7440,110001
7441,110001
7442,110001
7443,110001
7444,110001
7445,110001
7446,110001
7447,110001
7448,110001
7449,110001
7450,110001
7451,110002
7452,110002
7453,110002
7454,110002
7455,110002
7456,110002
7457,110002
7458,110002
7459,110002
7460,110002
7461,110002
7462,110002
7463,110002
7464,110002
7465,110002
7466,110002
7467,110002
7468,111001
7469,111001
7470,111001
7471,111001
7472,111001
7473,111001
7474,111001
7475,111001
7476,111001
7477,111001
7478,111001
7479,111001
7480,111001
7481,111001
7482,111001
7483,111001
7484,111001
7485,111001
7486,111001
7487,111001
7488,111001
7489,111001
7490,111001
7491,111002
7492,111002
7493,111002
7494,111002
7495,111002
7496,111002
7497,111002
7498,111002
7499,111002
7500,111002
7501,111002
7502,111002
7503,111002
7504,111002
7505,111002
7506,111002
7507,111002
7508,111002
7509,111003
7510,111003
7511,111003
7512,111003
7513,111003
7514,111003
7515,111003
7516,111003
7517,111003
7518,111003
7519,111003
7520,111003
7521,113001
7522,113001
7523,113001
7524,113001
7525,113001
7526,116011
7527,116011
7528,116011
7529,116011
7530,116011
7531,116011
7532,116011
7533,116011
7534,116011
7535,116011
7536,116011
7537,116011
7538,116011
7539,116011
7540,116011
7541,116011
7542,116011
7543,116011
7544,116011
7545,116011
7546,116012
7547,116012
7548,116012
7549,116012
7550,116012
7551,116012
7552,116012
7553,116012
7554,116012
7555,116012
7556,116012
7557,116012
7558,116012
7559,116012
7560,116013
7561,116013
7562,116013
7563,116013
7564,116013
7565,116013
7566,116013
7567,116013
7568,116013
7569,116013
7570,116021
7571,116021
7572,116021
7573,116021
7574,116021
7575,116021
7576,116021
7577,116021
7578,116021
7579,116021
7580,116021
7581,116021
7582,116021
7583,116022
7584,116022
7585,116022
7586,116022
7587,116022
7588,116022
7589,116022
7590,116022
7591,116022
7592,116022
7593,116022
7594,116022
7595,116022
7596,116022
7597,116022
7598,116022
7599,116022
7600,116022
7601,116022
7602,117001
7603,117001
7604,117001
7605,117001
7606,117001
7607,117001
7608,117001
7609,117001
7610,117001
7611,117001
7612,117001
7613,117001
7614,117001
7615,117001
7616,117001
7617,117001
7618,117001
7619,117001
7620,117002
7621,117002
7622,117002
7623,117002
7624,117002
7625,117002
7626,117002
7627,117002
7628,117002
7629,117002
7630,117002
7631,117002
7632,117003
7633,117003
7634,117003
7635,117003
7636,117003
7637,117003
7638,117003
7639,117003
7640,117003
7641,117003
7642,117003
7643,117003
7644,117003
7645,117003
7646,117003
7647,117003
7648,117004
7649,117004
7650,117004
7651,117004
7652,117004
7653,117004
7654,117004
7655,117004
7656,117004
7657,117004
7658,117004
7659,117004
7660,117004
7661,117004
7662,117004
7663,118011
7664,118011
7665,118011
7666,118011
7667,118011
7668,118011
7669,118011
7670,118011
7671,118011
7672,118011
7673,118011
7674,118011
7675,118011
7676,118011
7677,118011
7678,118011
7679,118011
7680,118011
7681,118011
7682,118011
7683,118011
7684,118011
7685,118011
7686,118011
7687,118011
7688,118011
7689,118011
7690,118011
7691,118011
7692,118011
7693,118012
7694,118012
7695,118012
7696,118012
7697,118012
7698,118012
7699,118012
7700,118012
7701,118012
7702,118012
7703,118013
7704,118013
7705,118013
7706,118013
7707,118013
7708,118013
7709,118013
7710,118013
7711,118013
7712,118021
7713,118021
7714,118021
7715,118021
7716,118021
7717,118021
7718,118021
7719,118021
7720,118022
7721,118022
7722,118022
7723,118022
7724,118022
7725,118022
7726,118022
7727,118022
7728,118022
7729,118022
7730,118022
7731,118022
7732,118022
7733,118022
7734,118022
7735,118022
7736,118022
7737,118022
7738,118022
7739,118023
7740,118023
7741,118023
7742,118023
7743,118023
7744,118023
7745,118023
7746,118023
7747,118023
7748,119021
7749,119021
7750,119021
7751,119021
7752,119021
7753,119022
7754,119022
7755,119022
7756,119022
7757,119022
7758,119022
7759,119022
7760,119023
7761,119023
7762,119023
7763,119023
7764,119023
7765,119023
7766,119024
7767,119024
7768,119024
7769,119024
7770,120021
7771,120021
7772,120021
7773,120021
7774,120021
7775,120022
7776,120022
7777,120022
7778,120022
7779,120022
7780,120022
7781,120031
7782,120031
7783,120031
7784,120031
7785,120031
7786,120031
7787,120031
7788,120031
7789,120032
7790,120032
7791,120032
7792,120032
7793,120032
7794,120032
7795,120032
7796,120032
7797,120032
7798,120032
7799,120032
7800,120032
7801,120032
7802,120032
7803,120032
7804,120032
7805,120032
7806,120032
7807,120032
7808,121011
7809,121011
7810,121011
7811,121011
7812,121011
7813,121011
7814,121011
7815,121011
7816,121011
7817,121011
7818,121011
7819,121011
7820,121011
7821,121011
7822,121011
7823,121011
7824,121011
7825,121011
7826,121011
7827,121011
7828,121011
7829,121011
7830,121021
7831,121021
7832,121021
7833,121021
7834,121021
7835,121021
7836,121021
7837,121021
7838,121021
7839,121021
7840,121021
7841,121021
7842,121021
7843,121021
7844,121021
7845,121021
7846,121022
7847,121022
7848,121022
7849,121022
7850,121022
7851,121022
7852,121022
7853,121022
7854,121022
7855,121022
7856,122001
7857,122001
7858,122001
7859,122001
7860,122001
7861,122001
7862,122001
7863,122001
7864,122001
7865,122001
7866,122001
7867,122001
7868,122001
7869,122001
7870,122001
7871,122001
7872,122001
7873,122001
7874,122001
7875,122001
7876,122001
7877,122002
7878,122002
7879,122002
7880,122002
7881,122002
7882,122002
7883,122002
7884,122002
7885,122002
7886,122002
7887,122002
7888,122002
7889,122002
7890,122002
7891,122002
7892,122002
7893,122002
7894,122002
7895,122002
7896,122002
7897,123021
7898,123021
7899,123021
7900,123021
7901,123021
7902,123021
7903,123021
7904,123021
7905,123021
7906,123021
7907,123021
7908,123031
7909,123031
7910,123031
7911,123031
7912,123031
7913,123031
7914,123031
7915,123032
7916,123032
7917,123032
7918,123032
7919,123032
7920,123032
7921,123041
7922,123041
7923,123041
7924,123041
7925,123042
7926,123042
7927,123042
7928,123042
7929,123042
7930,123042
7931,123042
7932,123042
7933,123042
7934,123042
7935,123042
7936,123042
7937,123042
7938,123042
7939,123042
7940,123042
7941,124011
7942,124011
7943,124011
7944,124011
7945,124011
7946,124011
7947,124011
7948,124011
7949,124011
7950,124011
7951,124011
7952,124011
7953,124011
7954,124011
7955,124012
7956,124012
7957,124012
7958,124012
7959,124012
7960,124012
7961,124012
7962,124012
7963,124021
7964,124021
7965,124021
7966,124021
7967,124022
7968,124022
7969,124022
7970,124022
7971,124022
7972,124022
7973,124022
7974,124022
7975,124023
7976,124023
7977,124023
7978,124023
7979,124023
7980,124023
7981,124023
7982,124023
7983,125011
7984,125011
7985,125011
7986,125011
7987,125012
7988,125012
7989,125012
7990,125012
7991,125021
7992,125021
7993,125021
7994,125021
7995,125021
7996,125021
7997,125021
7998,125022
7999,125022
8000,125022
8001,125022
8002,125022
8003,125023
8004,125023
8005,125023
8006,125023
8007,125023
8008,125023
8009,126001
8010,126001
8011,126001
8012,126001
8013,126001
8014,126001
8015,126001
8016,126001
8017,126001
8018,126001
8019,126001
8020,126001
8021,126001
8022,126001
8023,126001
8024,126001
8025,126001
8026,126001
8027,126001
8028,126001
8029,126001
8030,126002
8031,126002
8032,126003
8033,126003
8034,126003
8035,126004
8036,126004
8037,126004
8038,126004
8039,127001
8040,127001
8041,127001
8042,127001
8043,127001
8044,127001
8045,127001
8046,127001
8047,127001
8048,127001
8049,127001
8050,127002
8051,127002
8052,127002
8053,127002
8054,127002
8055,127002
8056,127002
8057,127002
8058,127002
8059,128001
8060,128001
8061,128001
8062,128001
8063,128002
8064,128002
8065,128002
8066,128002
8067,128002
8068,128002
8069,128002
8070,128003
8071,128003
8072,128003
8073,128003
8074,128003
8075,128003
8076,128003
8077,128003
8078,129001
8079,129001
8080,129001
8081,129001
8082,129001
8083,129001
8084,129001
8085,129001
8086,129001
8087,129002
8088,129002
8089,129002
8090,129002
8091,129002
8092,129003
8093,129003
8094,129003
8095,129003
8096,129003
8097,129003
8098,129003
8099,129003
8100,130001
8101,130001
8102,130001
8103,130001
8104,130001
8105,130001
8106,130001
8107,130001
8108,130002
8109,130002
8110,130002
8111,130002
8112,130002
8113,130002
8114,130002
8115,130003
8116,130003
8117,130003
8118,130003
8119,130003
8120,130003
8121,130003
8122,130003
8123,130003
8124,130004
8125,130004
8126,130004
8127,130004
8128,130004
8129,130004
8130,131021
8131,131021
8132,131021
8133,131021
8134,131021
8135,131021
8136,131021
8137,131022
8138,131022
8139,131022
8140,131022
8141,131022
8142,131022
8143,131022
8144,131022
8145,131022
8146,131022
8147,131022
8148,131022
8149,131022
8150,131023
8151,131023
8152,131023
8153,131023
8154,131023
8155,131031
8156,131031
8157,131031
8158,131031
8159,131031
8160,131032
8161,131032
8162,131032
8163,131032
8164,131032
8165,131032
8166,131032
8167,131032
8168,131041
8169,131041
8170,131042
8171,131042
8172,131042
8173,131042
8174,131042
8175,131042
8176,131042
8177,131043
8178,131043
8179,131043
8180,131043
8181,131044
8182,131044
8183,131044
8184,131044
8185,132031
8186,132031
8187,132031
8188,132031
8189,132031
8190,132031
8191,132032
8192,132032
8193,132032
8194,132032
8195,132033
8196,132033
8197,132033
8198,132033
8199,132033
8200,132034
8201,132034
8202,132034
8203,132034
8204,132034
8205,132041
8206,132041
8207,132041
8208,132041
8209,132041
8210,132041
8211,132042
8212,132042
8213,132043
8214,132043
8215,132043
8216,132043
8217,132043
8218,132043
8219,132051
8220,132051
8221,132051
8222,132051
8223,132051
8224,132051
8225,132051
8226,132051
8227,132051
8228,132051
8229,132051
8230,132051
8231,132051
8232,132051
8233,132051
8234,132051
8235,132051
8236,132051
8237,132051
8238,132051
8239,132051
8240,132051
8241,132051
8242,132061
8243,132061
8244,132061
8245,132061
8246,132061
8247,132061
8248,132061
8249,132061
8250,132061
8251,132062
8252,132062
8253,132062
8254,132062
8255,132062
8256,132062
8257,132062
8258,132062
8259,132062
8260,132062
8261,132063
8262,132063
8263,132063
8264,132063
8265,132063
8266,132063
8267,132063
8268,132063
8269,133011
8270,133011
8271,133011
8272,133011
8273,133011
8274,133011
8275,133011
8276,133011
8277,133011
8278,133012
8279,133012
8280,133012
8281,133012
8282,133012
8283,133012
8284,133012
8285,133021
8286,133021
8287,133021
8288,133021
8289,133021
8290,133021
8291,133021
8292,133021
8293,133021
8294,133022
8295,133022
8296,133022
8297,133022
8298,133022
8299,133022
8300,133022
8301,133022
8302,133022
8303,133022
8304,133022
8305,133022
8306,133031
8307,133031
8308,133031
8309,133031
8310,133031
8311,133031
8312,133031
8313,133031
8314,133032
8315,133032
8316,133032
8317,133032
8318,133032
8319,133032
8320,133033
8321,133033
8322,133033
8323,133033
8324,133033
8325,133033
8326,133061
8327,133061
8328,133061
8329,133061
8330,133061
8331,133061
8332,133061
8333,133061
8334,133061
8335,133061
8336,133062
8337,133062
8338,133062
8339,133062
8340,133062
8341,133062
8342,133062
8343,133062
8344,133071
8345,133071
8346,133071
8347,133071
8348,133071
8349,133071
8350,133071
8351,133071
8352,133072
8353,133072
8354,133072
8355,133072
8356,133072
8357,133072
8358,133072
8359,133072
8360,133072
8361,133072
8362,133072
8363,133081
8364,133081
8365,133081
8366,133081
8367,133082
8368,133082
8369,133082
8370,133082
8371,133082
8372,133082
8373,133082
8374,133082
8375,133082
8376,133082
8377,133091
8378,133091
8379,133091
8380,133092
8381,133092
8382,133092
8383,133093
8384,133093
8385,133093
8386,133094
8387,133094
8388,133095
8389,133095
8390,133095
8391,133095
8392,133095
8393,133101
8394,133101
8395,133101
8396,133101
8397,133101
8398,133101
8399,133101
8400,133101
8401,133101
8402,133101
8403,133102
8404,133102
8405,133102
8406,133102
8407,133102
8408,133102
8409,133102
8410,133102
8411,133102
8412,133102
8413,133102
8414,133102
8415,133102
8416,133102
8417,133111
8418,133111
8419,133111
8420,133111
8421,133111
8422,133111
8423,133112
8424,133112
8425,133112
8426,133112
8427,133112
8428,133113
8429,133113
8430,133113
8431,133113
8432,133114
8433,133114
8434,133114
8435,133121
8436,133121
8437,133121
8438,133121
8439,133121
8440,133121
8441,133131
8442,133131
8443,133131
8444,133131
8445,133131
8446,133131
8447,133131
8448,133131
8449,133131
8450,133131
8451,133131
8452,133131
8453,133131
8454,133131
8455,133131
8456,133131
8457,133131
8458,133131
8459,133131
8460,133131
8461,133131
8462,133131
8463,133131
8464,133131
8465,133131
8466,133131
8467,133131
8468,133131
8469,133131
8470,133131
8471,133131
8472,133131
8473,133131
8474,133131
8475,133131
8476,133131
8477,133131
8478,133131
8479,133131
8480,133131
8481,133131
8482,133131
8483,133131
8484,133131
8485,133131
8486,133141
8487,133141
8488,133141
8489,133141
8490,133141
8491,133141
8492,133141
8493,133141
8494,133141
8495,133141
8496,133141
8497,133141
8498,133141
8499,133141
8500,133141
8501,133141
8502,133141
8503,133141
8504,133141
8505,133141
8506,133141
8507,133141
8508,133141
8509,133141
8510,133141
8511,133141
8512,133141
8513,133141
8514,133141
8515,133141
8516,133141
8517,133141
8518,133141
8519,133141
8520,133141
8521,133141
8522,133141
8523,133141
8524,133141
8525,133141
8526,133141
8527,133141
8528,133141
8529,133141
8530,134011
8531,134011
8532,134011
8533,134011
8534,134011
8535,134011
8536,134011
8537,134011
8538,134011
8539,134011
8540,134011
8541,134011
8542,134011
8543,134011
8544,134011
8545,134011
8546,134012
8547,134012
8548,134012
8549,134012
8550,134012
8551,134012
8552,134012
8553,134012
8554,134012
8555,134012
8556,134091
8557,134091
8558,134091
8559,134091
8560,134092
8561,134092
8562,134092
8563,134092
8564,134092
8565,134092
8566,134092
8567,134092
8568,134092
8569,134092
8570,134093
8571,134093
8572,134093
8573,134101
8574,134101
8575,134101
8576,134101
8577,134101
8578,134101
8579,134101
8580,134101
8581,134101
8582,134101
8583,134101
8584,134101
8585,134101
8586,134101
8587,134101
8588,134101
8589,134101
8590,134101
8591,134101
8592,134101
8593,134101
8594,134101
8595,134101
8596,134101
8597,134101
8598,134101
8599,134101
8600,134101
8601,134101
8602,134102
8603,134102
8604,134102
8605,134102
8606,134103
8607,134103
8608,134103
8609,134103
8610,134103
8611,134103
8612,134103
8613,134103
8614,134103
8615,134111
8616,134111
8617,134111
8618,134111
8619,134111
8620,134111
8621,134111
8622,134111
8623,134111
8624,134111
8625,134111
8626,134111
8627,134111
8628,134111
8629,134112
8630,134112
8631,134112
8632,134112
8633,134112
8634,134113
8635,134113
8636,134114
8637,134114
8638,134114
8639,134114
8640,134114
8641,134121
8642,134121
8643,134121
8644,134121
8645,134121
8646,134121
8647,134121
8648,134121
8649,134121
8650,134121
8651,134121
8652,134121
8653,134121
8654,134121
8655,134121
8656,134121
8657,134121
8658,134121
8659,134122
8660,134122
8661,134122
8662,134122
8663,134141
8664,134141
8665,134141
8666,134141
8667,134141
8668,134142
8669,134142
8670,134142
8671,134142
8672,134142
8673,134143
8674,134143
8675,134143
8676,134144
8677,134144
8678,134144
8679,134144
8680,134151
8681,134151
8682,134151
8683,134151
8684,134151
8685,134161
8686,134161
8687,134161
8688,134161
8689,134161
8690,134161
8691,134162
8692,134162
8693,134162
8694,134162
8695,134162
8696,134171
8697,134171
8698,134171
8699,134171
8700,134171
8701,134171
8702,134181
8703,134182
8704,134182
8705,134183
8706,134183
8707,134183
8708,134184
8709,134184
8710,134191
8711,134191
8712,134191
8713,134191
8714,134191
8715,134191
8716,134191
8717,134191
8718,134191
8719,134191
8720,134191
8721,134191
8722,134191
8723,134191
8724,134191
8725,134191
8726,134191
8727,134192
8728,134192
8729,134192
8730,134192
8731,134192
8732,134201
8733,134202
8734,134202
8735,134202
8736,134202
8737,134202
8738,134202
8739,134202
8740,134211
8741,134212
8742,134212
8743,134212
8744,134212
8745,134213
8746,134213
8747,134213
8748,134213
8749,135031
8750,135031
8751,135031
8752,135031
8753,135031
8754,135031
8755,135031
8756,135031
8757,135031
8758,135031
8759,135032
8760,135032
8761,135032
8762,135032
8763,135032
8764,135032
8765,135032
8766,135032
8767,135032
8768,135032
8769,135032
8770,135032
8771,135032
8772,135032
8773,135032
8774,135032
8775,135032
8776,135032
8777,135033
8778,135033
8779,135033
8780,135033
8781,135033
8782,135033
8783,135033
8784,135033
8785,135033
8786,135033
8787,135033
8788,135033
8789,135033
8790,135033
8791,135041
8792,135041
8793,135041
8794,135042
8795,135042
8796,135042
8797,135042
8798,135042
8799,135043
8800,135043
8801,135043
8802,135043
8803,135043
8804,135043
8805,135043
8806,135043
8807,135043
8808,135043
8809,135051
8810,135051
8811,135051
8812,135051
8813,135051
8814,135051
8815,135051
8816,135051
8817,135051
8818,135052
8819,135052
8820,135052
8821,135052
8822,135053
8823,135053
8824,135053
8825,135053
8826,135061
8827,135061
8828,135061
8829,135061
8830,135061
8831,135061
8832,135061
8833,135061
8834,135061
8835,135061
8836,135061
8837,135061
8838,135061
8839,135061
8840,135061
8841,136011
8842,136011
8843,136011
8844,136011
8845,136011
8846,136011
8847,136011
8848,136011
8849,136011
8850,136011
8851,136012
8852,136012
8853,136012
8854,136012
8855,136012
8856,136012
8857,136012
8858,136012
8859,136012
8860,136012
8861,136012
8862,136012
8863,136012
8864,136012
8865,136012
8866,136013
8867,136013
8868,136013
8869,136013
8870,136013
8871,136013
8872,136013
8873,136014
8874,136014
8875,136014
8876,136014
8877,136041
8878,136041
8879,136041
8880,136041
8881,136041
8882,136042
8883,136043
8884,136043
8885,136043
8886,136043
8887,136043
8888,136043
8889,136043
8890,136043
8891,136044
8892,136044
8893,136044
8894,136051
8895,136051
8896,136051
8897,136051
8898,136051
8899,136051
8900,136051
8901,136051
8902,136051
8903,136051
8904,136051
8905,136051
8906,136051
8907,136051
8908,136051
8909,136051
8910,136051
8911,136051
8912,136051
8913,136052
8914,136052
8915,136052
8916,136052
8917,136052
8918,136052
8919,136052
8920,136052
8921,136052
8922,136052
8923,136052
8924,136052
8925,136052
8926,136053
8927,136053
8928,136053
8929,136053
8930,136053
8931,136053
8932,136053
8933,136053
8934,136061
8935,136061
8936,136061
8937,136062
8938,136062
8939,136062
8940,136062
8941,136062
8942,136062
8943,136063
8944,136063
8945,136063
8946,136063
8947,136063
8948,136063
8949,136063
8950,136064
8951,136064
8952,136064
8953,137011
8954,137011
8955,137011
8956,137011
8957,137011
8958,137011
8959,137011
8960,137011
8961,137011
8962,137011
8963,137011
8964,137011
8965,137011
8966,137011
8967,137011
8968,137012
8969,137012
8970,137012
8971,137012
8972,137012
8973,137012
8974,137012
8975,137012
8976,137012
8977,137012
8978,137021
8979,137021
8980,137021
8981,137021
8982,137021
8983,137021
8984,137021
8985,137021
8986,137021
8987,137021
8988,137021
8989,137021
8990,137021
8991,137021
8992,137021
8993,137022
8994,137022
8995,137022
8996,137022
8997,137022
8998,137022
8999,137022
9000,137022
9001,137022
9002,137022
9003,137022
9004,137022
9005,137023
9006,137023
9007,137023
9008,137023
9009,137023
9010,137023
9011,137023
9012,137023
9013,137023
9014,137023
9015,137023
9016,137023
9017,138011
9018,138011
9019,138011
9020,138011
9021,138011
9022,138011
9023,138011
9024,138011
9025,138011
9026,138011
9027,138011
9028,138011
9029,138012
9030,138012
9031,138012
9032,138012
9033,138012
9034,138013
9035,138013
9036,138013
9037,138013
9038,138013
9039,138013
9040,138013
9041,138013
9042,138013
9043,138013
9044,138013
9045,138021
9046,138021
9047,138021
9048,138021
9049,138021
9050,138021
9051,138022
9052,138022
9053,138022
9054,138022
9055,138022
9056,138022
9057,138022
9058,138022
9059,139031
9060,139031
9061,139031
9062,139031
9063,139031
9064,139031
9065,139031
9066,139031
9067,139031
9068,139032
9069,139032
9070,139032
9071,139032
9072,139032
9073,139032
9074,139032
9075,139032
9076,139032
9077,139032
9078,139032
9079,139032
9080,139032
9081,139032
9082,139032
9083,139032
9084,139032
9085,139032
9086,139032
9087,139032
9088,139032
9089,139051
9090,139051
9091,139051
9092,139051
9093,139051
9094,139051
9095,139051
9096,139051
9097,139051
9098,139051
9099,139051
9100,139051
9101,139051
9102,139051
9103,139051
9104,139051
9105,139051
9106,139051
9107,139051
9108,139051
9109,139051
9110,139051
9111,139051
9112,139051
9113,139052
9114,139052
9115,139052
9116,139052
9117,139052
9118,139052
9119,139052
9120,139053
9121,139053
9122,139053
9123,139053
9124,139053
9125,139053
9126,139053
9127,139053
9128,139061
9129,139061
9130,139061
9131,139061
9132,139061
9133,139061
9134,139061
9135,139061
9136,139061
9137,139061
9138,139061
9139,139061
9140,139061
9141,139061
9142,139061
9143,139061
9144,139061
9145,139061
9146,139061
9147,139061
9148,139061
9149,139061
9150,139061
9151,139061
9152,139062
9153,139062
9154,139071
9155,139071
9156,139071
9157,139071
9158,139071
9159,139071
9160,139071
9161,139071
9162,139072
9163,139072
9164,139072
9165,139072
9166,139072
9167,139072
9168,139072
9169,139072
9170,139072
9171,139072
9172,139072
9173,139072
9174,139072
9175,139081
9176,139081
9177,139081
9178,139081
9179,139081
9180,139081
9181,139081
9182,139081
9183,139081
9184,139081
9185,139081
9186,139082
9187,139082
9188,139082
9189,139082
9190,139082
9191,139082
9192,139082
9193,139082
9194,139082
9195,139091
9196,139091
9197,139091
9198,139091
9199,139091
9200,139091
9201,139091
9202,139092
9203,139092
9204,139092
9205,139092
9206,139092
9207,139092
9208,139092
9209,139092
9210,139092
9211,139092
9212,139092
9213,139092
9214,139092
9215,139092
9216,139092
9217,139092
9218,139092
9219,139092
9220,140011
9221,140011
9222,140011
9223,140011
9224,140011
9225,140012
9226,140012
9227,140012
9228,140012
9229,140013
9230,140013
9231,140013
9232,140013
9233,140013
9234,140013
9235,140013
9236,140013
9237,140013
9238,140013
9239,140013
9240,140013
9241,140014
9242,140014
9243,140014
9244,140014
9245,140014
9246,140014
9247,140014
9248,140014
9249,140014
9250,140014
9251,140014
9252,140014
9253,140021
9254,140021
9255,140021
9256,140021
9257,140021
9258,140021
9259,140021
9260,140021
9261,140021
9262,140021
9263,140021
9264,140022
9265,140022
9266,140022
9267,140022
9268,140022
9269,140022
9270,140022
9271,140022
9272,140022
9273,140022
9274,140022
9275,140022
9276,140022
9277,140022
9278,140022
9279,141011
9280,141011
9281,141011
9282,141011
9283,141011
9284,141011
9285,141011
9286,141011
9287,141011
9288,141011
9289,141011
9290,141011
9291,141011
9292,141012
9293,141012
9294,141012
9295,141012
9296,141012
9297,141012
9298,141012
9299,141012
9300,141012
9301,141021
9302,141021
9303,141021
9304,141021
9305,141021
9306,141021
9307,141021
9308,141021
9309,141021
9310,141021
9311,141021
9312,141021
9313,141021
9314,141022
9315,141022
9316,141022
9317,141022
9318,141022
9319,142001
9320,142001
9321,142001
9322,142001
9323,142001
9324,142001
9325,142001
9326,142001
9327,142001
9328,142001
9329,142001
9330,142001
9331,142002
9332,142002
9333,142002
9334,142002
9335,142002
9336,142002
9337,142002
9338,142002
9339,142003
9340,142003
9341,142003
9342,142003
9343,142003
9344,142003
9345,142003
9346,142003
9347,142004
9348,142004
9349,142004
9350,142004
9351,142004
9352,143001
9353,143001
9354,143001
9355,143001
9356,143001
9357,143001
9358,143001
9359,143001
9360,143001
9361,143001
9362,143001
9363,143001
9364,143001
9365,143001
9366,143001
9367,143001
9368,143001
9369,143001
9370,143001
9371,143001
9372,143002
9373,143002
9374,143002
9375,143002
9376,143002
9377,143002
9378,143002
9379,144001
9380,144001
9381,144001
9382,144001
9383,144001
9384,144001
9385,144001
9386,144001
9387,144001
9388,144001
9389,144001
9390,144001
9391,144001
9392,144001
9393,144001
9394,144001
9395,144001
9396,144001
9397,144001
9398,144001
9399,144001
9400,144001
9401,144001
9402,144001
9403,144001
9404,144001
9405,144001
9406,144001
9407,144001
9408,144002
9409,144002
9410,144002
9411,144002
9412,144002
9413,144002
9414,144002
9415,144002
9416,144002
9417,144002
9418,144002
9419,144002
9420,144002
9421,144002
9422,144002
9423,144002
9424,144002
9425,144002
9426,144002
9427,144002
9428,144002
9429,144002
9430,144002
9431,145001
9432,145001
9433,145001
9434,145001
9435,145001
9436,145001
9437,145001
9438,145001
9439,145001
9440,145002
9441,145002
9442,145002
9443,145002
9444,145002
9445,145002
9446,145002
9447,145003
9448,145003
9449,145003
9450,145003
9451,145003
9452,145003
9453,145003
9454,145003
9455,145003
9456,145003
9457,145003
9458,146011
9459,146011
9460,146011
9461,146011
9462,146011
9463,146011
9464,146011
9465,146011
9466,146011
9467,146011
9468,146011
9469,146011
