scenario_id,route,mode,vmt,vht,max_num_of_vehicle_tod
87,950,Express Bus,316.7424975,7.83028915,1
87,955,Local Bus,1266.990584,107.8962661,8
87,961,Local Bus,742.468488,55.91731145,6
87,962,Local Bus,490.21437,36.61600218,4
87,963,Local Bus,320.401628,25.83353803,2
87,964,Local Bus,401.467864,34.05863775,4
87,965,Local Bus,147.2241945,14.13242142,2
87,967,Local Bus,140.15256,11.01818965,1
87,968,Local Bus,162.374704,12.24290733,1
87,972,Local Bus,62.69425067,5.652196511,1
87,973,Local Bus,78.18968733,4.873687844,1
87,978,Local Bus,61.65524733,4.686071722,1
87,979,Local Bus,51.87983667,4.442255856,1
87,992,Local Bus,466.648766,48.36928873,4
