Route_ID,Route_Name,Mode,AM_Headway,PM_Headway,OP_Headway ,Night_Headway,Night_Hours,Config,Fare
        83, 11217    ,        10,  20.00000,   0.00000,   0.00000,   0.00000,         0,     11217,    2.04
        84, 13109    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,     13109,    2.04
        85, 13209    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,     13209,    2.04
        86, 14106    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,     14106,    2.04
        87, 14206    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         2,     14206,    2.04
        88, 18102    ,        10,  30.00000,  30.00000,  30.00000,   0.00000,         0,     18102,    2.04
        89, 25112    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,     25112,    2.04
        90, 25212    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,     25212,    2.04
        91, 27111    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,     27111,    2.04
        92, 27211    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,     27211,    2.04
        93, 28103    ,        10,  20.00000,  30.00000,  30.00000,  30.00000,         5,     28103,    2.04
        94, 28203    ,        10,  18.00000,  23.00000,  30.00000,  30.00000,         4,     28203,    2.04
        95, 30111    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         5,     30111,    2.04
        96, 30211    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         5,     30211,    2.04
        97, 31112    ,        10,  30.00000,  30.00000,   0.00000,  30.00000,         1,     31112,    2.04
        98, 31212    ,        10,  30.00000,  30.00000,   0.00000,  30.00000,         1,     31212,    2.04
        99, 35104    ,        10,  30.00000,  15.00000,  30.00000,  30.00000,         5,     35104,    2.04
       100, 35204    ,        10,  30.00000,  15.00000,  30.00000,  30.00000,         5,     35204,    2.04
       101, 41108    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,     41108,    2.04
       102, 41111    ,        10,  15.00000,   0.00000,   0.00000,   0.00000,         0,     41111,    2.04
       103, 41208    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,     41208,    2.04
       104, 41211    ,        10,   0.00000,  15.00000,   0.00000,   0.00000,         0,     41211,    2.04
       105, 44105    ,        10,   0.00000,  15.00000,   0.00000,   0.00000,         0,     44105,    2.04
       106, 44106    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,     44106,    2.04
       107, 44205    ,        10,  22.50000,   0.00000,   0.00000,   0.00000,         0,     44205,    2.04
       108, 44206    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,     44206,    2.04
       109, 83102    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         1,     83102,    2.04
       110, 83202    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         1,     83202,    2.04
       111, 84104    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,     84104,    2.04
       112, 84204    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,     84204,    2.04
       113, 88101    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,     88101,    2.04
       114,101102    ,        10,   0.00000,   0.00000,  30.00000,  30.00000,         3,    101102,    1.59
       115,101103    ,        10,  30.00000,  30.00000,   0.00000,   0.00000,         0,    101103,    1.59
       116,101202    ,        10,   0.00000,   0.00000,  30.00000,  30.00000,         3,    101202,    1.59
       117,101203    ,        10,  30.00000,  30.00000,   0.00000,   0.00000,         0,    101203,    1.59
       118,105104    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,    105104,    2.04
       119,105204    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,    105204,    2.04
       120,115108    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,    115108,    2.04
       121,115208    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,    115208,    2.04
       122,276104    ,        10,  15.00000,  15.00000,  15.00000,  10.00000,         5,    276104,    0.91
       123,276204    ,        10,  15.00000,  15.00000,  15.00000,  10.00000,         5,    276204,    0.91
       124,302113    ,        10,  20.00000,  20.00000,  20.00000,  30.00000,         5,    302113,    1.59
       125,302213    ,        10,  20.00000,  20.00000,  20.00000,  30.00000,         5,    302213,    1.59
       126,303108    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         5,    303108,    1.59
       127,303208    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         5,    303208,    1.59
       128,304107    ,        10,  60.00000,  60.00000,  90.00000,  60.00000,         1,    304107,    1.59
       129,304108    ,        10,  60.00000,  60.00000, 180.00000,  60.00000,         2,    304108,    1.59
       130,304109    ,        10, 180.00000, 180.00000,   0.00000,   0.00000,         0,    304109,    1.59
       131,304207    ,        10,  60.00000,  90.00000,  90.00000,  60.00000,         1,    304207,    1.59
       132,304208    ,        10,  90.00000,  90.00000, 180.00000,  60.00000,         2,    304208,    1.59
       133,304209    ,        10, 180.00000, 180.00000,   0.00000,   0.00000,         0,    304209,    1.59
       134,305107    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         6,    305107,    1.59
       135,305207    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         6,    305207,    1.59
       136,306107    ,        10,  30.00000,  30.00000,  60.00000,  60.00000,         4,    306107,    1.59
       137,306207    ,        10,  30.00000,  30.00000,  60.00000,  60.00000,         4,    306207,    1.59
       138,308105    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         3,    308105,    1.59
       139,308205    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         3,    308205,    1.59
       140,309115    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,    309115,    1.59
       141,309215    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,    309215,    1.59
       142,311110    ,        10,  60.00000,  60.00000,   0.00000,   0.00000,         0,    311110,    1.59
       143,311210    ,        10,  60.00000,  60.00000, 180.00000,   0.00000,         0,    311210,    1.59
       144,313116    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         1,    313116,    1.59
       145,313216    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         1,    313216,    1.59
       146,315112    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         4,    315112,    1.59
       147,315212    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         4,    315212,    1.59
       148,316106    ,        10,  30.00000,  30.00000,  30.00000,   0.00000,         0,    316106,    1.59
       149,318109    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         3,    318109,    1.59
       150,318209    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         3,    318209,    1.59
       151,323102    ,        10,   0.00000,   0.00000, 120.00000,   0.00000,         0,    323102,    1.59
       152,323103    ,        10,  60.00000,  60.00000,   0.00000,   0.00000,         0,    323103,    1.59
       153,323202    ,        10,   0.00000,   0.00000, 120.00000,   0.00000,         0,    323202,    1.59
       154,323203    ,        10,  60.00000,  60.00000,   0.00000,   0.00000,         0,    323203,    1.59
       155,325109    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         3,    325109,    1.59
       156,325110    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,    325110,    1.59
       157,325209    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         3,    325209,    1.59
       158,325210    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,    325210,    1.59
       159,332108    ,        10,  22.00000,  22.00000,  30.00000,  30.00000,         5,    332108,    1.59
       160,332109    ,        10,  30.00000,   0.00000,   0.00000,   0.00000,         0,    332109,    1.59
       161,332208    ,        10,  22.00000,  22.00000,  30.00000,  30.00000,         4,    332208,    1.59
       162,332209    ,        10,   0.00000,  30.00000, 180.00000,   0.00000,         0,    332209,    1.59
       163,334107    ,        10,  40.00000,  40.00000,  40.00000,  40.00000,         3,    334107,    1.59
       164,335103    ,        10,  40.00000,  40.00000,   0.00000,   0.00000,         0,    335103,    1.59
       165,347110    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,    347110,    1.59
       166,347210    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         2,    347210,    1.59
       167,351106    ,        10,  20.00000,  20.00000,  20.00000,  30.00000,         5,    351106,    1.59
       168,352108    ,        10,  20.00000,  20.00000,  20.00000,  30.00000,         5,    352108,    1.59
       169,353107    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         3,    353107,    1.59
       170,353207    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         3,    353207,    1.59
       171,354106    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    354106,    1.59
       172,354206    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    354206,    1.59
       173,355104    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         2,    355104,    1.59
       174,356103    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         4,    356103,    1.59
       175,357105    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,    357105,    1.59
       176,358106    ,        10, 120.00000, 120.00000, 120.00000, 120.00000,         2,    358106,    1.59
       177,359105    ,        10, 120.00000, 120.00000, 120.00000, 120.00000,         2,    359105,    1.59
       178,371107    ,        10,  90.00000,  90.00000, 360.00000,   0.00000,         0,    371107,    1.59
       179,371207    ,        10,  90.00000,  90.00000, 360.00000,   0.00000,         0,    371207,    1.59
       180,388108    ,        10, 120.00000, 120.00000, 120.00000, 120.00000,         4,    388108,    1.59
       181,388208    ,        10, 120.00000, 120.00000, 120.00000, 120.00000,         4,    388208,    1.59
       182,389101    ,        10, 120.00000, 120.00000, 120.00000, 120.00000,         4,    389101,    1.59
       183,389201    ,        10, 120.00000, 120.00000, 120.00000, 120.00000,         4,    389201,    1.59
       184,392104    ,        10,  30.00000,  30.00000,  60.00000,   0.00000,         0,    392104,    1.59
       185,392204    ,        10,  30.00000,  30.00000,  60.00000,   0.00000,         0,    392204,    1.59
       186,395106    ,        10, 180.00000, 180.00000, 180.00000, 180.00000,         3,    395106,    1.59
       187,395206    ,        10, 180.00000, 180.00000, 180.00000, 180.00000,         3,    395206,    1.59
       188,444103    ,        10,   0.00000,  90.00000,   0.00000,   0.00000,         0,    444103,    1.59
       189,444203    ,        10,  90.00000,   0.00000,   0.00000,   0.00000,         0,    444203,    1.59
       190,445107    ,        10,  90.00000, 180.00000,   0.00000,   0.00000,         0,    445107,    1.59
       191,445207    ,        10,  90.00000,  90.00000,   0.00000,   0.00000,         0,    445207,    1.59
       192,446102    ,        10,   0.00000,  90.00000,   0.00000,   0.00000,         0,    446102,    1.59
       193,446202    ,        10,  90.00000,   0.00000,   0.00000,   0.00000,         0,    446202,    1.59
       194,701105    ,        10,  15.00000,  15.00000,  15.00000,  45.00000,         4,    701105,    2.04
       195,701205    ,        10,  15.00000,  15.00000,  15.00000,  45.00000,         4,    701205,    2.04
       196,704107    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,    704107,    2.04
       197,704109    ,        10,  90.00000,  90.00000,   0.00000,   0.00000,         0,    704109,    2.04
       198,704207    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,    704207,    2.04
       199,705104    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,    705104,    2.04
       200,705106    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         5,    705106,    2.04
       201,705204    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         1,    705204,    2.04
       202,705206    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         5,    705206,    2.04
       203,707113    ,        10,   0.00000,  60.00000,  60.00000,  60.00000,         1,    707113,    2.04
       204,707213    ,        10,   0.00000,  60.00000,  60.00000,   0.00000,         0,    707213,    2.04
       205,709104    ,        10,  30.00000,  30.00000,  30.00000,   0.00000,         0,    709104,    2.04
       206,709110    ,        10,  10.00000,  10.00000,  15.00000,  30.00000,         4,    709110,    2.04
       207,709114    ,        10,  30.00000,  60.00000,   0.00000,  60.00000,         1,    709114,    2.04
       208,709204    ,        10,  30.00000,  30.00000,  30.00000,   0.00000,         0,    709204,    2.04
       209,709210    ,        10,  10.00000,  10.00000,  15.00000,  30.00000,         4,    709210,    2.04
       210,709214    ,        10,  45.00000,  60.00000,   0.00000,   0.00000,         0,    709214,    2.04
       211,712105    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         3,    712105,    2.04
       212,712106    ,        10,   0.00000,  30.00000,   0.00000,   0.00000,         0,    712106,    2.04
       213,712205    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         3,    712205,    2.04
       214,712206    ,        10,  30.00000,   0.00000,   0.00000,   0.00000,         0,    712206,    2.04
       215,815101    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         4,    815101,    2.04
       216,815201    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         4,    815201,    2.04
       217,816102    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    816102,    2.04
       218,816202    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         1,    816202,    2.04
       219,832103    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         1,    832103,    2.04
       220,833103    ,        10,   0.00000,  45.00000,  45.00000,   0.00000,         0,    833103,    2.04
       221,833105    ,        10,  60.00000,   0.00000,   0.00000,   0.00000,         0,    833105,    2.04
       222,833203    ,        10,   0.00000,  45.00000,  45.00000,   0.00000,         0,    833203,    2.04
       223,833205    ,        10,  60.00000,   0.00000,   0.00000,   0.00000,         0,    833205,    2.04
       224,834105    ,        10,  90.00000,   0.00000, 180.00000,   0.00000,         0,    834105,    2.04
       225,848103    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         4,    848103,    2.04
       226,848203    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         4,    848203,    2.04
       227,851102    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         1,    851102,    2.04
       228,851202    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         1,    851202,    2.04
       229,854107    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         4,    854107,    2.04
       230,854111    ,        10,  30.00000,  30.00000,  30.00000,   0.00000,         0,    854111,    2.04
       231,854207    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         4,    854207,    2.04
       232,854211    ,        10,  30.00000,  30.00000,  30.00000,   0.00000,         0,    854211,    2.04
       233,855104    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,    855104,    2.04
       234,855204    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,    855204,    2.04
       235,856103    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         6,    856103,    2.04
       236,856203    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         8,    856203,    2.04
       237,864104    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         5,    864104,    2.04
       238,864106    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,    864106,    2.04
       239,864204    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         5,    864204,    2.04
       240,864206    ,        10,  60.00000,  60.00000,  60.00000,   0.00000,         0,    864206,    2.04
       241,871102    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         4,    871102,    2.04
       242,872103    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         4,    872103,    2.04
       243,874105    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         5,    874105,    2.04
       244,875105    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,    875105,    2.04
       245,901104    ,        10,  15.00000,  15.00000,  30.00000,  30.00000,         6,    901104,    2.04
       246,901204    ,        10,  15.00000,  15.00000,  30.00000,  30.00000,         6,    901204,    2.04
       247,904101    ,        10,   0.00000,  60.00000,  60.00000,   0.00000,         0,    904101,    2.04
       248,904201    ,        10,   0.00000,  60.00000,  60.00000,   0.00000,         0,    904201,    2.04
       249,905118    ,        10,  45.00000,  45.00000,  60.00000,  30.00000,         3,    905118,    2.04
       250,905119    ,        10,  40.00000,  45.00000,  60.00000,   0.00000,         0,    905119,    2.04
       251,905218    ,        10,  30.00000,  45.00000,  60.00000,  30.00000,         4,    905218,    2.04
       252,905219    ,        10,  90.00000,  45.00000,  60.00000,   0.00000,         0,    905219,    2.04
       253,906104    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,    906104,    2.04
       254,907102    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,    907102,    2.04
       255,916102    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         4,    916102,    2.04
       256,916103    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         2,    916103,    2.04
       257,917103    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         4,    917103,    2.04
       258,917104    ,        10,  60.00000,  60.00000,   0.00000,   0.00000,         0,    917104,    2.04
       259,921117    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         1,    921117,    2.04
       260,921217    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         1,    921217,    2.04
       261,923104    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    923104,    2.04
       262,923204    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    923204,    2.04
       263,928104    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,    928104,    2.04
       264,928204    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,    928204,    2.04
       265,929110    ,        10,  15.00000,  12.00000,  14.00000,  30.00000,         7,    929110,    2.04
       266,929210    ,        10,  15.00000,  12.00000,  14.00000,  30.00000,         7,    929210,    2.04
       267,932104    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,    932104,    2.04
       268,932204    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,    932204,    2.04
       269,933104    ,        10,  15.00000,  12.00000,  12.00000,  30.00000,         7,    933104,    2.04
       270,934104    ,        10,  12.00000,  15.00000,  12.00000,  30.00000,         7,    934104,    2.04
       271,936103    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,    936103,    2.04
       272,936203    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         4,    936203,    2.04
       273,944101    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    944101,    2.04
       274,944201    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    944201,    2.04
       275,945101    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    945101,    2.04
       276,945102    ,        10,   0.00000,  90.00000,   0.00000,   0.00000,         0,    945102,    2.04
       277,945201    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    945201,    2.04
       278,945202    ,        10,  90.00000,   0.00000,   0.00000,   0.00000,         0,    945202,    2.04
       279,955102    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,    955102,    2.04
       280,955202    ,        10,  15.00000,  15.00000,  15.00000,  30.00000,         6,    955202,    2.04
       281,961103    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,    961103,    2.04
       282,961104    ,        10,  30.00000,  30.00000,  30.00000,   0.00000,         0,    961104,    2.04
       283,961203    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         3,    961203,    2.04
       284,961204    ,        10,  30.00000,  30.00000,  30.00000,   0.00000,         0,    961204,    2.04
       285,962104    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         5,    962104,    2.04
       286,962204    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         5,    962204,    2.04
       287,963103    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,    963103,    2.04
       288,963203    ,        10,  30.00000,  30.00000,  30.00000,  60.00000,         4,    963203,    2.04
       289,964104    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    964104,    2.04
       290,964204    ,        10,  30.00000,  30.00000,  30.00000,  30.00000,         2,    964204,    2.04
       291,965106    ,        10,  35.00000,  40.00000,  35.00000,  30.00000,         3,    965106,    2.04
       292,967102    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         4,    967102,    2.04
       293,968101    ,        10,  60.00000,  60.00000,  60.00000,  60.00000,         4,    968101,    2.04
