Azone,Bzone,Czone,Marea
12,410,NA,SD-Urban-TransitService
12,411,NA,SD-Urban-TransitService
12,412,NA,None
12,413,NA,None
12,414,NA,SD-Urban-TransitService
18,415,NA,None
19,416,NA,SD-Urban-TransitService
18,417,NA,None
18,418,NA,SD-Urban-TransitService
18,419,NA,SD-Urban-TransitService
19,420,NA,None
12,421,NA,SD-Urban-TransitService
12,422,NA,SD-Urban-TransitService
18,423,NA,SD-Urban-TransitService
12,424,NA,None
12,425,NA,None
18,426,NA,None
12,427,NA,SD-Urban-TransitService
12,428,NA,SD-Urban-TransitService
12,429,NA,SD-Urban-TransitService
12,430,NA,None
19,431,NA,None
18,432,NA,SD-Urban-TransitService
18,433,NA,SD-Urban-TransitService
12,434,NA,None
12,435,NA,SD-Urban-TransitService
18,436,NA,None
12,437,NA,SD-Urban-TransitService
18,438,NA,None
18,439,NA,SD-Urban-TransitService
18,440,NA,None
12,441,NA,SD-Urban-TransitService
19,442,NA,None
12,443,NA,SD-Urban-TransitService
12,444,NA,SD-Urban-TransitService
12,445,NA,None
12,446,NA,None
18,447,NA,None
19,448,NA,None
12,449,NA,SD-Urban-TransitService
18,450,NA,None
12,451,NA,SD-Urban-TransitService
12,452,NA,SD-Urban-TransitService
12,453,NA,SD-Urban-TransitService
19,454,NA,None
18,455,NA,SD-Urban-TransitService
18,456,NA,None
12,457,NA,SD-Urban-TransitService
12,458,NA,None
12,459,NA,SD-Urban-TransitService
18,460,NA,SD-Urban-TransitService
18,461,NA,SD-Urban-TransitService
18,462,NA,None
12,463,NA,SD-Urban-TransitService
12,464,NA,SD-Urban-TransitService
18,465,NA,SD-Urban-TransitService
12,466,NA,SD-Urban-TransitService
18,467,NA,None
18,468,NA,SD-Urban-TransitService
12,469,NA,SD-Urban-TransitService
18,470,NA,SD-Urban-TransitService
12,471,NA,None
19,472,NA,None
19,473,NA,None
12,474,NA,SD-Urban-TransitService
19,475,NA,None
18,476,NA,None
19,477,NA,None
19,478,NA,None
19,479,NA,None
18,480,NA,SD-Urban-TransitService
19,481,NA,None
12,482,NA,None
18,483,NA,SD-Urban-TransitService
12,484,NA,SD-Urban-TransitService
19,485,NA,None
19,486,NA,None
18,487,NA,SD-Urban-TransitService
19,488,NA,None
12,489,NA,None
18,490,NA,None
7,491,NA,None
19,492,NA,SD-Urban-TransitService
12,493,NA,SD-Urban-TransitService
12,494,NA,None
12,495,NA,None
12,496,NA,None
12,497,NA,None
12,498,NA,SD-Urban-TransitService
12,499,NA,SD-Urban-TransitService
19,500,NA,None
12,501,NA,SD-Urban-TransitService
12,502,NA,SD-Urban-TransitService
12,503,NA,SD-Urban-TransitService
12,504,NA,SD-Urban-TransitService
12,505,NA,None
18,506,NA,None
18,507,NA,SD-Urban-TransitService
18,508,NA,None
18,509,NA,None
19,510,NA,None
18,511,NA,SD-Urban-TransitService
19,512,NA,None
12,513,NA,SD-Urban-TransitService
12,514,NA,SD-Urban-TransitService
18,515,NA,SD-Urban-TransitService
18,516,NA,SD-Urban-TransitService
18,517,NA,None
18,518,NA,None
12,519,NA,SD-Urban-TransitService
12,520,NA,SD-Urban-TransitService
12,521,NA,SD-Urban-TransitService
19,522,NA,None
18,523,NA,SD-Urban-TransitService
12,524,NA,SD-Urban-TransitService
18,525,NA,SD-Urban-TransitService
12,526,NA,SD-Urban-TransitService
19,527,NA,None
19,528,NA,None
12,529,NA,None
18,530,NA,SD-Urban-TransitService
12,531,NA,None
18,532,NA,SD-Urban-TransitService
12,533,NA,SD-Urban-TransitService
18,534,NA,SD-Urban-TransitService
12,535,NA,SD-Urban-TransitService
18,536,NA,None
18,537,NA,None
18,538,NA,SD-Urban-TransitService
12,539,NA,SD-Urban-TransitService
18,540,NA,SD-Urban-TransitService
19,541,NA,None
12,542,NA,SD-Urban-TransitService
12,543,NA,SD-Urban-TransitService
12,544,NA,None
12,545,NA,None
12,546,NA,SD-Urban-TransitService
18,547,NA,SD-Urban-TransitService
12,548,NA,SD-Urban-TransitService
12,549,NA,SD-Urban-TransitService
18,550,NA,SD-Urban-TransitService
19,551,NA,None
12,552,NA,SD-Urban-TransitService
12,553,NA,SD-Urban-TransitService
12,554,NA,SD-Urban-TransitService
12,555,NA,None
19,556,NA,None
18,557,NA,SD-Urban-TransitService
18,558,NA,SD-Urban-TransitService
18,559,NA,None
18,560,NA,SD-Urban-TransitService
12,561,NA,SD-Urban-TransitService
12,562,NA,SD-Urban-TransitService
12,563,NA,SD-Urban-TransitService
19,564,NA,None
18,565,NA,None
12,566,NA,SD-Urban-TransitService
18,567,NA,SD-Urban-TransitService
19,568,NA,None
12,569,NA,SD-Urban-TransitService
18,570,NA,SD-Urban-TransitService
12,571,NA,SD-Urban-TransitService
12,572,NA,None
12,573,NA,None
12,574,NA,SD-Urban-TransitService
12,575,NA,None
18,576,NA,SD-Urban-TransitService
12,577,NA,SD-Urban-TransitService
18,578,NA,None
18,579,NA,SD-Urban-TransitService
12,580,NA,SD-Urban-TransitService
12,581,NA,None
19,582,NA,None
18,583,NA,None
12,584,NA,SD-Urban-TransitService
12,585,NA,SD-Urban-TransitService
18,586,NA,None
18,587,NA,None
12,588,NA,SD-Urban-TransitService
12,589,NA,None
18,590,NA,SD-Urban-TransitService
18,591,NA,SD-Urban-TransitService
12,592,NA,SD-Urban-TransitService
18,593,NA,None
12,594,NA,SD-Urban-TransitService
18,595,NA,SD-Urban-TransitService
19,596,NA,None
19,597,NA,None
12,598,NA,None
18,599,NA,None
18,600,NA,SD-Urban-TransitService
12,601,NA,SD-Urban-TransitService
18,602,NA,SD-Urban-TransitService
12,603,NA,SD-Urban-TransitService
19,604,NA,None
12,605,NA,SD-Urban-TransitService
12,606,NA,SD-Urban-TransitService
12,607,NA,SD-Urban-TransitService
12,608,NA,SD-Urban-TransitService
12,609,NA,SD-Urban-TransitService
18,610,NA,SD-Urban-TransitService
19,611,NA,None
12,612,NA,SD-Urban-TransitService
18,613,NA,SD-Urban-TransitService
18,614,NA,SD-Urban-TransitService
12,615,NA,None
19,616,NA,None
12,617,NA,SD-Urban-TransitService
12,618,NA,SD-Urban-TransitService
18,619,NA,None
18,620,NA,SD-Urban-TransitService
12,621,NA,SD-Urban-TransitService
12,622,NA,SD-Urban-TransitService
18,623,NA,None
18,624,NA,None
19,625,NA,None
12,626,NA,SD-Urban-TransitService
18,627,NA,SD-Urban-TransitService
18,628,NA,None
19,629,NA,None
12,630,NA,SD-Urban-TransitService
12,631,NA,SD-Urban-TransitService
12,632,NA,None
18,633,NA,None
12,634,NA,None
12,635,NA,SD-Urban-TransitService
12,636,NA,SD-Urban-TransitService
19,637,NA,None
19,638,NA,SD-Urban-TransitService
12,639,NA,None
12,640,NA,None
18,641,NA,SD-Urban-TransitService
18,642,NA,SD-Urban-TransitService
12,643,NA,SD-Urban-TransitService
18,644,NA,SD-Urban-TransitService
19,645,NA,None
12,646,NA,SD-Urban-TransitService
18,647,NA,None
12,648,NA,SD-Urban-TransitService
18,649,NA,None
18,650,NA,None
19,651,NA,None
18,652,NA,None
18,653,NA,None
12,654,NA,SD-Urban-TransitService
18,655,NA,None
19,656,NA,None
12,657,NA,SD-Urban-TransitService
12,658,NA,None
12,659,NA,SD-Urban-TransitService
12,660,NA,SD-Urban-TransitService
18,661,NA,None
19,662,NA,None
18,663,NA,None
12,664,NA,SD-Urban-TransitService
18,665,NA,None
18,666,NA,None
19,667,NA,None
12,668,NA,SD-Urban-TransitService
19,669,NA,None
12,670,NA,SD-Urban-TransitService
19,671,NA,None
18,672,NA,SD-Urban-TransitService
15,673,NA,None
12,674,NA,SD-Urban-TransitService
12,675,NA,None
18,676,NA,SD-Urban-TransitService
18,677,NA,SD-Urban-TransitService
18,678,NA,None
19,679,NA,None
12,680,NA,None
19,681,NA,None
19,682,NA,None
12,683,NA,None
12,684,NA,None
12,685,NA,None
12,686,NA,SD-Urban-TransitService
12,687,NA,SD-Urban-TransitService
18,688,NA,None
12,689,NA,None
12,690,NA,SD-Urban-TransitService
12,691,NA,SD-Urban-TransitService
19,692,NA,None
12,693,NA,SD-Urban-TransitService
12,694,NA,None
1,695,NA,None
12,696,NA,None
19,697,NA,None
1,698,NA,SD-Urban-TransitService
1,699,NA,SD-Urban-TransitService
19,700,NA,None
19,701,NA,None
12,702,NA,SD-Urban-TransitService
19,703,NA,None
7,704,NA,None
12,705,NA,None
12,706,NA,SD-Urban-TransitService
1,707,NA,None
18,708,NA,None
1,709,NA,SD-Urban-TransitService
19,710,NA,None
19,711,NA,None
12,712,NA,SD-Urban-TransitService
19,713,NA,SD-Urban-TransitService
19,714,NA,None
18,715,NA,None
19,716,NA,None
12,717,NA,None
12,718,NA,SD-Urban-TransitService
19,719,NA,None
19,720,NA,None
1,721,NA,None
19,722,NA,None
19,723,NA,None
12,724,NA,None
12,725,NA,SD-Urban-TransitService
12,726,NA,SD-Urban-TransitService
19,727,NA,None
19,728,NA,None
19,729,NA,None
12,730,NA,SD-Urban-TransitService
1,731,NA,SD-Urban-TransitService
18,732,NA,None
1,733,NA,SD-Urban-TransitService
18,734,NA,None
19,735,NA,None
1,736,NA,None
12,737,NA,None
19,738,NA,None
1,739,NA,SD-Urban-TransitService
12,740,NA,SD-Urban-TransitService
15,741,NA,None
12,742,NA,SD-Urban-TransitService
1,743,NA,SD-Urban-TransitService
1,744,NA,None
19,745,NA,SD-Urban-TransitService
18,746,NA,None
1,747,NA,None
19,748,NA,SD-Urban-TransitService
12,749,NA,SD-Urban-TransitService
7,750,NA,None
12,751,NA,SD-Urban-TransitService
15,752,NA,None
18,753,NA,None
7,754,NA,None
1,755,NA,SD-Urban-TransitService
19,756,NA,SD-Urban-TransitService
7,757,NA,None
12,758,NA,SD-Urban-TransitService
18,759,NA,SD-Urban-TransitService
19,760,NA,None
1,761,NA,SD-Urban-TransitService
18,762,NA,SD-Urban-TransitService
18,763,NA,None
19,764,NA,SD-Urban-TransitService
1,765,NA,None
1,766,NA,None
7,767,NA,None
15,768,NA,None
1,769,NA,None
15,770,NA,None
18,771,NA,None
12,772,NA,None
1,773,NA,None
19,774,NA,None
18,775,NA,None
18,776,NA,SD-Urban-TransitService
19,777,NA,None
15,778,NA,None
19,779,NA,None
18,780,NA,SD-Urban-TransitService
1,781,NA,None
1,782,NA,SD-Urban-TransitService
1,783,NA,SD-Urban-TransitService
19,784,NA,SD-Urban-TransitService
18,785,NA,SD-Urban-TransitService
1,786,NA,SD-Urban-TransitService
7,787,NA,None
7,788,NA,SD-Urban-TransitService
1,789,NA,None
1,790,NA,None
1,791,NA,SD-Urban-TransitService
12,792,NA,None
1,793,NA,SD-Urban-TransitService
19,794,NA,None
1,795,NA,None
18,796,NA,None
7,797,NA,None
1,798,NA,SD-Urban-TransitService
19,799,NA,SD-Urban-TransitService
19,800,NA,SD-Urban-TransitService
18,801,NA,SD-Urban-TransitService
19,802,NA,None
19,803,NA,None
1,804,NA,None
7,805,NA,None
18,806,NA,SD-Urban-TransitService
7,807,NA,None
1,808,NA,SD-Urban-TransitService
1,809,NA,SD-Urban-TransitService
19,810,NA,None
19,811,NA,None
15,812,NA,None
1,813,NA,None
18,814,NA,SD-Urban-TransitService
1,815,NA,None
15,816,NA,None
1,817,NA,SD-Urban-TransitService
1,818,NA,SD-Urban-TransitService
19,819,NA,None
15,820,NA,SD-Urban-TransitService
7,821,NA,None
15,822,NA,None
1,823,NA,SD-Urban-TransitService
18,824,NA,None
7,825,NA,SD-Urban-TransitService
18,826,NA,None
7,827,NA,SD-Urban-TransitService
1,828,NA,SD-Urban-TransitService
1,829,NA,SD-Urban-TransitService
18,830,NA,SD-Urban-TransitService
1,831,NA,SD-Urban-TransitService
15,832,NA,SD-Urban-TransitService
7,833,NA,None
19,834,NA,None
1,835,NA,SD-Urban-TransitService
18,836,NA,None
7,837,NA,SD-Urban-TransitService
7,838,NA,None
18,839,NA,None
7,840,NA,SD-Urban-TransitService
1,841,NA,SD-Urban-TransitService
18,842,NA,SD-Urban-TransitService
1,843,NA,None
19,844,NA,None
15,845,NA,None
19,846,NA,None
15,847,NA,None
15,848,NA,None
1,849,NA,SD-Urban-TransitService
19,850,NA,None
7,851,NA,SD-Urban-TransitService
15,852,NA,None
7,853,NA,None
1,854,NA,SD-Urban-TransitService
1,855,NA,SD-Urban-TransitService
1,856,NA,None
15,857,NA,None
1,858,NA,None
1,859,NA,SD-Urban-TransitService
1,860,NA,None
7,861,NA,None
15,862,NA,None
19,863,NA,None
7,864,NA,None
7,865,NA,SD-Urban-TransitService
15,866,NA,SD-Urban-TransitService
15,867,NA,None
18,868,NA,SD-Urban-TransitService
7,869,NA,None
19,870,NA,None
15,871,NA,SD-Urban-TransitService
1,872,NA,SD-Urban-TransitService
1,873,NA,None
18,874,NA,SD-Urban-TransitService
7,875,NA,SD-Urban-TransitService
7,876,NA,SD-Urban-TransitService
15,877,NA,None
7,878,NA,None
15,879,NA,SD-Urban-TransitService
1,880,NA,SD-Urban-TransitService
18,881,NA,SD-Urban-TransitService
1,882,NA,None
1,883,NA,SD-Urban-TransitService
1,884,NA,SD-Urban-TransitService
7,885,NA,None
7,886,NA,None
18,887,NA,SD-Urban-TransitService
7,888,NA,None
15,889,NA,SD-Urban-TransitService
18,890,NA,SD-Urban-TransitService
7,891,NA,SD-Urban-TransitService
15,892,NA,SD-Urban-TransitService
1,893,NA,None
15,894,NA,SD-Urban-TransitService
1,895,NA,SD-Urban-TransitService
7,896,NA,None
15,897,NA,None
15,898,NA,SD-Urban-TransitService
15,899,NA,SD-Urban-TransitService
1,900,NA,SD-Urban-TransitService
7,901,NA,None
7,902,NA,None
7,903,NA,None
1,904,NA,None
19,905,NA,SD-Urban-TransitService
19,906,NA,SD-Urban-TransitService
18,907,NA,SD-Urban-TransitService
15,908,NA,None
7,909,NA,None
7,910,NA,None
15,911,NA,SD-Urban-TransitService
7,912,NA,None
7,913,NA,None
19,914,NA,SD-Urban-TransitService
15,915,NA,None
1,916,NA,None
7,917,NA,SD-Urban-TransitService
15,918,NA,None
7,919,NA,None
1,920,NA,SD-Urban-TransitService
7,921,NA,None
15,922,NA,None
15,923,NA,SD-Urban-TransitService
7,924,NA,None
18,925,NA,SD-Urban-TransitService
7,926,NA,SD-Urban-TransitService
1,927,NA,SD-Urban-TransitService
1,928,NA,None
7,929,NA,None
15,930,NA,SD-Urban-TransitService
18,931,NA,SD-Urban-TransitService
7,932,NA,None
7,933,NA,SD-Urban-TransitService
15,934,NA,SD-Urban-TransitService
7,935,NA,None
18,936,NA,SD-Urban-TransitService
15,937,NA,SD-Urban-TransitService
1,938,NA,SD-Urban-TransitService
1,939,NA,None
15,940,NA,SD-Urban-TransitService
15,941,NA,None
15,942,NA,None
7,943,NA,SD-Urban-TransitService
1,944,NA,SD-Urban-TransitService
7,945,NA,None
1,946,NA,None
15,947,NA,None
7,948,NA,SD-Urban-TransitService
7,949,NA,SD-Urban-TransitService
15,950,NA,SD-Urban-TransitService
1,951,NA,SD-Urban-TransitService
7,952,NA,SD-Urban-TransitService
15,953,NA,SD-Urban-TransitService
7,954,NA,None
19,955,NA,None
18,956,NA,SD-Urban-TransitService
18,957,NA,SD-Urban-TransitService
15,958,NA,None
7,959,NA,SD-Urban-TransitService
7,960,NA,SD-Urban-TransitService
1,961,NA,SD-Urban-TransitService
15,962,NA,None
15,963,NA,SD-Urban-TransitService
15,964,NA,SD-Urban-TransitService
15,965,NA,SD-Urban-TransitService
7,966,NA,None
7,967,NA,SD-Urban-TransitService
15,968,NA,SD-Urban-TransitService
1,969,NA,SD-Urban-TransitService
1,970,NA,SD-Urban-TransitService
7,971,NA,None
7,972,NA,SD-Urban-TransitService
15,973,NA,SD-Urban-TransitService
15,974,NA,SD-Urban-TransitService
7,975,NA,SD-Urban-TransitService
15,976,NA,SD-Urban-TransitService
15,977,NA,SD-Urban-TransitService
15,978,NA,SD-Urban-TransitService
7,979,NA,None
7,980,NA,SD-Urban-TransitService
15,981,NA,SD-Urban-TransitService
18,982,NA,SD-Urban-TransitService
1,983,NA,SD-Urban-TransitService
7,984,NA,SD-Urban-TransitService
18,985,NA,SD-Urban-TransitService
18,986,NA,SD-Urban-TransitService
15,987,NA,SD-Urban-TransitService
15,988,NA,SD-Urban-TransitService
15,989,NA,None
7,990,NA,None
18,991,NA,None
15,992,NA,SD-Urban-TransitService
15,993,NA,SD-Urban-TransitService
1,994,NA,SD-Urban-TransitService
15,995,NA,SD-Urban-TransitService
19,996,NA,None
15,997,NA,SD-Urban-TransitService
1,998,NA,SD-Urban-TransitService
7,999,NA,SD-Urban-TransitService
15,1000,NA,SD-Urban-TransitService
15,1001,NA,SD-Urban-TransitService
1,1002,NA,SD-Urban-TransitService
7,1003,NA,SD-Urban-TransitService
7,1004,NA,SD-Urban-TransitService
7,1005,NA,SD-Urban-TransitService
15,1006,NA,SD-Urban-TransitService
15,1007,NA,SD-Urban-TransitService
7,1008,NA,None
7,1009,NA,SD-Urban-TransitService
15,1010,NA,SD-Urban-TransitService
7,1011,NA,SD-Urban-TransitService
1,1012,NA,SD-Urban-TransitService
15,1013,NA,SD-Urban-TransitService
15,1014,NA,None
7,1015,NA,SD-Urban-TransitService
1,1016,NA,SD-Urban-TransitService
7,1017,NA,None
15,1018,NA,SD-Urban-TransitService
7,1019,NA,SD-Urban-TransitService
15,1020,NA,SD-Urban-TransitService
7,1021,NA,SD-Urban-TransitService
7,1022,NA,SD-Urban-TransitService
15,1023,NA,SD-Urban-TransitService
15,1024,NA,None
15,1025,NA,SD-Urban-TransitService
15,1026,NA,None
19,1027,NA,None
15,1028,NA,SD-Urban-TransitService
15,1029,NA,SD-Urban-TransitService
15,1030,NA,SD-Urban-TransitService
15,1031,NA,SD-Urban-TransitService
1,1032,NA,SD-Urban-TransitService
15,1033,NA,SD-Urban-TransitService
7,1034,NA,SD-Urban-TransitService
7,1035,NA,SD-Urban-TransitService
7,1036,NA,SD-Urban-TransitService
7,1037,NA,SD-Urban-TransitService
15,1038,NA,SD-Urban-TransitService
1,1039,NA,SD-Urban-TransitService
1,1040,NA,SD-Urban-TransitService
15,1041,NA,SD-Urban-TransitService
7,1042,NA,SD-Urban-TransitService
15,1043,NA,None
1,1044,NA,SD-Urban-TransitService
1,1045,NA,None
1,1046,NA,SD-Urban-TransitService
15,1047,NA,SD-Urban-TransitService
7,1048,NA,SD-Urban-TransitService
1,1049,NA,SD-Urban-TransitService
1,1050,NA,SD-Urban-TransitService
