Azone,Bzone,Czone,Marea
1,1051,NA,SD-Urban-TransitService
1,1052,NA,SD-Urban-TransitService
7,1053,NA,SD-Urban-TransitService
7,1054,NA,SD-Urban-TransitService
1,1055,NA,SD-Urban-TransitService
15,1056,NA,None
1,1057,NA,SD-Urban-TransitService
15,1058,NA,SD-Urban-TransitService
7,1059,NA,SD-Urban-TransitService
18,1060,NA,SD-Urban-TransitService
15,1061,NA,SD-Urban-TransitService
7,1062,NA,SD-Urban-TransitService
7,1063,NA,SD-Urban-TransitService
7,1064,NA,SD-Urban-TransitService
15,1065,NA,None
7,1066,NA,SD-Urban-TransitService
7,1067,NA,SD-Urban-TransitService
1,1068,NA,SD-Urban-TransitService
15,1069,NA,SD-Urban-TransitService
1,1070,NA,SD-Urban-TransitService
7,1071,NA,None
7,1072,NA,None
1,1073,NA,SD-Urban-TransitService
7,1074,NA,SD-Urban-TransitService
15,1075,NA,None
15,1076,NA,SD-Urban-TransitService
15,1077,NA,SD-Urban-TransitService
7,1078,NA,SD-Urban-TransitService
15,1079,NA,SD-Urban-TransitService
1,1080,NA,SD-Urban-TransitService
15,1081,NA,SD-Urban-TransitService
7,1082,NA,None
7,1083,NA,SD-Urban-TransitService
15,1084,NA,None
7,1085,NA,SD-Urban-TransitService
15,1086,NA,SD-Urban-TransitService
19,1087,NA,None
1,1088,NA,SD-Urban-TransitService
7,1089,NA,SD-Urban-TransitService
1,1090,NA,SD-Urban-TransitService
7,1091,NA,SD-Urban-TransitService
19,1092,NA,SD-Urban-TransitService
15,1093,NA,SD-Urban-TransitService
7,1094,NA,None
7,1095,NA,SD-Urban-TransitService
1,1096,NA,None
1,1097,NA,SD-Urban-TransitService
7,1098,NA,SD-Urban-TransitService
1,1099,NA,SD-Urban-TransitService
1,1100,NA,SD-Urban-TransitService
15,1101,NA,None
7,1102,NA,SD-Urban-TransitService
15,1103,NA,None
19,1104,NA,None
1,1105,NA,SD-Urban-TransitService
1,1106,NA,None
7,1107,NA,SD-Urban-TransitService
7,1108,NA,SD-Urban-TransitService
1,1109,NA,SD-Urban-TransitService
19,1110,NA,SD-Urban-TransitService
1,1111,NA,SD-Urban-TransitService
7,1112,NA,SD-Urban-TransitService
7,1113,NA,SD-Urban-TransitService
7,1114,NA,SD-Urban-TransitService
7,1115,NA,None
7,1116,NA,SD-Urban-TransitService
7,1117,NA,SD-Urban-TransitService
7,1118,NA,SD-Urban-TransitService
1,1119,NA,None
15,1120,NA,None
7,1121,NA,None
7,1122,NA,SD-Urban-TransitService
7,1123,NA,SD-Urban-TransitService
1,1124,NA,None
7,1125,NA,SD-Urban-TransitService
15,1126,NA,SD-Urban-TransitService
7,1127,NA,SD-Urban-TransitService
7,1128,NA,SD-Urban-TransitService
7,1129,NA,SD-Urban-TransitService
19,1130,NA,None
7,1131,NA,SD-Urban-TransitService
1,1132,NA,None
7,1133,NA,SD-Urban-TransitService
7,1134,NA,SD-Urban-TransitService
7,1135,NA,SD-Urban-TransitService
15,1136,NA,None
7,1137,NA,None
1,1138,NA,None
15,1139,NA,None
19,1140,NA,None
7,1141,NA,SD-Urban-TransitService
7,1142,NA,SD-Urban-TransitService
7,1143,NA,SD-Urban-TransitService
1,1144,NA,SD-Urban-TransitService
19,1145,NA,None
19,1146,NA,None
1,1147,NA,SD-Urban-TransitService
7,1148,NA,SD-Urban-TransitService
7,1149,NA,SD-Urban-TransitService
1,1150,NA,SD-Urban-TransitService
7,1151,NA,SD-Urban-TransitService
7,1152,NA,SD-Urban-TransitService
7,1153,NA,SD-Urban-TransitService
15,1154,NA,None
1,1155,NA,SD-Urban-TransitService
7,1156,NA,SD-Urban-TransitService
7,1157,NA,SD-Urban-TransitService
7,1158,NA,SD-Urban-TransitService
19,1159,NA,None
1,1160,NA,None
1,1161,NA,SD-Urban-TransitService
7,1162,NA,None
7,1163,NA,SD-Urban-TransitService
19,1164,NA,None
7,1165,NA,SD-Urban-TransitService
7,1166,NA,SD-Urban-TransitService
7,1167,NA,SD-Urban-TransitService
7,1168,NA,SD-Urban-TransitService
15,1169,NA,None
1,1170,NA,SD-Urban-TransitService
7,1171,NA,SD-Urban-TransitService
7,1172,NA,SD-Urban-TransitService
1,1173,NA,SD-Urban-TransitService
7,1174,NA,SD-Urban-TransitService
15,1175,NA,None
7,1176,NA,SD-Urban-TransitService
15,1177,NA,None
7,1178,NA,SD-Urban-TransitService
7,1179,NA,SD-Urban-TransitService
19,1180,NA,None
19,1181,NA,None
1,1182,NA,None
7,1183,NA,SD-Urban-TransitService
7,1184,NA,None
1,1185,NA,None
1,1186,NA,SD-Urban-TransitService
7,1187,NA,SD-Urban-TransitService
1,1188,NA,None
7,1189,NA,SD-Urban-TransitService
7,1190,NA,SD-Urban-TransitService
1,1191,NA,None
19,1192,NA,None
7,1193,NA,SD-Urban-TransitService
19,1194,NA,None
19,1195,NA,None
7,1196,NA,SD-Urban-TransitService
7,1197,NA,SD-Urban-TransitService
7,1198,NA,SD-Urban-TransitService
19,1199,NA,None
7,1200,NA,SD-Urban-TransitService
1,1201,NA,None
19,1202,NA,SD-Urban-TransitService
7,1203,NA,SD-Urban-TransitService
19,1204,NA,None
1,1205,NA,SD-Urban-TransitService
7,1206,NA,SD-Urban-TransitService
19,1207,NA,None
19,1208,NA,SD-Urban-TransitService
1,1209,NA,None
7,1210,NA,SD-Urban-TransitService
7,1211,NA,SD-Urban-TransitService
1,1212,NA,SD-Urban-TransitService
7,1213,NA,SD-Urban-TransitService
7,1214,NA,SD-Urban-TransitService
15,1215,NA,None
1,1216,NA,None
19,1217,NA,None
19,1218,NA,None
19,1219,NA,None
7,1220,NA,None
7,1221,NA,SD-Urban-TransitService
7,1222,NA,SD-Urban-TransitService
7,1223,NA,SD-Urban-TransitService
7,1224,NA,SD-Urban-TransitService
7,1225,NA,SD-Urban-TransitService
7,1226,NA,SD-Urban-TransitService
1,1227,NA,None
7,1228,NA,SD-Urban-TransitService
7,1229,NA,None
7,1230,NA,None
7,1231,NA,SD-Urban-TransitService
19,1232,NA,SD-Urban-TransitService
1,1233,NA,None
1,1234,NA,None
7,1235,NA,SD-Urban-TransitService
1,1236,NA,None
7,1237,NA,SD-Urban-TransitService
15,1238,NA,None
7,1239,NA,None
7,1240,NA,SD-Urban-TransitService
7,1241,NA,SD-Urban-TransitService
7,1242,NA,None
7,1243,NA,SD-Urban-TransitService
7,1244,NA,SD-Urban-TransitService
1,1245,NA,None
19,1246,NA,None
7,1247,NA,None
7,1248,NA,None
19,1249,NA,SD-Urban-TransitService
1,1250,NA,SD-Urban-TransitService
15,1251,NA,None
7,1252,NA,SD-Urban-TransitService
7,1253,NA,SD-Urban-TransitService
1,1254,NA,SD-Urban-TransitService
1,1255,NA,None
1,1256,NA,None
7,1257,NA,SD-Urban-TransitService
1,1258,NA,SD-Urban-TransitService
7,1259,NA,SD-Urban-TransitService
1,1260,NA,None
15,1261,NA,SD-Urban-TransitService
7,1262,NA,None
7,1263,NA,None
15,1264,NA,None
7,1265,NA,None
1,1266,NA,SD-Urban-TransitService
19,1267,NA,None
7,1268,NA,SD-Urban-TransitService
14,1269,NA,SD-Urban-TransitService
7,1270,NA,None
7,1271,NA,None
7,1272,NA,None
19,1273,NA,None
15,1274,NA,None
7,1275,NA,SD-Urban-TransitService
1,1276,NA,SD-Urban-TransitService
7,1277,NA,None
7,1278,NA,None
1,1279,NA,None
1,1280,NA,None
7,1281,NA,None
1,1282,NA,None
1,1283,NA,None
1,1284,NA,None
7,1285,NA,SD-Urban-TransitService
1,1286,NA,None
15,1287,NA,SD-Urban-TransitService
15,1288,NA,None
7,1289,NA,None
1,1290,NA,SD-Urban-TransitService
7,1291,NA,None
7,1292,NA,SD-Urban-TransitService
19,1293,NA,None
19,1294,NA,None
7,1295,NA,None
19,1296,NA,None
7,1297,NA,None
7,1298,NA,None
19,1299,NA,None
7,1300,NA,None
7,1301,NA,None
7,1302,NA,SD-Urban-TransitService
7,1303,NA,None
19,1304,NA,SD-Urban-TransitService
19,1305,NA,None
7,1306,NA,None
7,1307,NA,None
1,1308,NA,None
19,1309,NA,None
1,1310,NA,None
7,1311,NA,None
1,1312,NA,None
19,1313,NA,None
1,1314,NA,SD-Urban-TransitService
19,1315,NA,None
7,1316,NA,None
1,1317,NA,SD-Urban-TransitService
7,1318,NA,None
19,1319,NA,None
1,1320,NA,SD-Urban-TransitService
19,1321,NA,None
19,1322,NA,None
1,1323,NA,SD-Urban-TransitService
1,1324,NA,None
1,1325,NA,None
1,1326,NA,None
7,1327,NA,SD-Urban-TransitService
7,1328,NA,None
7,1329,NA,None
7,1330,NA,None
7,1331,NA,None
1,1332,NA,None
7,1333,NA,None
1,1334,NA,None
7,1335,NA,SD-Urban-TransitService
15,1336,NA,None
7,1337,NA,None
1,1338,NA,None
19,1339,NA,SD-Urban-TransitService
19,1340,NA,None
15,1341,NA,None
19,1342,NA,None
7,1343,NA,None
19,1344,NA,None
1,1345,NA,SD-Urban-TransitService
1,1346,NA,SD-Urban-TransitService
19,1347,NA,None
19,1348,NA,None
1,1349,NA,None
7,1350,NA,None
1,1351,NA,SD-Urban-TransitService
14,1352,NA,SD-Urban-TransitService
7,1353,NA,None
19,1354,NA,None
7,1355,NA,SD-Urban-TransitService
19,1356,NA,None
7,1357,NA,None
7,1358,NA,None
1,1359,NA,SD-Urban-TransitService
1,1360,NA,None
19,1361,NA,None
1,1362,NA,None
1,1363,NA,SD-Urban-TransitService
15,1364,NA,None
7,1365,NA,None
7,1366,NA,None
1,1367,NA,SD-Urban-TransitService
7,1368,NA,None
19,1369,NA,None
19,1370,NA,None
19,1371,NA,None
7,1372,NA,None
19,1373,NA,None
19,1374,NA,SD-Urban-TransitService
14,1375,NA,SD-Urban-TransitService
19,1376,NA,None
19,1377,NA,None
19,1378,NA,None
7,1379,NA,None
19,1380,NA,None
7,1381,NA,None
1,1382,NA,None
7,1383,NA,None
19,1384,NA,None
19,1385,NA,None
19,1386,NA,None
19,1387,NA,None
1,1388,NA,SD-Urban-TransitService
19,1389,NA,None
6,1390,NA,None
1,1391,NA,None
1,1392,NA,SD-Urban-TransitService
6,1393,NA,SD-Urban-TransitService
19,1394,NA,None
6,1395,NA,None
1,1396,NA,None
6,1397,NA,SD-Urban-TransitService
1,1398,NA,SD-Urban-TransitService
19,1399,NA,None
1,1400,NA,SD-Urban-TransitService
1,1401,NA,SD-Urban-TransitService
7,1402,NA,None
7,1403,NA,None
1,1404,NA,None
6,1405,NA,SD-Urban-TransitService
19,1406,NA,None
19,1407,NA,None
19,1408,NA,None
7,1409,NA,None
1,1410,NA,SD-Urban-TransitService
19,1411,NA,SD-Urban-TransitService
19,1412,NA,SD-Urban-TransitService
19,1413,NA,None
19,1414,NA,None
6,1415,NA,None
19,1416,NA,None
19,1417,NA,None
19,1418,NA,None
14,1419,NA,None
19,1420,NA,None
6,1421,NA,None
7,1422,NA,None
6,1423,NA,SD-Urban-TransitService
6,1424,NA,SD-Urban-TransitService
19,1425,NA,None
6,1426,NA,None
7,1427,NA,SD-Urban-TransitService
1,1428,NA,SD-Urban-TransitService
1,1429,NA,SD-Urban-TransitService
19,1430,NA,None
1,1431,NA,SD-Urban-TransitService
19,1432,NA,None
19,1433,NA,None
1,1434,NA,SD-Urban-TransitService
19,1435,NA,None
7,1436,NA,None
19,1437,NA,None
6,1438,NA,SD-Urban-TransitService
1,1439,NA,SD-Urban-TransitService
7,1440,NA,SD-Urban-TransitService
7,1441,NA,SD-Urban-TransitService
19,1442,NA,None
19,1443,NA,None
7,1444,NA,None
6,1445,NA,SD-Urban-TransitService
7,1446,NA,SD-Urban-TransitService
6,1447,NA,SD-Urban-TransitService
6,1448,NA,SD-Urban-TransitService
6,1449,NA,SD-Urban-TransitService
1,1450,NA,SD-Urban-TransitService
6,1451,NA,None
6,1452,NA,SD-Urban-TransitService
6,1453,NA,None
7,1454,NA,None
19,1455,NA,SD-Urban-TransitService
6,1456,NA,SD-Urban-TransitService
6,1457,NA,SD-Urban-TransitService
19,1458,NA,None
14,1459,NA,None
19,1460,NA,None
19,1461,NA,None
19,1462,NA,None
6,1463,NA,SD-Urban-TransitService
6,1464,NA,SD-Urban-TransitService
6,1465,NA,SD-Urban-TransitService
19,1466,NA,None
6,1467,NA,None
6,1468,NA,SD-Urban-TransitService
6,1469,NA,SD-Urban-TransitService
19,1470,NA,None
19,1471,NA,None
13,1472,NA,None
6,1473,NA,None
19,1474,NA,None
19,1475,NA,SD-Urban-TransitService
6,1476,NA,SD-Urban-TransitService
19,1477,NA,None
6,1478,NA,SD-Urban-TransitService
6,1479,NA,None
14,1480,NA,None
19,1481,NA,None
6,1482,NA,None
6,1483,NA,SD-Urban-TransitService
6,1484,NA,None
19,1485,NA,None
6,1486,NA,None
19,1487,NA,None
6,1488,NA,SD-Urban-TransitService
6,1489,NA,SD-Urban-TransitService
6,1490,NA,SD-Urban-TransitService
6,1491,NA,SD-Urban-TransitService
6,1492,NA,SD-Urban-TransitService
6,1493,NA,SD-Urban-TransitService
6,1494,NA,SD-Urban-TransitService
6,1495,NA,None
6,1496,NA,None
14,1497,NA,None
6,1498,NA,SD-Urban-TransitService
19,1499,NA,None
19,1500,NA,None
6,1501,NA,SD-Urban-TransitService
14,1502,NA,None
6,1503,NA,None
14,1504,NA,None
6,1505,NA,None
6,1506,NA,None
6,1507,NA,None
6,1508,NA,SD-Urban-TransitService
6,1509,NA,None
6,1510,NA,None
6,1511,NA,SD-Urban-TransitService
6,1512,NA,None
6,1513,NA,SD-Urban-TransitService
14,1514,NA,None
14,1515,NA,None
6,1516,NA,SD-Urban-TransitService
6,1517,NA,SD-Urban-TransitService
6,1518,NA,SD-Urban-TransitService
6,1519,NA,None
6,1520,NA,SD-Urban-TransitService
6,1521,NA,SD-Urban-TransitService
19,1522,NA,None
19,1523,NA,None
6,1524,NA,SD-Urban-TransitService
6,1525,NA,SD-Urban-TransitService
19,1526,NA,None
6,1527,NA,None
6,1528,NA,SD-Urban-TransitService
19,1529,NA,None
19,1530,NA,None
6,1531,NA,SD-Urban-TransitService
19,1532,NA,None
6,1533,NA,SD-Urban-TransitService
6,1534,NA,SD-Urban-TransitService
6,1535,NA,SD-Urban-TransitService
6,1536,NA,SD-Urban-TransitService
6,1537,NA,None
6,1538,NA,None
6,1539,NA,None
19,1540,NA,None
19,1541,NA,None
19,1542,NA,None
19,1543,NA,None
19,1544,NA,None
19,1545,NA,SD-Urban-TransitService
6,1546,NA,SD-Urban-TransitService
6,1547,NA,SD-Urban-TransitService
6,1548,NA,None
6,1549,NA,SD-Urban-TransitService
6,1550,NA,None
6,1551,NA,SD-Urban-TransitService
14,1552,NA,None
6,1553,NA,None
14,1554,NA,None
19,1555,NA,SD-Urban-TransitService
6,1556,NA,None
6,1557,NA,None
6,1558,NA,None
19,1559,NA,None
19,1560,NA,None
14,1561,NA,None
6,1562,NA,None
19,1563,NA,None
6,1564,NA,SD-Urban-TransitService
6,1565,NA,SD-Urban-TransitService
6,1566,NA,None
19,1567,NA,SD-Urban-TransitService
19,1568,NA,None
6,1569,NA,SD-Urban-TransitService
6,1570,NA,SD-Urban-TransitService
6,1571,NA,None
14,1572,NA,None
6,1573,NA,SD-Urban-TransitService
6,1574,NA,None
19,1575,NA,None
19,1576,NA,None
19,1577,NA,None
19,1578,NA,SD-Urban-TransitService
6,1579,NA,SD-Urban-TransitService
19,1580,NA,None
19,1581,NA,None
19,1582,NA,SD-Urban-TransitService
14,1583,NA,None
19,1584,NA,None
14,1585,NA,SD-Urban-TransitService
19,1586,NA,SD-Urban-TransitService
6,1587,NA,None
6,1588,NA,None
19,1589,NA,None
14,1590,NA,SD-Urban-TransitService
6,1591,NA,SD-Urban-TransitService
6,1592,NA,SD-Urban-TransitService
6,1593,NA,None
6,1594,NA,None
6,1595,NA,SD-Urban-TransitService
19,1596,NA,SD-Urban-TransitService
19,1597,NA,None
6,1598,NA,None
13,1599,NA,None
14,1600,NA,None
14,1601,NA,None
19,1602,NA,None
6,1603,NA,None
19,1604,NA,None
6,1605,NA,None
19,1606,NA,None
19,1607,NA,SD-Urban-TransitService
19,1608,NA,None
19,1609,NA,None
19,1610,NA,SD-Urban-TransitService
19,1611,NA,None
19,1612,NA,None
6,1613,NA,SD-Urban-TransitService
19,1614,NA,None
6,1615,NA,None
6,1616,NA,SD-Urban-TransitService
6,1617,NA,SD-Urban-TransitService
6,1618,NA,None
6,1619,NA,SD-Urban-TransitService
19,1620,NA,SD-Urban-TransitService
19,1621,NA,None
19,1622,NA,SD-Urban-TransitService
19,1623,NA,None
19,1624,NA,SD-Urban-TransitService
13,1625,NA,SD-Urban-TransitService
19,1626,NA,None
14,1627,NA,None
19,1628,NA,None
19,1629,NA,None
6,1630,NA,None
19,1631,NA,None
14,1632,NA,SD-Urban-TransitService
19,1633,NA,None
19,1634,NA,SD-Urban-TransitService
6,1635,NA,None
19,1636,NA,None
19,1637,NA,None
19,1638,NA,SD-Urban-TransitService
14,1639,NA,SD-Urban-TransitService
14,1640,NA,None
19,1641,NA,None
6,1642,NA,None
19,1643,NA,None
19,1644,NA,None
14,1645,NA,SD-Urban-TransitService
14,1646,NA,SD-Urban-TransitService
6,1647,NA,SD-Urban-TransitService
6,1648,NA,SD-Urban-TransitService
19,1649,NA,SD-Urban-TransitService
19,1650,NA,None
13,1651,NA,SD-Urban-TransitService
6,1652,NA,None
6,1653,NA,None
14,1654,NA,SD-Urban-TransitService
19,1655,NA,SD-Urban-TransitService
19,1656,NA,SD-Urban-TransitService
19,1657,NA,None
6,1658,NA,None
6,1659,NA,SD-Urban-TransitService
19,1660,NA,None
6,1661,NA,SD-Urban-TransitService
19,1662,NA,None
6,1663,NA,SD-Urban-TransitService
19,1664,NA,None
6,1665,NA,None
19,1666,NA,None
19,1667,NA,None
19,1668,NA,SD-Urban-TransitService
19,1669,NA,None
19,1670,NA,None
14,1671,NA,SD-Urban-TransitService
19,1672,NA,None
19,1673,NA,None
14,1674,NA,SD-Urban-TransitService
19,1675,NA,None
19,1676,NA,None
6,1677,NA,None
14,1678,NA,None
6,1679,NA,None
14,1680,NA,None
14,1681,NA,None
19,1682,NA,None
19,1683,NA,SD-Urban-TransitService
14,1684,NA,SD-Urban-TransitService
19,1685,NA,None
14,1686,NA,None
14,1687,NA,None
14,1688,NA,SD-Urban-TransitService
14,1689,NA,None
19,1690,NA,None
19,1691,NA,SD-Urban-TransitService
13,1692,NA,SD-Urban-TransitService
19,1693,NA,SD-Urban-TransitService
6,1694,NA,SD-Urban-TransitService
14,1695,NA,SD-Urban-TransitService
19,1696,NA,None
19,1697,NA,None
6,1698,NA,None
14,1699,NA,None
19,1700,NA,None
19,1701,NA,None
19,1702,NA,None
19,1703,NA,SD-Urban-TransitService
14,1704,NA,SD-Urban-TransitService
19,1705,NA,None
13,1706,NA,SD-Urban-TransitService
14,1707,NA,SD-Urban-TransitService
13,1708,NA,SD-Urban-TransitService
19,1709,NA,None
6,1710,NA,SD-Urban-TransitService
14,1711,NA,None
14,1712,NA,None
6,1713,NA,SD-Urban-TransitService
19,1714,NA,None
19,1715,NA,None
19,1716,NA,None
14,1717,NA,SD-Urban-TransitService
14,1718,NA,None
14,1719,NA,None
14,1720,NA,SD-Urban-TransitService
13,1721,NA,None
19,1722,NA,None
19,1723,NA,None
19,1724,NA,None
19,1725,NA,None
14,1726,NA,SD-Urban-TransitService
19,1727,NA,None
19,1728,NA,None
14,1729,NA,SD-Urban-TransitService
19,1730,NA,None
14,1731,NA,SD-Urban-TransitService
19,1732,NA,None
14,1733,NA,SD-Urban-TransitService
17,1734,NA,None
17,1735,NA,None
19,1736,NA,None
13,1737,NA,SD-Urban-TransitService
14,1738,NA,None
19,1739,NA,SD-Urban-TransitService
14,1740,NA,None
13,1741,NA,SD-Urban-TransitService
14,1742,NA,None
17,1743,NA,None
14,1744,NA,None
19,1745,NA,None
17,1746,NA,SD-Urban-TransitService
17,1747,NA,SD-Urban-TransitService
19,1748,NA,None
19,1749,NA,None
19,1750,NA,None
13,1751,NA,None
14,1752,NA,None
19,1753,NA,None
17,1754,NA,None
14,1755,NA,None
13,1756,NA,SD-Urban-TransitService
14,1757,NA,None
19,1758,NA,None
19,1759,NA,None
19,1760,NA,None
19,1761,NA,None
14,1762,NA,None
14,1763,NA,None
17,1764,NA,SD-Urban-TransitService
17,1765,NA,SD-Urban-TransitService
14,1766,NA,SD-Urban-TransitService
14,1767,NA,None
19,1768,NA,None
17,1769,NA,SD-Urban-TransitService
17,1770,NA,SD-Urban-TransitService
17,1771,NA,None
17,1772,NA,None
17,1773,NA,None
14,1774,NA,None
14,1775,NA,SD-Urban-TransitService
17,1776,NA,SD-Urban-TransitService
17,1777,NA,None
13,1778,NA,SD-Urban-TransitService
17,1779,NA,SD-Urban-TransitService
14,1780,NA,SD-Urban-TransitService
14,1781,NA,SD-Urban-TransitService
14,1782,NA,None
17,1783,NA,SD-Urban-TransitService
14,1784,NA,None
17,1785,NA,SD-Urban-TransitService
13,1786,NA,SD-Urban-TransitService
13,1787,NA,SD-Urban-TransitService
17,1788,NA,None
19,1789,NA,SD-Urban-TransitService
19,1790,NA,None
19,1791,NA,None
14,1792,NA,SD-Urban-TransitService
17,1793,NA,SD-Urban-TransitService
14,1794,NA,SD-Urban-TransitService
19,1795,NA,SD-Urban-TransitService
19,1796,NA,None
17,1797,NA,SD-Urban-TransitService
13,1798,NA,SD-Urban-TransitService
14,1799,NA,SD-Urban-TransitService
17,1800,NA,SD-Urban-TransitService
13,1801,NA,None
17,1802,NA,SD-Urban-TransitService
14,1803,NA,None
14,1804,NA,None
14,1805,NA,None
17,1806,NA,SD-Urban-TransitService
13,1807,NA,SD-Urban-TransitService
14,1808,NA,None
14,1809,NA,SD-Urban-TransitService
19,1810,NA,None
14,1811,NA,SD-Urban-TransitService
14,1812,NA,SD-Urban-TransitService
14,1813,NA,None
14,1814,NA,None
14,1815,NA,None
13,1816,NA,SD-Urban-TransitService
14,1817,NA,SD-Urban-TransitService
14,1818,NA,SD-Urban-TransitService
14,1819,NA,None
4,1820,NA,SD-Urban-TransitService
19,1821,NA,None
14,1822,NA,None
13,1823,NA,SD-Urban-TransitService
14,1824,NA,None
14,1825,NA,None
14,1826,NA,None
13,1827,NA,SD-Urban-TransitService
14,1828,NA,None
14,1829,NA,None
13,1830,NA,None
13,1831,NA,None
13,1832,NA,SD-Urban-TransitService
13,1833,NA,SD-Urban-TransitService
13,1834,NA,SD-Urban-TransitService
14,1835,NA,None
19,1836,NA,None
14,1837,NA,None
19,1838,NA,None
14,1839,NA,None
4,1840,NA,SD-Urban-TransitService
13,1841,NA,None
14,1842,NA,None
13,1843,NA,None
14,1844,NA,None
14,1845,NA,None
14,1846,NA,None
14,1847,NA,None
13,1848,NA,None
4,1849,NA,None
13,1850,NA,SD-Urban-TransitService
14,1851,NA,None
13,1852,NA,None
14,1853,NA,None
13,1854,NA,None
14,1855,NA,None
14,1856,NA,None
14,1857,NA,None
13,1858,NA,None
14,1859,NA,SD-Urban-TransitService
14,1860,NA,None
14,1861,NA,None
14,1862,NA,None
13,1863,NA,None
14,1864,NA,None
4,1865,NA,None
14,1866,NA,None
14,1867,NA,None
19,1868,NA,None
14,1869,NA,None
13,1870,NA,SD-Urban-TransitService
14,1871,NA,None
4,1872,NA,SD-Urban-TransitService
13,1873,NA,SD-Urban-TransitService
13,1874,NA,SD-Urban-TransitService
13,1875,NA,None
14,1876,NA,None
14,1877,NA,SD-Urban-TransitService
14,1878,NA,None
14,1879,NA,None
13,1880,NA,None
14,1881,NA,SD-Urban-TransitService
14,1882,NA,None
13,1883,NA,SD-Urban-TransitService
14,1884,NA,None
14,1885,NA,None
14,1886,NA,None
14,1887,NA,None
13,1888,NA,SD-Urban-TransitService
14,1889,NA,None
14,1890,NA,None
19,1891,NA,None
19,1892,NA,None
14,1893,NA,None
14,1894,NA,SD-Urban-TransitService
19,1895,NA,None
14,1896,NA,None
4,1897,NA,SD-Urban-TransitService
13,1898,NA,SD-Urban-TransitService
19,1899,NA,None
14,1900,NA,None
13,1901,NA,SD-Urban-TransitService
14,1902,NA,None
4,1903,NA,SD-Urban-TransitService
14,1904,NA,None
14,1905,NA,SD-Urban-TransitService
13,1906,NA,SD-Urban-TransitService
14,1907,NA,None
13,1908,NA,None
14,1909,NA,None
14,1910,NA,None
13,1911,NA,None
13,1912,NA,SD-Urban-TransitService
14,1913,NA,SD-Urban-TransitService
14,1914,NA,None
14,1915,NA,SD-Urban-TransitService
13,1916,NA,SD-Urban-TransitService
13,1917,NA,SD-Urban-TransitService
14,1918,NA,None
14,1919,NA,None
14,1920,NA,None
14,1921,NA,None
13,1922,NA,SD-Urban-TransitService
14,1923,NA,SD-Urban-TransitService
14,1924,NA,None
13,1925,NA,SD-Urban-TransitService
13,1926,NA,SD-Urban-TransitService
13,1927,NA,None
13,1928,NA,SD-Urban-TransitService
13,1929,NA,SD-Urban-TransitService
13,1930,NA,SD-Urban-TransitService
13,1931,NA,SD-Urban-TransitService
14,1932,NA,SD-Urban-TransitService
13,1933,NA,None
14,1934,NA,None
19,1935,NA,None
14,1936,NA,SD-Urban-TransitService
13,1937,NA,None
4,1938,NA,SD-Urban-TransitService
14,1939,NA,None
14,1940,NA,None
14,1941,NA,None
14,1942,NA,SD-Urban-TransitService
14,1943,NA,None
14,1944,NA,None
13,1945,NA,SD-Urban-TransitService
14,1946,NA,None
14,1947,NA,SD-Urban-TransitService
13,1948,NA,SD-Urban-TransitService
14,1949,NA,None
13,1950,NA,None
14,1951,NA,None
13,1952,NA,SD-Urban-TransitService
14,1953,NA,None
14,1954,NA,None
14,1955,NA,SD-Urban-TransitService
14,1956,NA,None
4,1957,NA,SD-Urban-TransitService
14,1958,NA,None
14,1959,NA,None
14,1960,NA,SD-Urban-TransitService
13,1961,NA,SD-Urban-TransitService
14,1962,NA,None
14,1963,NA,None
13,1964,NA,SD-Urban-TransitService
14,1965,NA,None
14,1966,NA,SD-Urban-TransitService
14,1967,NA,None
14,1968,NA,None
14,1969,NA,None
14,1970,NA,SD-Urban-TransitService
13,1971,NA,None
14,1972,NA,SD-Urban-TransitService
14,1973,NA,None
4,1974,NA,None
14,1975,NA,SD-Urban-TransitService
14,1976,NA,SD-Urban-TransitService
14,1977,NA,SD-Urban-TransitService
14,1978,NA,None
13,1979,NA,SD-Urban-TransitService
19,1980,NA,None
14,1981,NA,SD-Urban-TransitService
13,1982,NA,SD-Urban-TransitService
14,1983,NA,None
13,1984,NA,SD-Urban-TransitService
14,1985,NA,SD-Urban-TransitService
14,1986,NA,None
14,1987,NA,None
19,1988,NA,None
14,1989,NA,None
19,1990,NA,None
13,1991,NA,SD-Urban-TransitService
13,1992,NA,SD-Urban-TransitService
13,1993,NA,SD-Urban-TransitService
14,1994,NA,None
14,1995,NA,None
14,1996,NA,SD-Urban-TransitService
13,1997,NA,SD-Urban-TransitService
14,1998,NA,None
14,1999,NA,None
14,2000,NA,SD-Urban-TransitService
14,2001,NA,SD-Urban-TransitService
14,2002,NA,None
13,2003,NA,SD-Urban-TransitService
13,2004,NA,SD-Urban-TransitService
14,2005,NA,None
14,2006,NA,None
14,2007,NA,None
13,2008,NA,SD-Urban-TransitService
14,2009,NA,None
14,2010,NA,SD-Urban-TransitService
14,2011,NA,None
14,2012,NA,None
14,2013,NA,None
13,2014,NA,None
14,2015,NA,None
14,2016,NA,None
14,2017,NA,None
14,2018,NA,None
14,2019,NA,None
14,2020,NA,None
13,2021,NA,None
13,2022,NA,SD-Urban-TransitService
14,2023,NA,None
14,2024,NA,None
14,2025,NA,None
14,2026,NA,None
14,2027,NA,SD-Urban-TransitService
14,2028,NA,None
14,2029,NA,None
14,2030,NA,SD-Urban-TransitService
14,2031,NA,None
